codigo,recorte_id,experienciador,tipo_experienciador,tipo_emocion,tipo_emocion_justificacion,fuente,tipo_fuente,fuente_justificacion,foria,foria_justificacion,dominancia,dominancia_justificacion,intensidad,intensidad_justificacion
DISCURSO_048,DISCURSO_048_FR_012,Oposición política (la casta política),contradestinatario,Desprecio,La crítica implícita a la casta política y la exaltación de la fuerza militar pueden generar un sentimiento de desprecio hacia la oposición.,la entrega de los sables a la oposición,situacion,"El sentimiento de desprecio se desencadena por la acción de entregar sables, símbolo de fuerza militar, a la oposición, lo que implica una crítica implícita a la casta política y sugiere una militarización de la oposición, generando desprecio.",disforico,"El sentimiento de desprecio expresado en la frase es claramente negativo, reflejando desagrado y crítica hacia la oposición política. Este tono de malestar y desdén corresponde a la categoría de emoción disfórica según la ontología proporcionada.",cognoscitiva,"El sentimiento de desprecio se manifiesta principalmente a través de juicios y evaluaciones sobre la casta política, sin indicios de manifestaciones físicas o sensaciones corporales. La crítica implícita y la exaltación de valores militares generan una valoración negativa y despectiva, lo que indica una dominancia cognoscitiva.",Alta,"El discurso emplea un tono de amenaza simbólica y exaltación militar que implica una crítica directa y despectiva hacia la oposición política. La referencia a la entrega de sables como símbolo de principios y valores de héroes emancipadores sugiere una postura de superioridad y desprecio, lo que indica una expresión intensa de la emoción de desprecio."
DISCURSO_048,DISCURSO_048_FR_012,Oposición política (la casta política),contradestinatario,Indignación,La exaltación de la tradición militar y la crítica a la casta política pueden generar indignación en la oposición al sentir que se les excluye de la narrativa.,la entrega de los sables,situacion,"La oposición política se siente indignada porque la ceremonia de entrega de los sables, símbolos de los máximos principios y valores de los héroes emancipadores, los excluye de la narrativa y la participación, generando una reacción de indignación ante la exclusión.",disforico,"La emoción de indignación se caracteriza por un tono negativo y de malestar frente a la exclusión y la crítica a la casta política, lo que la clasifica como disfórica según la ontología y las heurísticas de tonalidad afectiva.",Cognoscitiva,"La indignación se origina principalmente en la evaluación cognitiva de una injusticia percibida: la exclusión de la oposición política de la narrativa de los héroes emancipadores. El discurso provoca juicios sobre la legitimidad y la equidad, lo que indica que la emoción se manifiesta principalmente a través de procesos mentales y evaluaciones, caracterizando una dominancia cognoscitiva.",Alta,"El discurso emplea un lenguaje simbólico y exaltador (""sables"" que representan los máximos principios y valores de los héroes emancipadores) y critica directamente a la casta política, lo que suele generar una reacción de indignación fuerte en la oposición. La combinación de la exaltación militar con la exclusión percibida produce una emoción intensamente expresada, por lo que se infiere una intensidad alta."
DISCURSO_048,DISCURSO_048_FR_012,Oposición política (la casta política),contradestinatario,Resentimiento,El discurso puede provocar resentimiento al percibir una polarización y una falta de reconocimiento de sus aportes.,la entrega de los sables a los destinatarios,situacion,"El resentimiento surge porque la oposición percibe que la entrega simbólica de los sables, que representan los principios y valores de los héroes emancipadores, se realiza a otros, lo que implica una exclusión y falta de reconocimiento de sus aportes.",disforico,"El sentimiento de resentimiento se caracteriza por una carga negativa, manifestada en malestar y descontento ante la percepción de polarización y falta de reconocimiento. Por lo tanto, la emoción identificada presenta un tono disfórico.",Cognoscitiva,"El sentimiento de resentimiento del grupo opositor se manifiesta principalmente a través de juicios y evaluaciones sobre la falta de reconocimiento y la polarización política. La frase sugiere una entrega simbólica que el grupo percibe como insuficiente o despectiva, lo que genera una valoración negativa y una sensación de injusticia. No se observan indicios claros de manifestaciones corporales (sensaciones físicas o gestos) en el contexto proporcionado, por lo que la dominancia se clasifica como cognoscitiva.",Baja,"El discurso presenta una declaración formal y simbólica sin uso de adjetivos o adverbios intensos que indiquen una fuerte carga emocional. La expresión de resentimiento se percibe de manera sutil, reflejada en la crítica implícita a la oposición política, lo que sugiere una intensidad baja."
DISCURSO_048,DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,prodestinatario,Inspiración,La entrega de los sables como símbolo de principios máximos puede inspirar a los partidarios a continuar apoyando la causa y a sentirse motivados por la historia.,entrega de los sables,situacion,"La entrega de los sables, símbolo de los máximos principios y valores de los héroes emancipadores, constituye un evento que inspira a la base electoral a continuar apoyando la causa.",euforico,"La emoción de inspiración descrita en el discurso transmite entusiasmo, motivación y una sensación de orgullo y esperanza. El acto simbólico de entregar los sables, representando los principios y valores de los héroes emancipadores, genera un sentimiento positivo y de satisfacción que impulsa a los partidarios a seguir apoyando la causa. Este tono claramente positivo y alentador se alinea con la categoría eufórica, que se caracteriza por expresiones de alegría, entusiasmo y satisfacción.",Cognoscitiva,"El discurso enfatiza la entrega simbólica de los sables como representación de los principios y valores de los héroes emancipadores, lo que provoca una valoración cognitiva de significado histórico y moral. No se describen sensaciones físicas ni gestos corporales, por lo que la emoción de inspiración se manifiesta principalmente a través de juicios y evaluaciones mentales sobre la causa y la motivación que ello genera.",Alta,"El discurso emplea símbolos poderosos (los sables) y referencias a héroes emancipadores y principios máximos, lo que sugiere una intención de motivar y elevar el ánimo de la audiencia. La combinación de metáforas históricas y la promesa de entrega de símbolos de valor indica una expresión de inspiración con fuerza y convicción, típica de un tono de alta intensidad."
DISCURSO_048,DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,prodestinatario,Motivación,El énfasis en la entrega de símbolos de valor y gloria puede motivar a la base a seguir participando activamente en la agenda política del partido.,entrega de los sables,objeto,"La entrega de los sables, símbolos materiales que representan los principios y valores de los héroes emancipadores, actúa como estímulo tangible que motiva a la base electoral a participar activamente.",Eufórico,"El discurso enfatiza la entrega de símbolos de valor y gloria, generando entusiasmo y satisfacción en la audiencia. La emoción de motivación aquí se expresa con un tono positivo y alentador, característico de la euforia, pues busca inspirar acción y compromiso con la causa política.",Cognoscitiva,"El discurso se centra en la entrega simbólica de los sables, que representan principios y valores, y en la expectativa de que la base participe activamente. No se mencionan sensaciones físicas ni gestos, sino juicios y evaluaciones sobre la importancia de los símbolos y la acción futura. Por lo tanto, la motivación se manifiesta principalmente en el ámbito cognitivo.",Alta,"El discurso emplea un lenguaje simbólico y directo que busca inspirar y movilizar a la audiencia: la entrega inmediata de los sables, símbolos de los máximos principios y valores de los héroes emancipadores, genera una sensación de orgullo y urgencia. La referencia a la historia y la promesa de un acto tangible refuerza la motivación de manera intensa, lo que indica una emoción de alta intensidad."
DISCURSO_048,DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,prodestinatario,Orgullo,"El discurso resalta los valores de los héroes emancipadores, alineándose con la narrativa de libertad y orden que el partido promueve, lo que puede generar orgullo en su base.",los sables,objeto,Los sables son objetos materiales que simbolizan los máximos principios y valores de los héroes emancipadores; su entrega genera orgullo en la base electoral al representar la continuidad de esos valores.,euforico,"El discurso expresa orgullo, una emoción positiva que implica satisfacción y admiración por los valores y héroes emancipadores. Este tono de satisfacción y entusiasmo se alinea con la categoría eufórica, ya que el orgullo se manifiesta como una alegría y orgullo interno que motiva la entrega simbólica de los sables.",Cognoscitiva,"El discurso enfatiza la valoración de los principios y valores de los héroes emancipadores, lo que implica un juicio positivo y una evaluación de la identidad colectiva. No se menciona manifestaciones físicas ni sensaciones corporales, por lo que la emoción de orgullo se presenta principalmente en el dominio cognitivo.",Alta,"El discurso emplea un lenguaje simbólico y evocador al referirse a los ""sables"" como representación de los máximos principios y valores de los héroes emancipadores, lo que genera un sentimiento de orgullo fuerte y palpable en la audiencia. La connotación heroica y la promesa de entrega de símbolos de poder refuerzan la intensidad de la emoción de orgullo."
DISCURSO_048,DISCURSO_048_FR_012,Presidente Javier Milei,enunciador,anticipación,"La expresión ""en instantes"" indica que el acto de entrega está próximo, lo que genera una sensación de anticipación por parte del enunciador ante el evento.",la entrega de los sables,situacion,"La emoción de anticipación surge porque el presidente menciona que en instantes se realizará la entrega de los sables, un evento concreto que está próximo a ocurrir.",Eufórico,"La emoción identificada es anticipación, y el contexto del discurso es claramente positivo: la entrega de los sables simboliza principios y valores heroicos. La expectativa de un evento favorable genera una sensación de entusiasmo y satisfacción, lo que la coloca dentro de la categoría eufórica según las heurísticas de tonalidad afectiva.",Cognoscitiva,"La emoción de anticipación se manifiesta principalmente a través de juicios y evaluaciones mentales sobre el evento próximo, sin indicios de manifestaciones corporales explícitas en el discurso. El uso de ""en instantes"" señala una expectativa mental y una valoración cognitiva del momento que se avecina, lo que indica una dominancia cognoscitiva.",Baja,"El discurso emplea el adverbio temporal ""en instantes"" sin intensificadores ni expresiones que aumenten la emoción. La referencia a la entrega de los sables se presenta de manera informativa y formal, lo que sugiere una sensación de anticipación leve y no intensamente expresada."
DISCURSO_048,DISCURSO_048_FR_012,Presidente Javier Milei,enunciador,orgullo,"El enunciador menciona que los sables representan los máximos principios y valores de los héroes emancipadores, lo que implica una valoración positiva y un sentimiento de orgullo por la tradición y por los graduados que recibirán el símbolo.",los sables,objeto,"El orgullo se desencadena por la entrega de los sables, que simbolizan los máximos principios y valores de los héroes emancipadores, generando una valoración positiva y orgullo por la tradición y los graduados que recibirán el símbolo.",euforico,"El discurso expresa orgullo y celebración al mencionar que los sables simbolizan los máximos principios y valores de los héroes emancipadores, lo que implica una valoración positiva y satisfacción. Esta valoración positiva y el tono de celebración corresponden a la categoría eufórica.",Cognoscitiva,"El discurso expresa orgullo a través de juicios y evaluaciones sobre los valores y la tradición de los héroes emancipadores, sin mencionar manifestaciones físicas o gestos. Por lo tanto, la dominancia de la emoción identificada es cognoscitiva.",Alta,"El discurso expresa un orgullo fuerte y celebratorio al mencionar que los sables, símbolos de los máximos principios y valores de los héroes emancipadores, serán entregados a los graduados. La referencia a la tradición y la exaltación de los valores nacionales indica una emoción intensamente positiva, típica de un orgullo elevado en un contexto ceremonial y simbólico."
DISCURSO_048,DISCURSO_048_FR_012,Presidente Javier Milei,enunciador,respeto,"El discurso reconoce la importancia de los valores y la tradición militar, lo que denota un sentimiento de respeto hacia la institución y sus símbolos.",los sables,objeto,"Los sables son objetos materiales que simbolizan los máximos principios y valores de los héroes emancipadores, y su entrega evoca un sentimiento de respeto hacia la institución y sus símbolos.",aforico,"El sentimiento de respeto se expresa de manera neutral, sin tono de alegría ni malestar, por lo que se clasifica como afórico.",Cognoscitiva,"El sentimiento de respeto se manifiesta principalmente a través de juicios y evaluaciones sobre la importancia de los valores y la tradición militar, sin indicios de manifestaciones corporales o sensaciones físicas asociadas.",Baja,"El discurso presenta un tono formal y respetuoso sin el uso de adjetivos o verbos que intensifiquen la emoción. La frase se limita a describir la entrega simbólica de los sables y la referencia a los valores de los héroes emancipadores, sin recurrir a expresiones apasionadas o exclamaciones que indiquen una emoción fuerte. Por lo tanto, la intensidad del respeto expresado se considera baja."
DISCURSO_048,DISCURSO_048_FR_012,Presidente Javier Milei,enunciador,reverencia,"La referencia a los ""héroes emancipadores"" y a los ""máximos principios y valores"" sugiere una actitud de reverencia hacia la historia y los valores que los sables encarnan.",los sables,objeto,"La reverencia se desencadena por los sables, objetos simbólicos que representan los máximos principios y valores de los héroes emancipadores, evocando respeto y veneración hacia esos valores históricos.",aforico,"La reverencia expresa un respeto y admiración solemne hacia los héroes y sus valores, lo cual es una emoción positiva pero no se caracteriza por la alegría, entusiasmo o satisfacción típica del eufórico. Tampoco presenta un tono negativo, por lo que no es disfórico. Al no mostrar una polaridad claramente positiva o negativa, se clasifica como afórico.",Cognoscitiva,"La reverencia expresada en el discurso se fundamenta en juicios y evaluaciones sobre los héroes emancipadores y los valores que simbolizan los sables. No se describen manifestaciones físicas o sensaciones corporales, por lo que la emoción predomina en el ámbito cognitivo.",Alta,"La expresión de reverencia se manifiesta de forma intensa al hacer referencia a los ""héroes emancipadores"" y a los ""máximos principios y valores"" que los sables simbolizan. El tono formal y la connotación histórica del discurso refuerzan la fuerza emocional, indicando una reverencia profunda y no simplemente leve o ambivalente."
DISCURSO_048,DISCURSO_048_FR_012,Público general argentino,paradestinatario,Inspiración,El discurso puede inspirar al público a valorar la historia y a comprometerse con los principios que se celebran.,los sables,objeto,Los sables simbolizan los máximos principios y valores de los héroes emancipadores; su entrega concreta actúa como un objeto simbólico que inspira al público a valorar la historia y comprometerse con esos principios.,Eufórico,"El discurso busca inspirar al público, evocando entusiasmo y motivación al presentar los sables como símbolos de principios y valores heroicos. La emoción de inspiración se caracteriza por un tono positivo y de satisfacción, por lo que se clasifica como eufórico.",Cognoscitiva,"El discurso evoca reflexión sobre los principios y valores de los héroes emancipadores, centrándose en juicios y evaluaciones históricas y morales. No se describen manifestaciones físicas ni sensaciones corporales, por lo que la emoción de inspiración se manifiesta principalmente en el ámbito cognitivo.",Alta,"El discurso emplea un lenguaje simbólico y ceremonial—la entrega de sables que representan los máximos principios y valores de héroes emancipadores—lo cual suele generar una respuesta emocional intensa y motivadora. La referencia a la historia y a la identidad nacional, junto con la acción concreta de entregar los símbolos, sugiere una inspiración fuerte y palpable para el público."
DISCURSO_048,DISCURSO_048_FR_012,Público general argentino,paradestinatario,Orgullo,El público puede sentir orgullo al ver reconocidos los valores de los héroes emancipadores y la tradición militar argentina.,los sables,objeto,"Los sables simbolizan los máximos principios y valores de los héroes emancipadores, y su entrega al público genera orgullo al reconocer la tradición militar argentina.",euforico,"El discurso celebra la entrega de sables que simbolizan los valores de los héroes emancipadores, generando una sensación de orgullo, alegría y satisfacción en el público. Estas expresiones de entusiasmo y reconocimiento positivo corresponden a la tonalidad eufórica.",Cognoscitiva,"El discurso enfatiza la valoración y reconocimiento de los principios y valores de los héroes emancipadores, lo que provoca una evaluación positiva y un sentimiento de orgullo basado en juicios y pensamientos sobre la identidad y la historia. No se menciona manifestaciones físicas explícitas, por lo que la dominancia se ubica en el ámbito cognoscitivo.",Alta,"El discurso celebra la entrega de sables que simbolizan los máximos principios y valores de los héroes emancipadores, un acto cargado de significado histórico y nacional. La referencia a la tradición militar argentina y la exaltación de los valores heroicos generan un sentimiento de orgullo intenso y colectivo, lo que indica una intensidad alta de la emoción."
DISCURSO_048,DISCURSO_048_FR_012,Público general argentino,paradestinatario,Patriotismo,La referencia a los héroes emancipadores y la entrega de sables puede despertar sentimientos patrióticos en la audiencia.,los sables,objeto,"Los sables son objetos simbólicos que representan los principios y valores de los héroes emancipadores, evocando sentimientos patrióticos en la audiencia.",Eufórico,"El discurso evoca orgullo y entusiasmo al referirse a los héroes emancipadores y la entrega simbólica de sables que representan valores patrióticos. La referencia a la historia y la identidad nacional genera una emoción positiva y celebratoria, típica de un tono eufórico.",Cognoscitiva,"El discurso evoca la reflexión sobre los héroes emancipadores y los valores que representan, centrándose en juicios y evaluaciones simbólicas más que en manifestaciones físicas. La referencia a la entrega de sables como símbolo de principios y valores sugiere una predominancia cognitiva en la emoción de patriotismo.",Alta,"La frase hace referencia directa a los héroes emancipadores y a la entrega simbólica de sables que representan los máximos principios y valores del país, elementos cargados de significado histórico y nacional. Este tipo de discurso, especialmente dirigido al público general argentino, suele generar una respuesta emocional fuerte y colectiva, típica de un patriotismo intenso. La ausencia de matices que atenuen la emoción y la naturaleza ceremonial del acto refuerzan la percepción de alta intensidad."
DISCURSO_048,DISCURSO_048_FR_013,Oposición política (la casta política),contradestinatario,indignación,"El discurso enfatiza la restauración del respeto entre el Estado y las Fuerzas Armadas y critica a la casta política, lo que podría provocar indignación o defensividad entre los opositores.",la casta política,actor,"El discurso critica directamente a la casta política, provocando indignación en los opositores que perciben a los políticos de esa casta como responsables de la situación denunciada.",disforico,"La emoción de indignación expresa descontento y malestar ante la crítica a la casta política, lo que la coloca en la categoría de tono negativo, por lo tanto se clasifica como disfórico.",Cognoscitiva,"El sentimiento de indignación se manifiesta principalmente a través de juicios y evaluaciones morales sobre la situación política y militar descrita. No se observan indicios de manifestaciones físicas o sensaciones corporales en el discurso; la crítica se centra en la valoración de la conducta de la casta política y la defensa de la relación entre Estado y Fuerzas Armadas, lo que indica una dominancia cognoscitiva.",Alta,"El discurso, aunque la frase en sí no contiene adverbios o adjetivos que intensifiquen la emoción, se enmarca en un contexto de crítica directa a la casta política y de reivindicación de la autoridad militar. La indignación dirigida a la política suele manifestarse con fuerza y se interpreta como una emoción de alta intensidad cuando se expresa en un discurso público de carácter confrontativo. Por lo tanto, la intensidad de la indignación se considera alta."
DISCURSO_048,DISCURSO_048_FR_013,Partido político de Javier Milei y su base electoral,prodestinatario,orgullo,"El discurso celebra el símbolo del mando, alineado con los valores de orden, valor y gloria que son centrales para la ideología del partido, lo que puede generar orgullo entre sus seguidores.",símbolo del mando,objeto,"El discurso celebra el símbolo del mando, un elemento material/conceptual que representa orden, valor y gloria, lo cual genera orgullo entre los seguidores del partido.",euforico,"El sentimiento de orgullo expresado en el discurso se caracteriza por una valoración positiva y de satisfacción hacia el símbolo del mando, alineado con los valores de orden, valor y gloria. La exaltación y el entusiasmo implícitos en la celebración del símbolo generan una tonalidad afectiva alegre y entusiasta, lo que corresponde a la categoría eufórica según las heurísticas establecidas.",Cognoscitiva,"El orgullo se manifiesta principalmente a través de juicios y evaluaciones sobre la identidad y los logros del grupo. En el discurso se celebra el símbolo del mando como emblema de orden, valor y gloria, lo que implica una valoración positiva y un reconocimiento de la propia identidad colectiva. No se observan indicios de manifestaciones corporales explícitas, por lo que la dominancia es cognoscitiva.",Alta,"El discurso celebra el símbolo del mando como emblema de orden, valor y gloria, valores centrales de la ideología del partido. La afirmación de que este símbolo acompañará a los seguidores durante toda su carrera militar sugiere una exaltación y un reconocimiento de la importancia del mismo, lo que genera un sentimiento de orgullo fuerte y claramente expresado. Por lo tanto, la intensidad de la emoción identificada (orgullo) se infiere como alta."
DISCURSO_048,DISCURSO_048_FR_013,Público general argentino,paradestinatario,respeto,La descripción del sable como símbolo que acompaña a los oficiales a lo largo de su carrera puede evocar un sentimiento de respeto hacia las Fuerzas Armadas y la ceremonia entre la población.,el sable,objeto,"El sable, como objeto simbólico de mando que acompaña a los oficiales durante toda su carrera militar, genera un sentimiento de respeto en el público argentino.",euforico,"El sentimiento de respeto descrito en el discurso es una emoción positiva que expresa admiración y reverencia hacia las Fuerzas Armadas y la ceremonia. Dado que la heurística clasifica las emociones positivas que implican satisfacción o entusiasmo como eufóricas, el respeto se ajusta a esta categoría de tono afectivo positivo.",Cognoscitiva,"El sentimiento de respeto se manifiesta principalmente a través de juicios y evaluaciones sobre el símbolo del mando (el sable) y su significado para la carrera militar. La frase invita a valorar la autoridad y la tradición, lo que implica un proceso cognitivo de reconocimiento y valoración, sin evidenciar manifestaciones físicas explícitas.",Baja,"El enunciado describe de manera neutral y sin intensificadores el símbolo del mando que acompaña a los oficiales a lo largo de su carrera militar. No se emplean adjetivos o adverbios que aumenten la carga emotiva, por lo que la emoción de respeto que se evoca es leve y sutil, lo que indica una intensidad baja."
DISCURSO_048,DISCURSO_048_FR_014,Oposición política (la casta política),contradestinatario,amenaza,El énfasis en la fidelidad militar y el servicio a la nación puede interpretarse como una amenaza a su poder político.,el gobierno,actor,"El sentimiento de amenaza se origina en la acción del gobierno de imponer el juramento de fidelidad a la constitución nacional, una medida coercitiva que la oposición percibe como una limitación a su poder político.",Disfórico,"La amenaza implica una intención de coacción y puede generar miedo, ansiedad y desconfianza, lo que corresponde a una emoción de tono negativo, por lo tanto disfórico.",Cognoscitiva,"El discurso se centra en conceptos abstractos de lealtad y servicio, sin mencionar sensaciones físicas. La amenaza se percibe como una evaluación de la pérdida de poder político, lo que indica predominio cognitivo.",Alta,"El discurso utiliza un lenguaje imperativo y vinculante (“se les tomará juramento de fidelidad”) que implica una obligación coercitiva y una amenaza directa a la autonomía política de la oposición. La referencia a una “vida entera de servicio” refuerza la gravedad y la permanencia de la amenaza, lo que indica una emoción intensamente expresada."
DISCURSO_048,DISCURSO_048_FR_014,Oposición política (la casta política),contradestinatario,resentimiento,"El discurso puede percibirse como una crítica a la influencia de la casta política, generando resentimiento en sus miembros.",el discurso que critica a la casta política,objeto,"El discurso contiene una crítica directa a la influencia y privilegios de la casta política, lo que provoca resentimiento en sus miembros.",Disfórico,"El sentimiento de resentimiento expresado en el discurso es una emoción negativa, caracterizada por malestar y desagrado hacia la casta política. Por lo tanto, su tono afectivo se clasifica como disfórico.",Cognoscitiva,"El sentimiento de resentimiento se manifiesta principalmente a través de juicios y evaluaciones sobre la crítica percibida a la casta política. No se observan indicios de manifestaciones físicas o sensaciones corporales, por lo que la dominancia se clasifica como cognoscitiva.",Baja,"El fragmento presenta un tono formal y descriptivo sin adjetivos ni adverbios que intensifiquen la emoción. La crítica implícita a la casta política sugiere un resentimiento leve, ya que el discurso se centra más en la obligación de jurar fidelidad que en expresar indignación explícita. Por lo tanto, la intensidad de la emoción identificada se considera baja."
DISCURSO_048,DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,prodestinatario,esperanza,"La promesa de una vida entera de servicio a la nación sugiere un futuro de estabilidad y progreso, generando esperanza en el grupo.",juramento de fidelidad a la constitución nacional,situacion,"El acto de tomar el juramento, que promete una vida entera de servicio a la nación, constituye una situación concreta que genera esperanza en el grupo.",Eufórico,"La emoción de esperanza se manifiesta como una expectativa positiva de futuro, lo que la coloca en la categoría eufórica según la ontología, ya que implica optimismo y satisfacción ante la promesa de estabilidad y progreso.",cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre el futuro, como la expectativa de estabilidad y progreso que se menciona en el discurso. No se describen manifestaciones físicas o sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",Alta,"El discurso presenta una promesa de compromiso de por vida con la nación, lo que sugiere una visión de estabilidad y progreso futuro. La expresión de un juramento de fidelidad a la constitución nacional implica un llamado emocional fuerte y directo, generando una sensación de esperanza intensa y motivadora."
DISCURSO_048,DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,prodestinatario,motivación,El llamado a la fidelidad y al compromiso puede motivar a los partidarios a participar activamente en la causa.,juramento de fidelidad a la constitución nacional,situacion,"El acto de tomar el juramento de fidelidad a la constitución nacional constituye una situación concreta que inspira motivación en los partidarios, al comprometerlos con una vida de servicio a la nación.",Eufórico,"El llamado a la fidelidad y al compromiso con la constitución genera entusiasmo y motivación positiva, caracterizando una emoción de tono alegre y entusiasta.",Cognoscitiva,"El discurso se centra en la promesa de un juramento de fidelidad y el compromiso de una vida entera de servicio, lo que implica juicios, evaluaciones y pensamientos sobre la obligación y la causa. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la emoción de motivación se manifiesta principalmente en el dominio cognitivo.",Alta,"El discurso utiliza verbos fuertes como ""tomará"" y ""comprometerá"", además de la referencia a una ""vida entera de servicio a la nación"", lo que indica un llamado intenso y apasionado a la fidelidad y al compromiso. La naturaleza solemne del juramento y la implicación de un compromiso permanente refuerzan la intensidad motivacional del mensaje."
DISCURSO_048,DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,prodestinatario,orgullo,"El discurso alienta a los nuevos oficiales a jurar fidelidad a la Constitución, lo que puede generar orgullo en el partido y su base por la alineación con valores nacionales.",juramento de fidelidad a la constitución nacional,situacion,"El acto de jurar fidelidad a la Constitución representa un compromiso con valores nacionales, lo que genera orgullo en el partido y su base electoral.",euforico,"La emoción identificada es orgullo, la cual se caracteriza por un tono positivo, satisfacción y entusiasmo ante la idea de servir a la nación y cumplir con la Constitución. Este sentimiento de orgullo se alinea con la categoría eufórica, ya que implica alegría y satisfacción con la acción y el compromiso descritos en el discurso.",Cognoscitiva,"El orgullo expresado en el discurso se fundamenta principalmente en juicios y evaluaciones sobre la identidad y los valores del partido y su base electoral. Se destaca la alineación con la Constitución y el compromiso con el servicio a la nación, lo que genera una valoración positiva y un sentido de superioridad o mérito interno. No se mencionan manifestaciones físicas, sensaciones corporales ni gestos, por lo que la dominancia de la emoción se ubica en el dominio cognoscitivo.",Alta,"El discurso utiliza un lenguaje de compromiso y servicio a la nación, enfatizando la toma de juramento de fidelidad a la Constitución. Este llamado a la lealtad y al servicio público genera un sentimiento de orgullo fuerte y colectivo, típico de discursos políticos que buscan reforzar la identidad partidaria y la conexión con valores nacionales. La presencia de verbos de compromiso y la referencia a una vida entera de servicio indican una expresión intensa de orgullo."
DISCURSO_048,DISCURSO_048_FR_014,Presidente Javier Milei,enunciador,determinación,El énfasis en la fidelidad a la constitución y el compromiso de los oficiales indica una actitud de determinación por parte del presidente para mantener la integridad constitucional.,juramento de fidelidad a la constitución nacional,situacion,El acto de tomar juramento constituye un evento concreto que impulsa al presidente a manifestar determinación para asegurar la integridad constitucional y el compromiso de los oficiales con el servicio a la nación.,Eufórico,"El discurso enfatiza la fidelidad a la constitución y el compromiso de los oficiales con una vida de servicio a la nación, lo que refleja una actitud de determinación positiva y entusiasmo por la misión, caracterizando la emoción como eufórica.",Cognoscitiva,"La determinación se manifiesta principalmente a través de juicios y evaluaciones: el presidente enfatiza la fidelidad a la constitución y el compromiso de los oficiales con una vida de servicio a la nación. No se citan manifestaciones físicas ni gestos, por lo que la emoción predomina en el dominio cognoscitivo.",Alta,"El discurso utiliza verbos fuertes como ""tomará"" y ""comprometerá"", además de la referencia a una ""vida entera de servicio a la nación"", lo que indica un compromiso firme y decidido. La mención de la fidelidad a la constitución nacional refuerza la determinación del presidente, lo que sugiere una intensidad alta de la emoción identificada."
DISCURSO_048,DISCURSO_048_FR_014,Presidente Javier Milei,enunciador,esperanza,"Al referirse a un juramento que los comprometerá a una vida entera de servicio a la nación, el enunciador proyecta una visión positiva y esperanzadora del futuro de la nación y de los oficiales.",juramento de fidelidad a la constitución nacional,situacion,"El sentimiento de esperanza se origina en la promesa de un juramento que compromete a los oficiales a una vida entera de servicio a la nación, lo cual proyecta una visión positiva y esperanzadora del futuro de la nación y de los oficiales.",Eufórico,"La emoción identificada es esperanza, la cual se expresa mediante una visión positiva y optimista del futuro. El discurso menciona un juramento que comprometerá a los oficiales a una vida entera de servicio a la nación, proyectando un futuro favorable y lleno de propósito. Este tono positivo, orientado a la satisfacción y al logro de metas colectivas, se alinea con la categoría eufórica, caracterizada por alegría, entusiasmo y satisfacción.",Cognoscitiva,"La expresión se centra en la valoración positiva y la expectativa de un futuro mejor, sin indicios de manifestaciones físicas, lo que indica una dominancia cognoscitiva.",Baja,"El discurso presenta una visión positiva y esperanzadora sobre el futuro de la nación y el compromiso de los oficiales, pero lo hace de manera formal y sin recursos retóricos intensos (no hay exclamaciones, adjetivos superlativos ni lenguaje cargado). La expresión de esperanza se mantiene moderada y se integra en un contexto institucional, lo que sugiere una intensidad baja de la emoción."
DISCURSO_048,DISCURSO_048_FR_014,Presidente Javier Milei,enunciador,orgullo,"El discurso celebra la entrega de juramentos y la formación de nuevos oficiales, lo que sugiere un sentimiento de orgullo por la institución y por los oficiales que se comprometen a servir.",la entrega de juramentos de fidelidad a la Constitución Nacional,situacion,"El orgullo surge al presenciar la ceremonia de juramento, un evento que simboliza el compromiso y la continuidad de la institución nacional.",euforico,"El discurso expresa orgullo y celebración por la entrega de juramentos y el compromiso de los oficiales con la nación, lo que indica un tono positivo y de satisfacción, característico de una emoción eufórica.",Cognoscitiva,"El orgullo se expresa a través de juicios y evaluaciones sobre la institución y los oficiales, resaltando la importancia del juramento y el compromiso con la nación; no se menciona manifestaciones físicas, por lo que la dominancia es cognoscitiva.",Alta,"El discurso celebra la entrega de juramentos y la formación de nuevos oficiales, expresando orgullo por la institución y el compromiso de los oficiales. El tono formal y la referencia a una vida entera de servicio indican una emoción de orgullo intensamente expresada."
