INDEX,codigo,recorte_id,posicion,frase
2520,DISCURSO_012,DISCURSO_012_FR_107,107,"Digo, ese despertar yo lo sentí el día que leí a Rothbard, el día que leí a Murray Newton Rothbard y empecé a abrazar las ideas de la libertad y no pude retroceder más."
2521,DISCURSO_012,DISCURSO_012_FR_108,108,Así es que también soy muy optimista.
2522,DISCURSO_012,DISCURSO_012_FR_109,109,"Es decir, en la medida que la gente vaya internalizando lo que es abrazar las ideas de la libertad, cada vez tienen menos, pero menos chances estos facinerosos de poder sostenerse."
2523,DISCURSO_012,DISCURSO_012_FR_110,110,"Pero bueno, se defienden, son el statu quo y habrá que seguir peleando."
2524,DISCURSO_012,DISCURSO_012_FR_111,111,"Ustedes fueron los autores de la reforma más ambiciosa de la historia argentina, mucho más grande que la impulsada por el propio Carlos Menen durante su presidencia."
2525,DISCURSO_012,DISCURSO_012_FR_112,112,"Ahora viene quizás la parte más importante y compleja de todas, defenderlas mientras que seguimos ampliándolas."
2526,DISCURSO_012,DISCURSO_012_FR_113,113,Porque el precio de la libertad es su eterna vigilancia.
2527,DISCURSO_012,DISCURSO_012_FR_114,114,Ahora es nuestro turno de asumir el rol de custodio de estas nuevas leyes que estamos forjando y seguir yendo al hueso con aumentar el nivel de libertad en la Argentina.
2528,DISCURSO_012,DISCURSO_012_FR_115,115,"Por eso quiero agradecerles a todos por este año y medio de dedicación y compromiso, exhortarlos a no dar nada por sentado."
2529,DISCURSO_012,DISCURSO_012_FR_116,116,"O sea, no den nada por sentado."
2530,DISCURSO_012,DISCURSO_012_FR_117,117,Tenemos que salir y comernos la cancha todos los días.
2531,DISCURSO_012,DISCURSO_012_FR_118,118,Nosotros salimos a ganar de local y de visitante.
2532,DISCURSO_012,DISCURSO_012_FR_119,119,Nosotros no reconocemos ninguna cancha.
2533,DISCURSO_012,DISCURSO_012_FR_120,120,En todas las canchas salimos a ganar.
2534,DISCURSO_012,DISCURSO_012_FR_121,121,"Ellos, así como en algún momento pretendieron instaurar una revolución que nadie les pidió, hoy quieren atornillarse a una silla de la que fueron expulsados mediante el voto."
2535,DISCURSO_012,DISCURSO_012_FR_122,122,No se van a retirar solos.
2536,DISCURSO_012,DISCURSO_012_FR_123,123,No van a hacer caso alguno a la voluntad popular.
2537,DISCURSO_012,DISCURSO_012_FR_124,124,"Por eso recae en ustedes, en nosotros y en todos los argentinos, defender cada centímetro ganado ante la casta depredadora y de vuelta seguir empujando, seguir empujando y seguir acorralándolos hasta que seamos totalmente libres."
2538,DISCURSO_012,DISCURSO_012_FR_125,125,"Sabemos que la marea está cambiando de la larga marcha de la izquierda sobre nuestras sociedades e instituciones, pasamos al crecimiento gradual, pero contundente de las ideas de la libertad."
2539,DISCURSO_012,DISCURSO_012_FR_126,126,"El daño causado es catastrófico y la tarea por delante es titánica, pero ya hemos comenzado."
2540,DISCURSO_012,DISCURSO_012_FR_127,127,"En este sentido, también quiero mencionar una tarea…Siempre digo que el gobierno tiene tres frentes de ataque, o sea, tres vías de trabajo: Una es la gestión, la otra es la política que hoy acabamos de dar otra masterclass, no, no quiero decir un chiste grosero porque va a quedar muy mal y la otra es la batalla cultural."
2541,DISCURSO_012,DISCURSO_012_FR_128,128,"Y no solo que estamos haciendo el mejor gobierno de la historia y eso ya es claro, es contundente."
2542,DISCURSO_012,DISCURSO_012_FR_129,129,"El mejor gobierno de la historia hasta hoy había sido el primer gobierno de Menem, y básicamente eran dos elementos el gobierno de Menem, por decirlo de alguna manera, que eran un plan de estabilización exitoso, que fue la convertibilidad; y un conjunto de reformas estructurales."
2543,DISCURSO_012,DISCURSO_012_FR_130,130,"En materia de plan de estabilización, nosotros logramos estabilizar la economía mucho más rápido que durante la convertibilidad, pero lo hicimos sin que estallara la hiperinflación previamente; es decir, la convertibilidad venía de dos hiperinflaciones."
2544,DISCURSO_012,DISCURSO_012_FR_131,131,"Lo hicimos sin expropiaciones, sin un plan Bonex."
2545,DISCURSO_012,DISCURSO_012_FR_132,132,"Es decir, cuando nosotros llegamos, todos hablaban que íbamos a hacer un plan Bonex y no lo hicimos."
2546,DISCURSO_012,DISCURSO_012_FR_133,133,Lo hicimos también sin defaultear.
2547,DISCURSO_012,DISCURSO_012_FR_134,134,"Esto no es un tema menor, porque entre lo que teníamos de pasivos remunerados a un día en el Banco Central y lo que teníamos de vencimientos de deuda en pesos, era el equivalente a 13 bases monetarias."
2548,DISCURSO_012,DISCURSO_012_FR_135,135,O sea que imagínense lo que hubiera sido multiplicar por 14 la cantidad de dinero en cuestión de meses.
2549,DISCURSO_012,DISCURSO_012_FR_136,136,"No solo eso, sino que también esto lo hicimos sin fijar el tipo de cambio porque eso facilitaba las cosas."
2550,DISCURSO_012,DISCURSO_012_FR_137,137,También lo hicimos sin controles de precios.
2551,DISCURSO_012,DISCURSO_012_FR_138,138,"Y no solo eso, sino que en el medio además recompusimos tarifas."
2552,DISCURSO_012,DISCURSO_012_FR_139,139,Muchos planes de estabilización primero recomponían tarifas y después lo lanzaban.
2553,DISCURSO_012,DISCURSO_012_FR_140,140,"Y la inflación, que corría cerca del 1,5 diario; si tomamos la inflación mayorista era del 54%, que anualizado hubiera dado 17.000, lo cual cuando uno mira toda la potencialidad para crear dinero, y además el hecho del sobrante monetario, eso explica el número con bastante facilidad."
2554,DISCURSO_012,DISCURSO_012_FR_141,141,"El último mes en mayorista tuvimos una deflación del 0,3%."
2555,DISCURSO_012,DISCURSO_012_FR_142,142,Hablo siempre de mayorista porque es la que está menos contaminada.
2556,DISCURSO_012,DISCURSO_012_FR_143,143,"Y, mientras que decían que no podíamos hacer un ajuste del tamaño que hicimos, y terminamos haciendo un ajuste de 15 puntos del PBI, en estos días se está terminando de limpiar por completo la hoja de balance del Banco Central."
2557,DISCURSO_012,DISCURSO_012_FR_144,144,"No solo eso, sino que además cuando postulábamos este ajuste, todos decían que era imposible; y nosotros hicimos en un mes lo que no se hizo en 123 años de historia, que fue alcanzar el equilibrio en la línea financiera."
2558,DISCURSO_012,DISCURSO_012_FR_145,145,"Y después nos dijeron que íbamos a generar una gran depresión, y el PBI entre puntas terminó subiendo 6%."
2559,DISCURSO_012,DISCURSO_012_FR_146,146,"Hoy Argentina en el primer trimestre creció 5,7%, en el segundo lo está haciendo al 7,8%, hemos alcanzado el pico histórico en actividad, el pico histórico en consumo; y hoy tenemos un PBI per cápita en dólares más alto que el del 2004."
2560,DISCURSO_012,DISCURSO_012_FR_147,147,"Y como si todo esto fuera poco, sacamos 11 millones de personas en la pobreza."
2561,DISCURSO_012,DISCURSO_012_FR_148,148,"Es decir, los malditos liberales, descorazonados, sucede que somos los que más hicimos por los más vulnerables."
2562,DISCURSO_012,DISCURSO_012_FR_149,149,"Obviamente que esto es gracias a Toto Caputo y a su enorme equipo de trabajo, al Banco Central que comanda Santiago Bausili, el guardián de las cuentas públicas, Guberman, o el trabajo enorme de Pablo Quirno..."
2563,DISCURSO_012,DISCURSO_012_FR_150,150,podría estar mencionando...
2564,DISCURSO_012,DISCURSO_012_FR_151,151,o lo que es el gigante de José Luis Daza...
2565,DISCURSO_012,DISCURSO_012_FR_152,152,"la verdad que gente extraordinaria; extraordinarios profesionales y aún mejores todavía seres humanos, como cada uno de los miembros del equipo."
2566,DISCURSO_012,DISCURSO_012_FR_153,153,"Si hay algo que caracteriza a este Gabinete que tengo el honor, orgullo, de tener a cargo, es que no solo son profesionales extraordinarios, sino que además son excelentes personas."
2567,DISCURSO_012,DISCURSO_012_FR_154,154,Eso es un tema no menor.
2568,DISCURSO_012,DISCURSO_012_FR_155,155,Eso es una de las partes de la gestión.
2569,DISCURSO_012,DISCURSO_012_FR_156,156,Obviamente ni que hablar de lo que se hizo en seguridad ¿no?
2570,DISCURSO_012,DISCURSO_012_FR_157,157,Pasar de 8000 piquetes por año a cero...
2571,DISCURSO_012,DISCURSO_012_FR_158,158,Vamos a hacer rock and roll nosotros dos.
2572,DISCURSO_012,DISCURSO_012_FR_159,159,Yo quería venir así y no me dejaron...
2573,DISCURSO_012,DISCURSO_012_FR_160,160,Pero los primeros días de octubre tenemos revancha.
2574,DISCURSO_012,DISCURSO_012_FR_161,161,"Váyanse preparando para los primeros días de octubre: presento mi nuevo libro y además vamos a hacer recital, así que prepárense..."
2575,DISCURSO_012,DISCURSO_012_FR_162,162,"Y eso obviamente en cada una de las áreas, como lo que fue Capital Humano, terminando con los gerentes de la pobreza, o las tareas enormes de Mariano Cúneo Libarona y de Mario Lugones, que siempre me los olvido de bruto e ignorante que soy nada más."
2576,DISCURSO_012,DISCURSO_012_FR_163,163,"O la tarea de Luis Petri, que hoy Argentina, después de años de abandono de las Fuerzas Armadas, somos la 23ava potencia mundial."
2577,DISCURSO_012,DISCURSO_012_FR_164,164,O la enorme tarea en materia de Cancillería que está llevando a cabo Gerardo Werthein.
2578,DISCURSO_012,DISCURSO_012_FR_165,165,"Vean lo que pasó hoy con el caso de Brasil, los aranceles que le pusieron; y cómo estamos nosotros avanzando en lo que tiene que ver con un acuerdo más amplio y con muchísimas mejores ventajas."
2579,DISCURSO_012,DISCURSO_012_FR_166,166,Entonces eso no es un punto menor.
2580,DISCURSO_012,DISCURSO_012_FR_167,167,"Y también quiero hacer un agradecimiento muy, muy especial, que es al doctor Guillermo Francos, para quien pido un aplauso."
2581,DISCURSO_012,DISCURSO_012_FR_168,168,"Fede, no te hice un reconocimiento explícito porque todo el discurso es un reconocimiento a vos, así que..."
2582,DISCURSO_012,DISCURSO_012_FR_169,169,"Y digo lo de Guillermo porque es muy interesante, porque les cuento que cuando empezamos, vieron que siempre se habla de halcones, palomas y demás."
2583,DISCURSO_012,DISCURSO_012_FR_170,170,"Entonces, más o menos en el Gabinete había algunas palomas..."
2584,DISCURSO_012,DISCURSO_012_FR_171,171,"una partió, digamos, a traicionar, ya saben, pero no era la única palomita que había ahí."
2585,DISCURSO_012,DISCURSO_012_FR_172,172,"Bueno, a otra palomita le eché."
2586,DISCURSO_012,DISCURSO_012_FR_173,173,"Después estaban los halcones, y después había dos talibanes ¿Se imaginarán quiénes eran...?"
2587,DISCURSO_012,DISCURSO_012_FR_174,174,"Bueno, lo interesante es que ahora le estamos haciendo muy difícil el trabajo a Guillermo, porque estamos todos talibanizados."
2588,DISCURSO_012,DISCURSO_012_FR_175,175,Con lo cual Guillermo se convirtió en el hombre de plástico.
2589,DISCURSO_012,DISCURSO_012_FR_176,176,"Pero quiero señalar algo que es muy interesante, porque cuando nosotros arrancamos, la estructura bajo la cual operaba el Gabinete, que había construido Nicolás Posse, se había construido, se había generado una suerte de embudo; y eso hacía que un Gobierno con tantas ganas de hacer cosas..."
2590,DISCURSO_012,DISCURSO_012_FR_177,177,Eso generaba una situación donde el Gobierno no caminaba a la velocidad que queríamos.
2591,DISCURSO_012,DISCURSO_012_FR_178,178,"Y luego del rol destacado que tuvo Guillermo en la Ley Bases, junto a Lisandro y junto a Cochi, y todos los que participaron de ese proceso..."
2592,DISCURSO_012,DISCURSO_012_FR_179,179,"los nombro a Lisandro y a Cochi porque estaban en las reuniones, básicamente..."
2593,DISCURSO_012,DISCURSO_012_FR_180,180,pasó Guillermo a Jefe de Gabinete y se convirtió en un ministro coordinador.
2594,DISCURSO_012,DISCURSO_012_FR_181,181,"Y eso fue fabuloso, porque básicamente les dio rienda libre a los ministros."
2595,DISCURSO_012,DISCURSO_012_FR_182,182,"Y además están los mecanismos de control, de etapas, en caso de haber cosas que son conflictivas..."
2596,DISCURSO_012,DISCURSO_012_FR_183,183,"Pero además, hay una entrevista que le hacen a Federico, que es muy divertida."
2597,DISCURSO_012,DISCURSO_012_FR_184,184,"Está un periodista y lo está picaneando, ¿Cómo es trabajar con Milei?"
2598,DISCURSO_012,DISCURSO_012_FR_185,185,"O sea, estaba esperando que hablara mal."
2599,DISCURSO_012,DISCURSO_012_FR_186,186,"Y Federico agarra y le empieza a contar: ""Esto es buenísimo y esto es buenísimo""."
2600,DISCURSO_012,DISCURSO_012_FR_187,187,"Entonces en un momento dice: ""No, pero no puede ser, algo malo tiene que haber""."
2601,DISCURSO_012,DISCURSO_012_FR_188,188,"""Sí, si te equivocas, te echa""."
2602,DISCURSO_012,DISCURSO_012_FR_189,189,"Y, en ese sentido, ha habido un rol fenomenal en el estilo de conducción que tiene Guillermo."
2603,DISCURSO_012,DISCURSO_012_FR_190,190,"O sea, que no solo es una persona talentosa, un excelente ser humano, además tiene que lidiar con todos talibanizados ahora; con lo cual su tarea está muchísimo más compleja."
2604,DISCURSO_012,DISCURSO_012_FR_191,191,"Pero bueno, ahí va, se lo ve feliz también."
2605,DISCURSO_012,DISCURSO_012_FR_192,192,"O sea, este es un gobierno donde los ministros son felices."
2606,DISCURSO_012,DISCURSO_012_FR_193,193,Pero eso es lo que tiene que ver con la gestión.
2607,DISCURSO_012,DISCURSO_012_FR_194,194,La otra parte tiene que ver con la política.
2608,DISCURSO_012,DISCURSO_012_FR_195,195,"En tiempo récord, se logró armar un partido político."
2609,DISCURSO_012,DISCURSO_012_FR_196,196,"En cada una de las elecciones que estamos participando, si consideramos o aislamos el efecto de los partidos locales, la verdad que en estricto rigor hemos ganado en todos."
2610,DISCURSO_012,DISCURSO_012_FR_197,197,"Pero es muy interesante, porque de haber pasado en algunos lugares de no participar o conseguir números muy magros, hoy en todas las elecciones estamos consiguiendo niveles del 30%."
2611,DISCURSO_012,DISCURSO_012_FR_198,198,Y todavía no son las generales.
2612,DISCURSO_012,DISCURSO_012_FR_199,199,"Con lo cual, por más que la casta trate de dañar y todo, prepárense, porque en octubre La Libertad arrasa."
2613,DISCURSO_012,DISCURSO_012_FR_200,200,"Y en definitiva, lo que hoy también queremos celebrar es que hemos colocado los cimientos de la reconstrucción."
2614,DISCURSO_012,DISCURSO_012_FR_201,201,"Y aunque no lleguemos a ver la obra terminada, dejaremos esta tierra habiendo honrado la memoria de los padres de nuestra independencia, que también se sacrificaron por un futuro más próspero y más libre."
2615,DISCURSO_012,DISCURSO_012_FR_202,202,"Es decir, acá ya pensando en la cuestión del largo plazo, también hay un tema que es muy importante, que es el tema de la batalla cultural."
2616,DISCURSO_012,DISCURSO_012_FR_203,203,"Y a mí me parece que hay que tener conciencia de lo importante que es la batalla cultural, porque ustedes pueden hacer todo bien, como hizo Chile, y no darla."
2617,DISCURSO_012,DISCURSO_012_FR_204,204,Y el sistema se cayó.
2618,DISCURSO_012,DISCURSO_012_FR_205,205,"Cuando ustedes miraban los números de Chile, parecía imposible que el sistema se cayera."
2619,DISCURSO_012,DISCURSO_012_FR_206,206,"Crecía el 6%, la inflación estaba debajo del 2%, habían bajado la pobreza de manera impresionante, era el país con mayor movilidad social ascendente..."
2620,DISCURSO_012,DISCURSO_012_FR_207,207,"y sin embargo, de repente se cayó."
2621,DISCURSO_012,DISCURSO_012_FR_208,208,Y se cayó porque básicamente lo que hicieron fue no dar la batalla cultural.
2622,DISCURSO_012,DISCURSO_012_FR_209,209,"Por otro lado, del otro lado, ¿Qué tienen?"
2623,DISCURSO_012,DISCURSO_012_FR_210,210,"Tienen a los colectivistas, tienen al socialismo el siglo XXI, que la verdad que gestionando son deplorables, literalmente son deplorables."
2624,DISCURSO_012,DISCURSO_012_FR_211,211,El mejor ejemplo es Venezuela.
2625,DISCURSO_012,DISCURSO_012_FR_212,212,"Sin embargo, ellos desde la batalla cultural, después de la caída del muro en el año 89, en el año 90 crearon el Foro de San Pablo y fueron profundamente exitosos."
2626,DISCURSO_012,DISCURSO_012_FR_213,213,"Llegaron al poder en Venezuela, primero con Chávez, después con Maduro y miren el desastre que han causado."
2627,DISCURSO_012,DISCURSO_012_FR_214,214,"En un lugar donde sobraba el petróleo, hoy falta el petróleo."
2628,DISCURSO_012,DISCURSO_012_FR_215,215,Pero no quedó solamente ahí.
2629,DISCURSO_012,DISCURSO_012_FR_216,216,"En Brasil lo tuvieron a Lula, la tuvieron a Dilma Rousseff."
2630,DISCURSO_012,DISCURSO_012_FR_217,217,En Paraguay tuvieron a Lugo.
2631,DISCURSO_012,DISCURSO_012_FR_218,218,En Uruguay tuvieron a Tabaré Vázquez y a Pepe Mujica.
2632,DISCURSO_012,DISCURSO_012_FR_219,219,Acá tuvimos cuatro periodos de kirchnerismo.
2633,DISCURSO_012,DISCURSO_012_FR_220,220,"En Chile lo tuvieron a Lago, a Bachelet, ahora a Boric, en Perú a Castillo, en Ecuador a Rafael Correa, en Bolivia a Evo Morales, en México a López Obrador."
2634,DISCURSO_012,DISCURSO_012_FR_221,221,"Es decir, ellos sí fueron muy exitosos en la batalla cultural y lograron llenarle la cabeza de parásitos a la gente, este concepto que desarrolló Axel Kaiser de los parásitos mentales, que son esas ideas que pudren a la sociedad y que en el fondo las enferman y las hunden y las empobrecen."
2635,DISCURSO_012,DISCURSO_012_FR_222,222,Y eso también es un desafío que les propongo.
2636,DISCURSO_012,DISCURSO_012_FR_223,223,Ustedes son los arquitectos de la reforma más grande de la historia argentina.
2637,DISCURSO_012,DISCURSO_012_FR_224,224,La reforma es 25 veces...
2638,DISCURSO_012,DISCURSO_012_FR_225,225,hoy es 25 veces más grande que la que hizo Menem.
2639,DISCURSO_012,DISCURSO_012_FR_226,226,"Nosotros somos el mejor gobierno de la historia, y háganse cargo."
2640,DISCURSO_012,DISCURSO_012_FR_227,227,Háganse cargo.
2641,DISCURSO_012,DISCURSO_012_FR_228,228,Somos el mejor gobierno de la historia y tenemos que salir a defender este logro a todos lados.
2642,DISCURSO_012,DISCURSO_012_FR_229,229,"Se tienen que animar a dar la batalla cultural, a defender este trabajo enorme que hemos hecho, que estamos haciendo y seguiremos haciendo."
2643,DISCURSO_012,DISCURSO_012_FR_230,230,"Porque quizás solamente veamos de corto algunos resultados, que los estamos viendo, pero vaya que va a valer la pena cuando miremos para atrás."
2644,DISCURSO_012,DISCURSO_012_FR_231,231,"Así es que, nuevamente, mi eterno agradecimiento."
2645,DISCURSO_012,DISCURSO_012_FR_232,232,"Porque muchos de ustedes son héroes que no son conocidos, porque esa es la realidad."
2646,DISCURSO_012,DISCURSO_012_FR_233,233,"Y por eso es que yo les estoy tan agradecido, porque ustedes están haciendo que yo sea el mejor Presidente de la historia argentina, pero no sería posible sin ustedes."
2647,DISCURSO_012,DISCURSO_012_FR_234,234,Así es que nuevamente quiero darles las gracias eternamente.
2648,DISCURSO_012,DISCURSO_012_FR_235,235,"Que Dios los bendiga a todos, que las fuerzas del cielo nos acompañen."
2649,DISCURSO_012,DISCURSO_012_FR_236,236,"Y ¡Viva la libertad, carajo!"
2650,DISCURSO_013,DISCURSO_013_FR_001,1,Hola a todos.
2651,DISCURSO_013,DISCURSO_013_FR_002,2,Buenas tardes a todos.
2652,DISCURSO_013,DISCURSO_013_FR_003,3,Es un placer estar de visita en la Provincia de Chaco.
2653,DISCURSO_013,DISCURSO_013_FR_004,4,"Quiero agradecer al pastor Jorge Ledesma por la invitación y felicitarlo por este hermoso auditorio, el más grande que se haya dedicado a la fe en todo el país."
2654,DISCURSO_013,DISCURSO_013_FR_005,5,Ni más ni menos que eso.
2655,DISCURSO_013,DISCURSO_013_FR_006,6,"Yo suelo decir que, para cambiar el país, hay tres frentes de batalla: el frente de la gestión, donde desde la Presidencia realizamos las reformas que la Argentina exige de forma urgente; el frente político, donde construimos el poder institucional necesario para hacer posibles esas reformas; y, el frente de la batalla cultural, donde combatimos por promover las ideas de la libertad y derrotar las ideas del socialismo."
2656,DISCURSO_013,DISCURSO_013_FR_007,7,Estas han sido inculcadas en buena parte de la sociedad a lo largo de las últimas décadas.
2657,DISCURSO_013,DISCURSO_013_FR_008,8,"La batalla cultural es, quizás, el más adverso de todos los frentes con el que combatimos, porque es un terreno invisible y donde ideas de distinto tipo y origen, colonizan, desde hace tiempo, la mente de las personas, muchas veces sin que éstas se den cuenta."
2658,DISCURSO_013,DISCURSO_013_FR_009,9,"Desde la Ilustración en adelante, hubo en el mundo occidental un alineamiento espontáneo entre las ideas de la libertad en nuestra cultura y el desarrollo económico y social de nuestras sociedades de la mano del capitalismo de libre empresa."
2659,DISCURSO_013,DISCURSO_013_FR_010,10,"Pero, en las últimas décadas, la izquierda dio de forma sostenida y efectiva su batalla cultural, y lamentablemente, ganó."
2660,DISCURSO_013,DISCURSO_013_FR_011,11,Se convirtió en hegemonía a un relativismo cultural y moral sobre aquellos valores y principios que ordenan a nuestras sociedades desde centenios.
2661,DISCURSO_013,DISCURSO_013_FR_012,12,"Se renunció a la cultura del trabajo, se renunció al ahorro, se renunció al valor sagrado de nuestra propia palabra, incluso al bien como valor supremo."
2662,DISCURSO_013,DISCURSO_013_FR_013,13,Y se reemplazaron estos valores por quimeras.
2663,DISCURSO_013,DISCURSO_013_FR_014,14,El amor al trabajo se lo opuso a la fetichización del ocio.
2664,DISCURSO_013,DISCURSO_013_FR_015,15,"El ahorro se lo cambió por el gasto descontrolado, el endeudamiento irresponsable, y frente a la verdad se erigió la mentira."
2665,DISCURSO_013,DISCURSO_013_FR_016,16,"Pero esto no es gratuito, porque estos son los conceptos elementales que permitieron a nuestros ancestros cosechar lo que sembraron y dejar un legado: Adoptar masivamente las ideas contrarias ha desembocado directamente en rifar los recursos que generaron otros, pateando para adelante los daños que eso generaría."
2666,DISCURSO_013,DISCURSO_013_FR_017,17,"O sea, Occidente, desde hace décadas, está serruchando la rama sobre la que está sentado, creyendo que, como aún no se rompió, nunca se romperá."
2667,DISCURSO_013,DISCURSO_013_FR_018,18,"Lo interesante aquí, que tiene que ver con lo que hoy nos congrega, es que Occidente, tal como lo conocemos, es en gran medida el resultado de la aplicación sostenida de ciertos valores de la raíz judeocristiana: el trabajo como vocación, la responsabilidad individual, la previsión y el respeto a la ley."
2668,DISCURSO_013,DISCURSO_013_FR_019,19,"Como sostiene Gabriel Ballerini, las primeras lecciones de economía ya aparecen en el Génesis."
2669,DISCURSO_013,DISCURSO_013_FR_020,20,"Dios ya le da a Abraham, cuando se instala en Canaán, dos órdenes: multiplicarse y cultivar la tierra."
2670,DISCURSO_013,DISCURSO_013_FR_021,21,"Lejos de ser un obstáculo moral, la riqueza puede ser vista entonces como una bendición para quienes sean fieles a los mandamientos."
2671,DISCURSO_013,DISCURSO_013_FR_022,22,¡Y ni que hablar de la defensa de la vida!
2672,DISCURSO_013,DISCURSO_013_FR_023,23,El Creador es un Dios rico y misericordioso que suple las necesidades de sus fieles.
2673,DISCURSO_013,DISCURSO_013_FR_024,24,"Sin embargo, cuando un pueblo o nación se aleja de su ley -es decir, de los principios éticos y morales revelados-, entonces se encuentra rápidamente con la pobreza, la enfermedad, el crimen y la miseria."
2674,DISCURSO_013,DISCURSO_013_FR_025,25,"Ahora bien, no se trata de afirmar que el capitalismo naciera en el Antiguo o en el Nuevo Testamento, sino recordar que la ética del capitalismo moderno encontró en la tradición judeocristiana un terreno fértil para desarrollarse."
2675,DISCURSO_013,DISCURSO_013_FR_026,26,"Como explicó célebremente uno de los padres de la sociología, Max Weber: La disciplina, la frugalidad, el trabajo duro, el ahorro y el sentido de la vocación que promueve concretamente el protestantismo funcionaron como la matriz cultural en la que pudo emerger el espíritu del capitalismo."
2676,DISCURSO_013,DISCURSO_013_FR_027,27,"Por eso, no es descabellado decir que la aplicación práctica de estos valores constituyó una base ética que facilitó el desarrollo del capitalismo."
2677,DISCURSO_013,DISCURSO_013_FR_028,28,"Es decir, de un sistema económico orientado a la cooperación social libre y la acumulación productiva que, sobre el cimiento de las Escrituras, catapultó a Occidente al mayor boom de prosperidad jamás atestiguado por el hombre."
2678,DISCURSO_013,DISCURSO_013_FR_029,29,"Miles de millones de personas fueron rescatadas de la pobreza, el analfabetismo fue prácticamente erradicado y la expectativa de vida mejoró exponencialmente."
2679,DISCURSO_013,DISCURSO_013_FR_030,30,"Esto causó que la cantidad de personas vivas se multiplicara varias veces, todo gracias a la aplicación de normas de conducta que fueron establecidas hace miles de años, pero que tienen vigencia eterna y que el capitalismo acentuó."
2680,DISCURSO_013,DISCURSO_013_FR_031,31,"Sin embargo, la izquierda, por su naturaleza anticapitalista, ha tergiversado los valores y principios judeocristianos que hicieron grande a Occidente."
2681,DISCURSO_013,DISCURSO_013_FR_032,32,En su moral retorcida -que es una distorsión de la moral sobre la cual la civilización fue construida- ha invertido el orden de los factores que conducen a la prosperidad.
2682,DISCURSO_013,DISCURSO_013_FR_033,33,"Hay un pasaje en Génesis, capítulo 26, que dice: ""Isaac sembró en aquella tierra, y Dios lo bendijo, y ese año cosechó cien veces lo sembrado, y se hizo rico y prosperó."
2683,DISCURSO_013,DISCURSO_013_FR_034,34,Tanto se engrandeció que llegó a tener mucho poder.
2684,DISCURSO_013,DISCURSO_013_FR_035,35,"Tuvo rebaños de ovejas y manadas de vacas, y mucha servidumbre."
2685,DISCURSO_013,DISCURSO_013_FR_036,36,"Sin embargo, los filisteos lo envidiaban""."
2686,DISCURSO_013,DISCURSO_013_FR_037,37,"En ese momento de las Sagradas Escrituras, los envidiosos proceden a destruir el trabajo de Abraham e Isaac."
2687,DISCURSO_013,DISCURSO_013_FR_038,38,"Acá, básicamente, quiero mencionar algunas citas muy relevantes de algunos economistas notables como Thomas Sowell y Jesús Huerta de Soto."
2688,DISCURSO_013,DISCURSO_013_FR_039,39,"Una de las cosas maravillosas que señala Thomas Sowell en algún momento es, hablando de la justicia social —porque esto es importante, ese es uno de los virus que le han metido en la cabeza a la gente y que llena de envidia, odio y resentimiento a cada una de las personas—, y en el fondo, ¿de qué se trata la justicia social?"
2689,DISCURSO_013,DISCURSO_013_FR_040,40,"En el fondo, la justicia social no es ni más ni menos que envidia con retórica."
2690,DISCURSO_013,DISCURSO_013_FR_041,41,"Es decir, es la envidia disfrazada de algo bien pensante, pero no deja de ser un pecado capital, como diría en algún momento Thomas Sowell: “¿Desde cuándo la envidia dejó de ser un pecado capital y pasó a convertirse en una virtud?”."
2691,DISCURSO_013,DISCURSO_013_FR_042,42,¡No nos van a doblegar!
2692,DISCURSO_013,DISCURSO_013_FR_043,43,"¡Nosotros conocemos las Sagradas Escrituras”  Es más, probablemente, y siguiendo la línea de Jesús Huerta de Soto, no debe haber nada más anti judeocristiano que la idea de la justicia social, porque la justicia social, básicamente, es robarle a una persona el fruto de su trabajo y dárselo a otra."
2693,DISCURSO_013,DISCURSO_013_FR_044,44,"Es decir, es la caridad impuesta por la fuerza, y la caridad no puede ser a punta de pistola."
2694,DISCURSO_013,DISCURSO_013_FR_045,45,"La caridad tiene que emerger del corazón, del alma, del espíritu de uno, y no con una pistola en la cabeza."
2695,DISCURSO_013,DISCURSO_013_FR_046,46,"Y, en ese sentido, la justicia social está francamente en contra del séptimo y del décimo mandamiento, porque robar está mal y codiciar los bienes ajenos, también."
2696,DISCURSO_013,DISCURSO_013_FR_047,47,"En definitiva, la envidia es un pecado que destruye el fruto y el esfuerzo del prójimo."
2697,DISCURSO_013,DISCURSO_013_FR_048,48,"Y ocurre que, así como el trabajo duro está en el núcleo de la ética capitalista, la envidia es el pecado que está en el centro de la nefasta ideología socialista, porque en el fondo el socialismo tiene que ver justamente con eso: con la envidia y con el resentimiento."
2698,DISCURSO_013,DISCURSO_013_FR_049,49,"El resentimiento es aquel envidioso que no tiene los medios para robarle al otro lo que tiene, y por eso es que se crea ese falso Dios que es el Estado, al cual los envidiosos y resentidos utilizan para adorar, para robarle a la gente de bien, el fruto de su trabajo."
2699,DISCURSO_013,DISCURSO_013_FR_050,50,"En definitiva, el envidioso cree que la clave de la economía está en redistribuir lo que otros generan."
2700,DISCURSO_013,DISCURSO_013_FR_051,51,"Sin embargo, el orden lógico y moral indica que primero viene el mérito y el trabajo, y luego la riqueza material."
2701,DISCURSO_013,DISCURSO_013_FR_052,52,"Es decir, la clave no está en la distribución de la riqueza, sino en la promoción de la virtud, ya que la generación de la misma es consecuencia de la segunda."
