codigo,recorte_id,posicion,frase
DISCURSO_007,DISCURSO_007_FR_181,181,"Dudo… o sea, dado que no somos kukas, buscaremos prosperar mediante la libre asociación entre privados."
DISCURSO_007,DISCURSO_007_FR_182,182,"No teníamos plata, no teníamos aparato ni territorio, ni amigos en los medios, solo la palabra de su humilde servidor dando discursos de teoría económica en una plaza, y los celulares de todos ustedes, el arma más pura de la libertad, que desintermedia la circulación de información y le dio rienda suelta al contagio de nuestras ideas."
DISCURSO_007,DISCURSO_007_FR_183,183,"En este sentido, aquí me gustaría detenerme para reconocer a La Derecha Diario, que pasó de ser un diario digital, hecho a pulmón por dos adolescentes, a ser el diario más leído de todo el América Latina, en cuestión de pocos años."
DISCURSO_007,DISCURSO_007_FR_184,184,Felicitaciones a todos los que son parte de La Derecha Diario y a sus creadores.
DISCURSO_007,DISCURSO_007_FR_185,185,"Volviendo a nuestro camino transitado en campaña, se nos burlaban, decían que no éramos más que un fenómeno barrial y aún así metimos dos bancas de Diputados con nuestra modesta campaña."
DISCURSO_007,DISCURSO_007_FR_186,186,"Por si eso no fuera ya de por sí un hito, dos años más tarde, ganamos nada más y nada menos que la presidencia del país, siendo el candidato con más votos de la historia, habiendo hecho en simultáneo la campaña más austera de la historia."
DISCURSO_007,DISCURSO_007_FR_187,187,"En definitiva, militar en los márgenes, manteniéndonos fieles a las ideas de la libertad, llegar al poder a fuerza de predicar nuestras ideas y lograr demostrar todo su poder, es algo que un kirchnerista nunca va a entender porque ellos son militantes rentados, y otros también también tienen militantes rentados."
DISCURSO_007,DISCURSO_007_FR_188,188,"Y, obviamente, tampoco lo van a entender los liberales de café, los liberales de copetín, que se enroscan en las formas para autosabotearse sistemáticamente."
DISCURSO_007,DISCURSO_007_FR_189,189,"En su mirada infantil de la política, creen que se pueden ganar la guerra con ponencia filosófica, sin meterse en el barro, porque el barro les parece vulgar."
DISCURSO_007,DISCURSO_007_FR_190,190,"Yo suelo mencionar que si ustedes quieren y van a la cancha y ven un partido de Argentina una de las cosas que ocurre es que… digamos… la tribuna es muy linda, muy vistosa y todo, pero si ustedes ponen la pelota en el medio de la cancha, por más que griten, canten, no se mueve la pelota."
DISCURSO_007,DISCURSO_007_FR_191,191,Hagan el experimento todas las veces que quieran.
DISCURSO_007,DISCURSO_007_FR_192,192,"Por lo tanto, si quieren empezar a ganar, hay que meter goles, y para meter goles hay que meterse a jugar en la cancha."
DISCURSO_007,DISCURSO_007_FR_193,193,"Los goles en Argentina no los hace la tribuna, los goles los hace Messi."
DISCURSO_007,DISCURSO_007_FR_194,194,"En este sentido, nosotros no solo nos metimos en el barro, sino que también entendemos que para meterse en el barro se necesita organización porque luchamos contra quienes se encargaron de embarrar la cancha durante 100 años; porque si el libre mercado y la horizontalidad son el mejor vehículo para las ideas, la organización y el orden son el mejor vehículo para la acción, para cambiar el país desde las raíces es necesario contar con ambas patas."
DISCURSO_007,DISCURSO_007_FR_195,195,Nosotros tenemos claro que al mal organizado solo se le puede ganar con el bien organizado.
DISCURSO_007,DISCURSO_007_FR_196,196,"Entendemos que, a la hora de luchar contra el leviatán de las mil cabezas, el pragmatismo y el verticalismo son fundamentales y que los trapos sucios los tenemos que lavar puertas adentro, entre nosotros."
DISCURSO_007,DISCURSO_007_FR_197,197,"Por eso, inauguramos esta novedosa forma de hacer política que consiste en ser libres y a la vez organizado, no organizados, pero esclavos como es el kirchnerismo, ni libres, pero dispersos e impotentes, como fueron los liberales históricamente en la Argentina."
DISCURSO_007,DISCURSO_007_FR_198,198,"Entendiendo esto es que logramos llevar a la práctica nuestras ideas y es gracias al poder ponerlas en práctica que logramos demostrar que son superiores, como ya dije anteriormente."
DISCURSO_007,DISCURSO_007_FR_199,199,"En estos meses, hemos logrado mucho y en apenas un año y medio hemos contrarrestado décadas de destrucción sembrando las semillas de la futura Argentina potencia."
DISCURSO_007,DISCURSO_007_FR_200,200,"Le demostramos al mundo y a nosotros mismos que el espíritu de emprendedor argentino está más vivo que nunca, que solo necesitábamos quitarnos del cuello la bota del Estado."
DISCURSO_007,DISCURSO_007_FR_201,201,"Hoy, en todas partes, se habla de nuestro milagro económico; sin ir más lejos el Presidente de Francia acaba de anunciar su propio plan de motosierra y eso se está extendiendo por todas partes del mundo."
DISCURSO_007,DISCURSO_007_FR_202,202,Por donde se lo mire estamos haciendo el mejor gobierno de la historia y por la innumerable cantidad de logros cosechados pareciera que la mayor parte del trabajo está hecha.
DISCURSO_007,DISCURSO_007_FR_203,203,"Sin embargo, no debemos olvidar ni por un segundo que esto recién comienza."
DISCURSO_007,DISCURSO_007_FR_204,204,"No solo hay que deshacer un siglo de miseria acumulada y educar a nuestros semejantes en las ideas de la libertad, tenemos que hacerlo con todo el partido del Estado en contra, operando y saboteando todos nuestros intentos de encauzar el barco que ellos hundieron."
DISCURSO_007,DISCURSO_007_FR_205,205,"Mientras tanto, ellos usan ilegítimamente en nuestra contra todos los mecanismos institucionales que fueron originalmente creados para proteger los derechos fundamentales a la vida, a la libertad y la propiedad, y también el interruptor de luz."
DISCURSO_007,DISCURSO_007_FR_206,206,"Hay algo muy interesante y es que si antes de salir a la cancha es necesario hacer trampa es porque te sabes un perdedor, hoy los kukas se saben perdedores."
DISCURSO_007,DISCURSO_007_FR_207,207,"De hecho, imagino que muchos de ustedes habrán visto la película Gladiador."
DISCURSO_007,DISCURSO_007_FR_208,208,"Cuando la basura inmunda de Cómodo decide pelear, mano a mano, con Máximo; y para salir a pelear, antes de pelear, le tuvo que clavar un puñal y que se empiece a desangrar, eso es lo que necesita hacer el kirchnerismo, necesita hacer trampa porque no puede ganar por la vía legítima, pero tal como ocurrió en Gladiador, va a ocurrir en la Argentina, Máximo libertad le va a ganar al Cómodo kirchnerista."
DISCURSO_007,DISCURSO_007_FR_209,209,"Es más, instituciones republicanas que fueron concebidas para evitar el surgimiento de la tiranía se han convertido en herramientas de opresión y sometimiento al servicio de perpetuar el despotismo de las burócratas, congresos que no sesionan debidamente, jueces que dictaminan sobre cuestiones en las que no tienen injerencia, y todo con el fin de frenar las reformas de libertad que el pueblo pide a gritos."
DISCURSO_007,DISCURSO_007_FR_210,210,"Y, por si eso fuera poco, tenemos que lidiar con los infaltables traidores, gente que fue elegida con el mandato claro de liberar a Argentina del yugo del Estado solo para darse vuelta al poco tiempo de haber asumido, gente que tardó tan solo minutos en revelar ese deseo irrefrenable de ser casta, gente que al poco tiempo de asumir su banca le dio la espalda al pueblo argentino, deslumbrada por la supuesta alta política."
DISCURSO_007,DISCURSO_007_FR_211,211,"Pero así como la historia recuerda a los héroes, también recuerda a los traidores."
DISCURSO_007,DISCURSO_007_FR_212,212,"Y en el círculo más profundo del infierno, descrito por Dante como un lugar remoto, frío y oscuro, sufren el tormento eterno quienes apuñalaron por la espalda a quienes le tendieron la mano."
DISCURSO_007,DISCURSO_007_FR_213,213,"En fin, el tiempo sabrá poner a cada uno en el lugar que le corresponde."
DISCURSO_007,DISCURSO_007_FR_214,214,"Por nuestra parte, reiteramos que Roma no paga traidores."
DISCURSO_007,DISCURSO_007_FR_215,215,"Nos tomamos demasiado en serio la tarea que nos ha sido encomendada por los argentinos, como ya he dicho, defendemos una causa justa y noble, mucho más grande que cada uno de nosotros."
DISCURSO_007,DISCURSO_007_FR_216,216,"Somos individuos libres que voluntariamente se han asociado en pos de un objetivo común, hemos decidido por voluntad propia someternos a algo que nos excede resignando nuestras ambiciones personales, nuestro confort, nuestros deseos para llevar a cabo la hazaña más grande que haya visto nuestra Nación desde su independencia, liberar al Pueblo Argentino de la tiranía del Estado omnipresente."
DISCURSO_007,DISCURSO_007_FR_217,217,"Siendo lo más directo posible, algo que me caracteriza, estamos en guerra y por muy repetitivo que suene la historia ha demostrado que la única forma de vencer al mal organizado es mediante el bien organizado."
DISCURSO_007,DISCURSO_007_FR_218,218,"Por eso, somos millones, pero nos movemos como uno, y así los vamos a aplastar en las urnas."
DISCURSO_007,DISCURSO_007_FR_219,219,"Estamos ante un nuevo momento bisagra de nuestra historia, los próximos comicios nacionales definirán si el cambio que llevamos adelante desde diciembre de 2023 se consolida o retrocede hacia el espantoso pasado decadente al que nos arrastraron el kirchnerismo, sus secuaces y todo el partido del Estado."
DISCURSO_007,DISCURSO_007_FR_220,220,"Por eso, este año, tenemos que salir a militar con el mismo espíritu y entusiasmo con el que salimos durante el 23."
DISCURSO_007,DISCURSO_007_FR_221,221,Es el momento de que La Libertad Avanza demuestre que llegó para cambiar esta gran Nación de una vez por todas y para siempre.
DISCURSO_007,DISCURSO_007_FR_222,222,"De modo tal que ese país de saqueadores, que fue liderado por la corrupta condenada, su difunto marido y el peor ministro de Economía de la historia solo sea un mal recuerdo en la memoria de los argentinos."
DISCURSO_007,DISCURSO_007_FR_223,223,Pero para lograrlo no podemos descuidarnos ni un solo segundo.
DISCURSO_007,DISCURSO_007_FR_224,224,"La casta política sigue ahí, esperando que nos equivoquemos."
DISCURSO_007,DISCURSO_007_FR_225,225,Se prepararon toda su vida sirviéndose del Estado y saltando de cargo en cargo.
DISCURSO_007,DISCURSO_007_FR_226,226,Conocen a la perfección cada engranaje de la máquina de impedir.
DISCURSO_007,DISCURSO_007_FR_227,227,Máquina que ellos mismos construyeron para evitar los cambios que la sociedad demanda.
DISCURSO_007,DISCURSO_007_FR_228,228,"Nos quieren ver débiles para poder llevarnos puestos y así retomar el poder, con el único propósito de recuperar los privilegios que les estamos arrebatando en pos de devolverle la libertad a cada argentino de bien."
DISCURSO_007,DISCURSO_007_FR_229,229,No hay que permitírselo.
DISCURSO_007,DISCURSO_007_FR_230,230,"Es el momento de estar más unidos que nunca, fieles a nuestro propósito."
DISCURSO_007,DISCURSO_007_FR_231,231,Ellos quieren que seamos un país de pobres y sometidos.
DISCURSO_007,DISCURSO_007_FR_232,232,Nosotros queremos un país próspero y libre.
DISCURSO_007,DISCURSO_007_FR_233,233,"Esta es la consigna que debemos predicar a lo largo y a lo ancho de todo el país, comprometiéndonos también yendo a votar y a fiscalizar."
DISCURSO_007,DISCURSO_007_FR_234,234,Como decía Marco Aurelio: “no hay camino corto hacia la grandeza.
DISCURSO_007,DISCURSO_007_FR_235,235,La paciencia y la perseverancia son fundamentales”.
DISCURSO_007,DISCURSO_007_FR_236,236,"Esto recién empieza, y de nosotros depende la posibilidad de hacer una Argentina grande otra vez."
DISCURSO_007,DISCURSO_007_FR_237,237,No les tengamos miedo.
DISCURSO_007,DISCURSO_007_FR_238,238,"Ya les ganamos antes, y volveremos a hacerlo otra vez."
DISCURSO_007,DISCURSO_007_FR_239,239,"Gracias, Córdoba; que Dios bendiga a los argentinos, que las fuerzas del cielo nos acompañen y ¡Viva la libertad, carajo!"
DISCURSO_007,DISCURSO_007_FR_240,240,"¡Viva la libertad, carajo!"
DISCURSO_007,DISCURSO_007_FR_241,241,"¡Viva la libertad, carajo!"
DISCURSO_007,DISCURSO_007_FR_242,242,Muchas gracias.
DISCURSO_008,DISCURSO_008_FR_001,1,Hola a todos.
DISCURSO_008,DISCURSO_008_FR_002,2,"Es un verdadero placer para mí estar de visita en esta institución centenaria, fundada por Carlos Pellegrini: aquel piloto de tormentas que asumió en medio de una crisis, hizo lo que tenía que hacer sin preocuparse por las consecuencias políticas y saneó las cuentas públicas de nuestro país para devolvernos a fines del siglo XIX al sendero de crecimiento al que nos habíamos acostumbrado."
DISCURSO_008,DISCURSO_008_FR_003,3,"Yo, desde el mismo momento en que me involucré en la carrera presidencial, siempre puse como guía a Carlos Pellegrini."
DISCURSO_008,DISCURSO_008_FR_004,4,"De hecho, cuando nosotros hicimos el lanzamiento de La Libertad Avanza en lo que fue nuestra carrera hacia la banca de diputados, fue cuando justamente asumía el Doctor Carlos Pellegrini como presidente en el medio de una crisis."
DISCURSO_008,DISCURSO_008_FR_005,5,"Y aquel día dijimos que ese día comenzaba el proceso de la reconstrucción nacional, que era el momento en el cual íbamos a empezar a dar los primeros pasos para volver a la Argentina grande nuevamente."
DISCURSO_008,DISCURSO_008_FR_006,6,"Y siempre fue una inspiración, porque Pellegrini hizo lo que había que hacer."
DISCURSO_008,DISCURSO_008_FR_007,7,"Y eso, en aquel momento, era bastante más complicado, porque los tiempos a los cuales viajaba la información hacía que hacer las cosas que había que hacerse, pagaran costos más altos."
DISCURSO_008,DISCURSO_008_FR_008,8,"Y, yo recuerdo que cuando Pellegrini deja el cargo, decide salir por el Congreso -vivía a pocas cuadras del Congreso- y uno de sus asistentes le dice: “Don Carlos, no salga por acá, porque hay gente que está enojada”."
DISCURSO_008,DISCURSO_008_FR_009,9,"Y, Pellegrini decide ajustarse su chaqueta, se pone la Galera, toma el bastón y sale caminando por donde tenía que salir caminando; y, obviamente, que en esos metros no le dijeron cosas muy simpáticas."
DISCURSO_008,DISCURSO_008_FR_010,10,"Sin embargo, la historia lo recuerda como el piloto de tormentas."
DISCURSO_008,DISCURSO_008_FR_011,11,"Entonces, esto quiere decir que nosotros venimos a hacer lo que hay que hacer, independientemente de las cosas que se digan en el corto plazo."
DISCURSO_008,DISCURSO_008_FR_012,12,"Afortunadamente, a nosotros la suerte nos está trayendo mejores resultados, aún de corto plazo."
DISCURSO_008,DISCURSO_008_FR_013,13,Nosotros hemos logrado hacer el ajuste fiscal más grande de la historia de la humanidad en tiempo y forma.
DISCURSO_008,DISCURSO_008_FR_014,14,"Porque si consideramos el ajuste entre el tesoro nacional, que es una reducción del gasto público del 30%, no hay registros de semejante ajuste en el período."
DISCURSO_008,DISCURSO_008_FR_015,15,"Son 24 casos en la historia del mundo, pero los otros 23 ocurren después de una guerra."
DISCURSO_008,DISCURSO_008_FR_016,16,"Por lo tanto, no hay registro de algo así."
DISCURSO_008,DISCURSO_008_FR_017,17,"Y, además, el ajuste del Banco Central, que eran 10 puntos del PBI el déficit, en un año -básicamente en seis meses- hicimos ese ajuste de 15 puntos del PBI."
DISCURSO_008,DISCURSO_008_FR_018,18,"Es más, el del tesoro, todos decían que era imposible hacerlo: lo hicimos en un mes."
DISCURSO_008,DISCURSO_008_FR_019,19,"Entonces, ahí todos predijeron que no solo que no íbamos a lograr bajar la inflación, que de estar viajando a niveles interanuales del 300, hoy viaja a niveles del 20; sino que además nos pronosticaban una mega hiper recesión, y cuando miramos el estimador mensual de la actividad económica en términos desestacionalizados, cuando comparábamos diciembre del 24 con diciembre del 23, no solo que no habíamos caído, sino que además subió 6% el PBI; el primer trimestre viajó a niveles del 5,8 y ahora el PBI viene viajando el segundo trimestre a niveles del 7,7."
DISCURSO_008,DISCURSO_008_FR_020,20,"También dijeron que íbamos a hacer explotar la cantidad de pobres: cuando asumimos sinceramos los números y obviamente eso implicó saber que la pobreza estaba en torno al 57% y hoy es entorno al 31, es decir que los desalmados y descorazonados liberales sacamos de la pobreza a 12 millones de seres humanos; y, dentro de esos 12 millones de seres humanos que sacamos, hay 2 millones y medio de jóvenes y niños que salieron de la pobreza."
DISCURSO_008,DISCURSO_008_FR_021,21,Vaya que están funcionando las ideas de la libertad.
DISCURSO_008,DISCURSO_008_FR_022,22,"Pero bueno, parece que para el status quo está todo mal, pero nosotros vamos a seguir empecinados en seguir haciendo grande la Argentina nuevamente."
DISCURSO_008,DISCURSO_008_FR_023,23,"En definitiva, es en honor el fundador de este club que me gustaría aprovechar para traer a colación la discusión que vivimos las últimas semanas respecto de si Argentina fue potencia o no entre finales del siglo XIX y comienzos del siglo XX."
DISCURSO_008,DISCURSO_008_FR_024,24,"Para poner en contexto, en aquel entonces nuestro país se encontraba entre los primeros cinco países con el PBI per cápita más alto del mundo, fuente Angus Maddison."
DISCURSO_008,DISCURSO_008_FR_025,25,Es cierto que después se fueron haciendo recalibraciones de esta estimación.
DISCURSO_008,DISCURSO_008_FR_026,26,"Entonces, Argentina si no está primero, está tercero, pero digamos básicamente, por ahí estamos."
DISCURSO_008,DISCURSO_008_FR_027,27,"Alcanzamos un producto bruto interno total superior a la suma de Brasil, México, Paraguay y Perú juntos y llegamos a tener un PBI per cápita incluso más alto que el de Estados Unidos."
DISCURSO_008,DISCURSO_008_FR_028,28,Si bien éramos un país joven nuestra población venía creciendo a paso sostenido.
DISCURSO_008,DISCURSO_008_FR_029,29,"Entre 1870 y 1914 nuestra población prácticamente se cuadruplicó y nuestra nación fue refugio para millones de personas escapando del hambre y la guerra, quienes buscando mejores condiciones de vida concluyeron que Argentina tenía todo lo necesario para prosperar."
DISCURSO_008,DISCURSO_008_FR_030,30,"Durante este proceso, también desarrollamos gran parte de la infraestructura que aún internalizamos al día de hoy."
DISCURSO_008,DISCURSO_008_FR_031,31,"De hecho, éramos el país de la región con más kilómetros de vías de tren."
DISCURSO_008,DISCURSO_008_FR_032,32,"Durante ese mismo periodo, logramos pasar de niveles del 80% del analfabetismo a erradicarlo y logramos mejorar en un 50% nuestra expectativa de vida."
DISCURSO_008,DISCURSO_008_FR_033,33,Buenos Aires se convirtió rápidamente en la primera capital cosmopolita de América Latina y Argentina se convirtió en protagonista en el concierto de las Naciones.
DISCURSO_008,DISCURSO_008_FR_034,34,"Éramos referente en el derecho internacional, mediábamos en conflictos internacionales y nuestros títulos públicos eran demandados las principales bolsas de Europa y de Estados Unidos."
DISCURSO_008,DISCURSO_008_FR_035,35,"Y, por si fuera poco, aún contábamos con vastas tierras vírgenes y recursos para ser explotados, al igual que ahora."
DISCURSO_008,DISCURSO_008_FR_036,36,"Es decir, hace 100 años contábamos con el mismo oro, el mismo petróleo, el mismo cobre y el mismo campo fértil que hoy en día."
DISCURSO_008,DISCURSO_008_FR_037,37,¿Y por qué sucedió esto de esta forma?
DISCURSO_008,DISCURSO_008_FR_038,38,Porque estábamos abrazados a una verdad elemental: que tener un Estado chico era lo mejor para tener una sociedad civil pujante.
DISCURSO_008,DISCURSO_008_FR_039,39,"Imagínense que se estimaba que, por aquel entonces, la participación del gasto público sobre el PBI era en torno del 10%; y en los últimos años llegó a ser cerca del 45% sobre el PBI, una verdadera aberración que nosotros hemos empezado a corregir y que hoy está en 35%."
DISCURSO_008,DISCURSO_008_FR_040,40,"Es más, el último dato de lo que tiene que ver con la participación del sector público nacional está en el nivel más bajo desde 2007."
DISCURSO_008,DISCURSO_008_FR_041,41,Vaya que hicimos un tremendo ajuste.
DISCURSO_008,DISCURSO_008_FR_042,42,"Ajuste que no es acompañado ni por las provincias ni por los municipios, que siguen manteniendo los mismos niveles en términos del PBI desde el momento en que asumimos."
DISCURSO_008,DISCURSO_008_FR_043,43,"Es decir, ha habido motosierra en Nación y no está siendo acompañado ni por las provincias ni por los municipios."
DISCURSO_008,DISCURSO_008_FR_044,44,"Y, es más, en algunos casos, algunos perversos, frente a las bajas de impuestos que hacemos nosotros —porque también hay que contarlo: el año pasado eliminamos impuestos por el equivalente de más de dos puntos del PBI—, algunos perversos aprovechan esas bajas que nosotros hacemos a nivel nacional para subir los impuestos a nivel provincial o a nivel municipal."
DISCURSO_008,DISCURSO_008_FR_045,45,"Ese periodo no solo se destacó por tener una sociedad civil pujante, sino también especialmente por tener un élite social y económica a la altura de la época, que era punta de lanza del crecimiento nacional."
DISCURSO_008,DISCURSO_008_FR_046,46,"Sin ir muy lejos, tanto Pellegrini como el Jockey Club, son un claro ejemplo de esto que digo."
DISCURSO_008,DISCURSO_008_FR_047,47,"Sin embargo, este sendero de crecimiento virtuoso se detuvo cuando se reemplazó al modelo de la libertad por el modelo del Estado presente."
DISCURSO_008,DISCURSO_008_FR_048,48,"Un modelo que no hizo más que poner el carro adelante el caballo, drenando nuestra sociedad de recursos en lo económico, mientras que en lo cultural se propuso reemplazar a los hombres de iniciativa privada por la iniciativa estatal y fracasó estrepitosamente."
DISCURSO_008,DISCURSO_008_FR_049,49,"Esto derivó la creación de la famosa casta, que fueron los que año a año intentaron reemplazar a la sociedad por el Estado; donde antes teníamos elites soñadoras que invertían y arriesgaban para crear soluciones innovadoras, sabiendo que podrían disponer del fruto de su trabajo, pasamos a tener amigos del poder enquistados en modelos comerciales dependientes de la coerción y sus cotos de caza."
DISCURSO_008,DISCURSO_008_FR_050,50,Donde antes teníamos una cultura del esfuerzo en la que el estudio y el trabajo eran protagonistas pasamos a tener una cultura del desgano donde se bajaron sistemáticamente los estándares escolares al punto de anular la repitencia y donde la palabra trabajo quedó tergiversada en ir a calentar una silla a la municipalidad.
DISCURSO_008,DISCURSO_008_FR_051,51,"Donde antes teníamos una clase alta capaz de obras filantrópicas sin precedentes, pasamos a tener un Estado incapaz de comprar un tomógrafo y así podemos seguir enumerando por días."
DISCURSO_008,DISCURSO_008_FR_052,52,"De hecho, hay un libro maravilloso de nuestro máximo referente de las historias de las ideas de la libertad, que es el doctor Alberto Benegas Lynch (h) —junto a otro gigante de las ideas de la libertad, que es Martín Krause—, que tiene un libro maravilloso que se llama “En defensa de los más necesitados”; y, una de las cosas que muestra es cómo la sociedad se auto- organizaba para darle contención a los más vulnerables."
DISCURSO_008,DISCURSO_008_FR_053,53,"Que, claramente, cuando esa ayuda fue reemplazada por el Estado, evidentemente derivó en clientelismo y, como suele señalar el Profesor Huerta de Soto, la ayuda a los pobres genera más pobres."
DISCURSO_008,DISCURSO_008_FR_054,54,"Es decir, cuando esto lo hace el Estado, justamente en lugar de contribuir a sacarlos de esa situación, los hunde en esa situación."
DISCURSO_008,DISCURSO_008_FR_055,55,"Por eso, una de nuestras políticas enfocadas al crecimiento, y desde el primer momento, fue la política del capital humano."
DISCURSO_008,DISCURSO_008_FR_056,56,"O sea, nosotros tenemos una estrategia macro que se construye sobre la idea del equilibrio fiscal, la cantidad de dinero fija y el tipo de cambio flexible —cosa que hicimos saliendo del cepo, y básicamente eso se hizo previo a sanear el balance del Banco Central—; y, por otro lado, una estrategia clara de crecimiento que tiene que ver con la reinserción en el mundo, con la libertad económica, con la desregulación y, obviamente, con el capital humano."
DISCURSO_008,DISCURSO_008_FR_057,57,"Y en ese sentido, lo que cambió fue la filosofía: antes, la política social procuraba dar asistencia, dar subsidios."
DISCURSO_008,DISCURSO_008_FR_058,58,Eso no funciona.
DISCURSO_008,DISCURSO_008_FR_059,59,"No es cuestión de regalarle el pescado a la gente, es cuestión de enseñarle a pescar."
DISCURSO_008,DISCURSO_008_FR_060,60,Y eso es lo que estamos haciendo desde Capital Humano.
DISCURSO_008,DISCURSO_008_FR_061,61,"Y, con esa lógica, hemos sacado 12 millones de personas de la pobreza, y estamos en niveles que hacía tiempo que en Argentina no se veían; pero devolviéndole la dignidad a la gente, algo que, claramente, muchos gobiernos no han querido."
DISCURSO_008,DISCURSO_008_FR_062,62,"Obviamente, como consecuencia de esa mentalidad derrotista, hoy es popular el discurso político en el negar que alguna vez fuimos importantes."
DISCURSO_008,DISCURSO_008_FR_063,63,"Es que justamente, es básicamente negar esa Argentina dorada, esa Argentina maravillosa, es una forma también de negar el fracaso estrepitoso del modelo estatista."
DISCURSO_008,DISCURSO_008_FR_064,64,"De hecho, hay un economista que se llama Federico Domínguez, sacó un libro muy interesante donde separa a la Argentina, pero en ciclos largos, en lugar de estar mirando ciclos cortos, o sea, mira ciclos en torno de 80 a 90, 100 años y básicamente hay un momento que lo llama la Argentina liberal, que son 90 años, entre 1853, el momento de la Constitución de Alberdi y digamos 1943 y dice, en ese momento es el momento en donde Argentina claramente hizo el despegue y Argentina se convirtió, dejó de ser de un país de barro y se convirtió en una potencia."
DISCURSO_008,DISCURSO_008_FR_065,65,Claramente esa historia es una historia que incomoda mucho a cerdos miserables que quieren negar la decadencia que empezó a partir de 1943 y que terminó colapsando en el año 2003.
DISCURSO_008,DISCURSO_008_FR_066,66,"Porque no se olviden que estábamos al borde de una hiperinflación, teníamos pasivos remunerados en el Banco Central por el equivalente a cuatro bases monetarias, teníamos deuda en pesos venciendo en el lapso de tres meses por el equivalente a 9 bases monetarias, es decir, que hubiéramos multiplicado en menos de tres meses la cantidad de dinero por 14 y, además, teníamos un money overhang, o sea, un sobrante monetario, que era del doble del que teníamos en la previa al Rodrigazo."
DISCURSO_008,DISCURSO_008_FR_067,67,"Recuerden que en el Rodrigazo la inflación se multiplicó por seis, por lo tanto, si teníamos el doble podíamos multiplicar por 12."
DISCURSO_008,DISCURSO_008_FR_068,68,"Entonces, multiplicar por 12, como caída de la demanda de dinero, multiplicar por 14 por expansión de la oferta, claramente, de hecho, el propio Ariel Coremberg, el cálculo alternativo y al que a mí me daba 17 mil y a él le da 18 mil."
DISCURSO_008,DISCURSO_008_FR_069,69,"Así es que, básicamente, eso era a lo que nos enfrentábamos y hemos logrado domar la inflación sin expropiaciones, es decir, hemos respetado el derecho de propiedad."
DISCURSO_008,DISCURSO_008_FR_070,70,"Toda la limpieza que se hizo del balance del Banco Central, nosotros no hicimos un plan Bonex, nosotros lo limpiamos a mercado."
DISCURSO_008,DISCURSO_008_FR_071,71,Lo hicimos respetando el derecho de propiedad.
DISCURSO_008,DISCURSO_008_FR_072,72,"Algo que, básicamente, va a quedar en todos los libros de texto de la historia de semejante tarea hecha."
DISCURSO_008,DISCURSO_008_FR_073,73,"No solo por el enorme Ministro de Economía que tengo, que es Toto Caputo, su vice José Daza, sino también por el trabajo conjunto entre el Banco Central de Santiago Bausili y Pablo Quirno desde finanzas."
DISCURSO_008,DISCURSO_008_FR_074,74,"Además, lo hicimos sin controles de precios, lo hicimos sin fijar el tipo de cambio y lo hicimos de manera honesta."
DISCURSO_008,DISCURSO_008_FR_075,75,"Porque no es que hicimos el ajuste de tarifas antes y después empezar a medir el programa de estabilización, sino que lo estamos haciendo durante."
DISCURSO_008,DISCURSO_008_FR_076,76,"De hecho, si ustedes, por ejemplo, toman el último dato de inflación minorista de 1,6, si ustedes miran bien, ya vienen al 0,8."
DISCURSO_008,DISCURSO_008_FR_077,77,"Es decir, que hoy la inflación viaja en torno al 12%."
DISCURSO_008,DISCURSO_008_FR_078,78,"Y si miran el tema de las canastas de alimentos, o las canastas de lo que tiene que ver con la canasta que determina la pobreza, estamos en niveles de inflación en torno al 7/8%."
DISCURSO_008,DISCURSO_008_FR_079,79,¿Qué falta mucho?
DISCURSO_008,DISCURSO_008_FR_080,80,"Sin lugar a dudas, porque no voy a descansar hasta que la inflación sea cero."
DISCURSO_008,DISCURSO_008_FR_081,81,"Pero que hicimos mucho, también es cierto."
DISCURSO_008,DISCURSO_008_FR_082,82,"Entonces, imagínense que ese modelo nos hubiera dejado no solo una hiperinflación: nos hubiera dejado, por lo menos, 90% de pobres."
DISCURSO_008,DISCURSO_008_FR_083,83,"Y eso lo quieren tapar, negando la grandeza que tuvimos durante el siglo XIX e inicios del siglo XX, es una forma de ocultar el enorme fracaso."
DISCURSO_008,DISCURSO_008_FR_084,84,"En especial cuando lo hacen esas basuras con título de historiador, que lo que quieren hacer es ocultar el fracaso de la ideología que esconden y, por eso, fuerzan los datos."
DISCURSO_008,DISCURSO_008_FR_085,85,Por eso digo: siempre creen que tienen el derecho de reescribir la historia.
DISCURSO_008,DISCURSO_008_FR_086,86,"Pero nosotros les contestamos como decía Mises: “mientras ellos sigan repitiendo sus mismas mentiras, nosotros vamos a seguir repitiendo nuestras verdades”."
DISCURSO_008,DISCURSO_008_FR_087,87,"Y, además, el problema no pasa simplemente porque sea una mentira canalla repetida constantemente para borrar nuestra memoria histórica, sino que el problema pasa porque es una pasión triste, que pretende paralizar a la sociedad para convencerla de que no podemos lograr grandes cosas, como si nuestro país estuviera condenado a ser poca cosa por el resto de los tiempos."
DISCURSO_008,DISCURSO_008_FR_088,88,"Porque no hacer nada, incluso cuando se crea que podemos hacer poco, es la peor de las desidias."
DISCURSO_008,DISCURSO_008_FR_089,89,"Muchas veces, incluso, la crítica a si efectivamente fuimos una potencia o no viene dada por gente que, al mismo tiempo, se opone a la explotación de nuestros recursos bajo etiquetas como “cipayo” o “vende patria”."
