experienciador,tipo_emocion,modo_existencia,justificacion,recorte_id,codigo
prodestinatario,esperanza,potencial,"El anuncio de reconciliación sugiere un futuro más estable, generando esperanza potencial en el partido y su base.",DISCURSO_048_FR_024,DISCURSO_048
prodestinatario,seguridad,potencial,"La reconciliación con las fuerzas armadas puede percibirse como un paso hacia la estabilidad, generando seguridad potencial en el partido y su base.",DISCURSO_048_FR_024,DISCURSO_048
paradestinatario,seguridad,potencial,"El público general percibe la reconciliación como un signo de estabilidad, generando seguridad potencial.",DISCURSO_048_FR_024,DISCURSO_048
paradestinatario,confianza,potencial,El anuncio puede generar confianza potencial en el público general hacia el gobierno.,DISCURSO_048_FR_024,DISCURSO_048
contradestinatario,indignación,potencial,"La oposición percibe la reconciliación como una amenaza a su poder, generando indignación potencial.",DISCURSO_048_FR_024,DISCURSO_048
contradestinatario,miedo,potencial,"La oposición teme que la reconciliación cambie el equilibrio de poder, generando miedo potencial.",DISCURSO_048_FR_024,DISCURSO_048
contradestinatario,resentimiento,potencial,"La oposición puede sentir resentimiento por la percepción de favoritismo hacia las fuerzas armadas, generando resentimiento potencial.",DISCURSO_048_FR_024,DISCURSO_048
Partido político de Javier Milei y su base electoral,orgullo,potencial,"El discurso resalta el apoyo del gobierno y el legado histórico, lo que puede generar orgullo potencial en el partido y su base al ver su visión respaldada.",DISCURSO_048_FR_025,DISCURSO_048
Partido político de Javier Milei y su base electoral,esperanza,potencial,"La promesa de acompañamiento y jerarquización de las fuerzas sugiere una visión futura positiva, generando esperanza potencial.",DISCURSO_048_FR_025,DISCURSO_048
Partido político de Javier Milei y su base electoral,confianza,potencial,"El discurso indica que el gobierno hará todo lo posible, lo que puede generar confianza potencial en la capacidad del gobierno.",DISCURSO_048_FR_025,DISCURSO_048
Público general argentino,esperanza,potencial,El mensaje de apoyo a las fuerzas y el legado histórico puede inspirar esperanza en el público general.,DISCURSO_048_FR_025,DISCURSO_048
Público general argentino,orgullo,potencial,El reconocimiento del legado de Roca y San Martín puede generar orgullo nacional potencial.,DISCURSO_048_FR_025,DISCURSO_048
Público general argentino,confianza,potencial,La promesa de acompañamiento del gobierno puede generar confianza potencial en la población.,DISCURSO_048_FR_025,DISCURSO_048
Oposición política (la casta política),resentimiento,potencial,"El discurso enfatiza la restauración del respeto y el reconocimiento mutuo, lo que puede generar resentimiento potencial en la oposición que percibe una exclusión.",DISCURSO_048_FR_025,DISCURSO_048
Oposición política (la casta política),frustración,potencial,"La oposición puede sentir frustración al ver que el gobierno y el partido están reforzando su posición, sin incluirlos.",DISCURSO_048_FR_025,DISCURSO_048
Oposición política (la casta política),indignación,potencial,"El discurso puede ser percibido como propaganda que favorece al partido, generando indignación potencial en la oposición.",DISCURSO_048_FR_025,DISCURSO_048
Partido político de Javier Milei y su base electoral,orgullo,potencial,"El discurso enfatiza la necesidad de actuar con coraje y responsabilidad ante los desafíos nacionales, lo que puede generar orgullo en el partido y su base.",DISCURSO_048_FR_026,DISCURSO_048
Partido político de Javier Milei y su base electoral,motivación,potencial,La exigencia de estar preparados y actuar con coraje y decisión puede motivar a la base a comprometerse con la causa.,DISCURSO_048_FR_026,DISCURSO_048
Público general argentino,inspiración,potencial,"El llamado a desempeñarse con coraje, decisión y responsabilidad puede inspirar al público general a asumir su papel en la patria.",DISCURSO_048_FR_026,DISCURSO_048
Público general argentino,responsabilidad,potencial,"El discurso demanda que cada cual se desempeñe con responsabilidad, lo que puede generar un sentido de deber en el público.",DISCURSO_048_FR_026,DISCURSO_048
Público general argentino,presión,potencial,"La frase ""exigirá como nunca antes"" sugiere una presión sobre el público para cumplir con las demandas del presidente.",DISCURSO_048_FR_026,DISCURSO_048
Oposición política (la casta política),indignación,potencial,"La oposición puede percibir las exigencias del presidente como una sobreposición de poder, generando indignación.",DISCURSO_048_FR_026,DISCURSO_048
Oposición política (la casta política),frustración,potencial,La oposición puede sentirse frustrada ante la imposición de nuevas demandas y la falta de espacio para su crítica.,DISCURSO_048_FR_026,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),orgullo,potencial,"El discurso menciona la batalla de Caseros, un símbolo histórico de valor nacional, lo que puede generar orgullo potencial en el partido y su base.",DISCURSO_048_FR_027,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),reverencia,potencial,"Al referirse al sitio histórico de la batalla, el discurso puede provocar reverencia potencial hacia la historia y la tradición militar.",DISCURSO_048_FR_027,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),nostalgia,potencial,La mención de un evento ocurrido hace 172 años puede evocar nostalgia potencial en el público del partido.,DISCURSO_048_FR_027,DISCURSO_048
Público general argentino (paradestinatario),orgullo,potencial,"El discurso alude a la batalla de Caseros, un hito nacional, lo que puede generar orgullo potencial en la audiencia general.",DISCURSO_048_FR_027,DISCURSO_048
Público general argentino (paradestinatario),reverencia,potencial,La referencia al sitio histórico puede provocar reverencia potencial en el público general.,DISCURSO_048_FR_027,DISCURSO_048
Público general argentino (paradestinatario),nostalgia,potencial,La mención de un evento histórico de 172 años puede evocar nostalgia potencial en la audiencia.,DISCURSO_048_FR_027,DISCURSO_048
Oposición política (la casta política) (contradestinatario),indignación,potencial,"El discurso enfatiza la relación entre el Estado y las Fuerzas Armadas y la restauración del respeto, lo que puede generar indignación potencial en la oposición que percibe la postura como una amenaza a su posición.",DISCURSO_048_FR_027,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),orgullo,potencial,"El discurso alogia a los camaradas de armas y los llama a estar a la altura de un llamado histórico, lo que puede generar orgullo en el partido y su base.",DISCURSO_048_FR_028,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),motivación,potencial,El llamado a prevalecer contra la tiranía rosista puede motivar a los miembros del partido y su base a apoyar la causa.,DISCURSO_048_FR_028,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),determinación,potencial,"El discurso enfatiza la necesidad de estar a la altura y prevalecer, lo que puede fomentar la determinación entre los partidarios.",DISCURSO_048_FR_028,DISCURSO_048
Público general argentino (paradestinatario),inspiración,potencial,El discurso que llama a los camaradas a prevalecer contra la tiranía puede inspirar al público general.,DISCURSO_048_FR_028,DISCURSO_048
Público general argentino (paradestinatario),esperanza,potencial,La promesa de prevalecer contra la tiranía rosista puede generar esperanza en la población.,DISCURSO_048_FR_028,DISCURSO_048
Oposición política (la casta política) (contradestinatario),indignación,potencial,"El discurso etiqueta a la oposición como ""tiranía rosista"", lo que puede provocar indignación en los opositores.",DISCURSO_048_FR_028,DISCURSO_048
Partido político de Javier Milei y su base electoral,orgullo,potencial,"El discurso alude a la memoria de un héroe como ejemplo a seguir, lo que puede generar orgullo en el partido y su base al asociar sus valores con la historia y la valentía.",DISCURSO_048_FR_029,DISCURSO_048
Partido político de Javier Milei y su base electoral,motivación,potencial,"La frase explícita ""que los motive a dar lo mejor"" indica una intención de motivar, por lo que la emoción de motivación es potencial para este grupo.",DISCURSO_048_FR_029,DISCURSO_048
Partido político de Javier Milei y su base electoral,inspiración,potencial,"Al describir la memoria como un modelo a seguir, el discurso puede inspirar a los miembros del partido y su base, generando una emoción de inspiración.",DISCURSO_048_FR_029,DISCURSO_048
Público general argentino,orgullo,potencial,"El público general puede sentir orgullo al escuchar que la memoria de un héroe se presenta como ejemplo de servicio a la patria, reforzando valores nacionales.",DISCURSO_048_FR_029,DISCURSO_048
Público general argentino,inspiración,potencial,"La invitación a dar lo mejor en el servicio a la patria puede inspirar al público general, generando una emoción de inspiración.",DISCURSO_048_FR_029,DISCURSO_048
Partido político de Javier Milei y su base electoral,Pride,Potencial,"El enunciado que la nación cuenta con los oficiales refuerza la imagen de éxito y liderazgo que la base partidaria valora, generando una expectativa de orgullo.",DISCURSO_048_FR_030,DISCURSO_048
Partido político de Javier Milei y su base electoral,Confidence,Potencial,"La frase implica confianza en la capacidad de los oficiales, lo que puede inspirar una sensación de seguridad y respaldo dentro del grupo partidario.",DISCURSO_048_FR_030,DISCURSO_048
Público general argentino,Hope,Potencial,"Al afirmar que la nación cuenta con los oficiales, se proyecta una visión de futuro positivo que puede generar esperanza entre la audiencia general.",DISCURSO_048_FR_030,DISCURSO_048
Público general argentino,Trust,Potencial,El mensaje de confianza institucional puede provocar una sensación de confianza en la institución militar y en el gobierno entre el público.,DISCURSO_048_FR_030,DISCURSO_048
Oposición política (la casta política),Skepticism,Potencial,"La oposición puede percibir la declaración como una maniobra política y, por tanto, generar escepticismo sobre su sinceridad.",DISCURSO_048_FR_030,DISCURSO_048
Oposición política (la casta política),Indifference,Potencial,"Al no estar directamente involucrada, la oposición puede sentir indiferencia ante el mensaje dirigido a los oficiales.",DISCURSO_048_FR_030,DISCURSO_048
Partido político de Javier Milei y su base electoral,confianza,potencial,"La frase ofrece un compromiso de apoyo de la nación, lo que puede generar confianza en el partido y su base.",DISCURSO_048_FR_031,DISCURSO_048
Partido político de Javier Milei y su base electoral,esperanza,potencial,El mensaje de respaldo nacional sugiere una expectativa positiva futura para el partido y su base.,DISCURSO_048_FR_031,DISCURSO_048
Público general argentino,confianza,potencial,El público percibe la promesa de apoyo como un acto de confianza de la nación hacia los nuevos oficiales.,DISCURSO_048_FR_031,DISCURSO_048
Público general argentino,seguridad,potencial,"El mensaje transmite seguridad al público de que la nación respalda a los oficiales, reduciendo incertidumbre.",DISCURSO_048_FR_031,DISCURSO_048
Oposición política (la casta política),inseguridad,potencial,"La oposición puede percibir la promesa como una amenaza a su influencia, generando inseguridad.",DISCURSO_048_FR_031,DISCURSO_048
Oposición política (la casta política),resentimiento,potencial,El mensaje puede provocar resentimiento al sentir que la nación favorece a la oposición.,DISCURSO_048_FR_031,DISCURSO_048
Partido político de Javier Milei y su base electoral,orgullo,potencial,"El discurso reconoce la contribución de las fuerzas armadas, alineándose con los valores de orden, valor y gloria que la base partidaria valora, lo que puede generar orgullo.",DISCURSO_048_FR_032,DISCURSO_048
Público general argentino,respeto,potencial,El reconocimiento público de la labor de las fuerzas armadas puede generar un sentimiento de respeto entre la audiencia general.,DISCURSO_048_FR_032,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),orgullo,potencial,"El discurso destaca la pesada responsabilidad de educar a la nueva camada, lo que puede generar orgullo en el partido y su base al ver que sus políticas se están implementando.",DISCURSO_048_FR_033,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),ansiedad,potencial,"La frase menciona una responsabilidad pesada, lo que puede provocar ansiedad sobre la capacidad de cumplirla.",DISCURSO_048_FR_033,DISCURSO_048
Público general argentino (paradestinatario),esperanza,potencial,El público puede sentir esperanza de que la nueva generación reciba una educación en competencias y valores.,DISCURSO_048_FR_033,DISCURSO_048
Público general argentino (paradestinatario),confianza,potencial,El discurso puede generar confianza en el público de que las fuerzas armadas cumplirán la responsabilidad.,DISCURSO_048_FR_033,DISCURSO_048
Oposición política (la casta política) (contradestinatario),indignación,potencial,La oposición puede sentir indignación al percibir que se asigna una pesada responsabilidad a las fuerzas armadas.,DISCURSO_048_FR_033,DISCURSO_048
Oposición política (la casta política) (contradestinatario),resentimiento,potencial,El discurso puede generar resentimiento en la oposición por la percepción de favoritismo o sobrecarga de responsabilidad.,DISCURSO_048_FR_033,DISCURSO_048
Partido político de Javier Milei y su base electoral,orgullo,potencial,"El discurso expresa la esperanza de que los graduados hagan sentir orgullosos a los enunciadores, lo que implica una emoción de orgullo potencial para el partido y su base electoral.",DISCURSO_048_FR_034,DISCURSO_048
Público general argentino,orgullo,potencial,"El discurso expresa la esperanza de que los graduados hagan sentir orgullosos a los enunciadores, lo que implica una emoción de orgullo potencial para el público general argentino.",DISCURSO_048_FR_034,DISCURSO_048
Oposición política (la casta política),orgullo,potencial,"El discurso expresa la esperanza de que los graduados hagan sentir orgullosos a los enunciadores, lo que implica una emoción de orgullo potencial para la oposición política.",DISCURSO_048_FR_034,DISCURSO_048
Partido político de Javier Milei y su base electoral (tipo: prodestinatario),gratitud,potencial,"El discurso agradece a los familiares de los oficiales, lo que puede generar un sentimiento de gratitud en el partido y su base al ver que se reconoce el apoyo de sus familias.",DISCURSO_048_FR_035,DISCURSO_048
Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo,potencial,El reconocimiento del acompañamiento y apoyo permanente de las familias puede provocar orgullo en el partido y su base al percibir la fortaleza de su red de apoyo.,DISCURSO_048_FR_035,DISCURSO_048
Público general argentino (tipo: paradestinatario),aprecio,potencial,"El discurso muestra agradecimiento a los familiares, lo que puede generar un sentimiento de aprecio en el público general al percibir la valoración de los vínculos familiares.",DISCURSO_048_FR_035,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),felicidad,potencial,"El discurso desea que tengan una feliz navidad, generando una emoción potencial de felicidad en el partido y su base.",DISCURSO_048_FR_036,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),optimismo,potencial,El deseo de planificar en grande sugiere una actitud optimista potencial hacia el próximo año.,DISCURSO_048_FR_036,DISCURSO_048
Partido político de Javier Milei y su base electoral (prodestinatario),motivación,potencial,La invitación a planificar en grande puede motivar potencialmente al partido y su base.,DISCURSO_048_FR_036,DISCURSO_048
Público general argentino (paradestinatario),felicidad,potencial,El deseo de una feliz navidad genera una emoción potencial de felicidad en el público general.,DISCURSO_048_FR_036,DISCURSO_048
Público general argentino (paradestinatario),optimismo,potencial,La invitación a planificar en grande sugiere una actitud optimista potencial hacia el próximo año.,DISCURSO_048_FR_036,DISCURSO_048
Público general argentino (paradestinatario),motivación,potencial,La invitación a planificar en grande puede motivar potencialmente al público general.,DISCURSO_048_FR_036,DISCURSO_048
Oposición política (la casta política) (contradestinatario),felicidad,potencial,El deseo de una feliz navidad también puede generar una emoción potencial de felicidad en la oposición.,DISCURSO_048_FR_036,DISCURSO_048
Oposición política (la casta política) (contradestinatario),optimismo,potencial,La invitación a planificar en grande sugiere una actitud optimista potencial hacia el próximo año.,DISCURSO_048_FR_036,DISCURSO_048
Oposición política (la casta política) (contradestinatario),motivación,potencial,La invitación a planificar en grande puede motivar potencialmente a la oposición.,DISCURSO_048_FR_036,DISCURSO_048
Partido político de Javier Milei y su base electoral,hope,potencial,"The blessing ""que dios los bendiga"" and ""que las fuerzas del cielo nos acompañen"" suggest a potential feeling of hope among the party base.",DISCURSO_048_FR_037,DISCURSO_048
Partido político de Javier Milei y su base electoral,faith,potencial,The invocation of divine blessing implies a potential sense of faith in a higher power for the party base.,DISCURSO_048_FR_037,DISCURSO_048
Partido político de Javier Milei y su base electoral,reassurance,potencial,"The phrase ""las fuerzas del cielo nos acompañen"" may evoke a potential feeling of reassurance among the party base.",DISCURSO_048_FR_037,DISCURSO_048
Partido político de Javier Milei y su base electoral,gratitude,potencial,Being addressed with a blessing can generate a potential feeling of gratitude towards the speaker for the party base.,DISCURSO_048_FR_037,DISCURSO_048
Público general argentino,hope,potencial,The blessing may inspire a potential sense of hope in the general Argentine audience.,DISCURSO_048_FR_037,DISCURSO_048
Público general argentino,faith,potencial,The invocation of divine blessing can evoke a potential sense of faith among the general audience.,DISCURSO_048_FR_037,DISCURSO_048
Público general argentino,reassurance,potencial,"The phrase ""las fuerzas del cielo nos acompañen"" may provide a potential feeling of reassurance to the general audience.",DISCURSO_048_FR_037,DISCURSO_048
Público general argentino,gratitude,potencial,The blessing may elicit a potential feeling of gratitude towards the speaker among the general audience.,DISCURSO_048_FR_037,DISCURSO_048
Oposición política (la casta política),hope,potencial,Even the opposition may experience a potential sense of hope in response to the blessing.,DISCURSO_048_FR_037,DISCURSO_048
Oposición política (la casta política),faith,potencial,The invocation of divine blessing could evoke a potential sense of faith among the opposition.,DISCURSO_048_FR_037,DISCURSO_048
Oposición política (la casta política),reassurance,potencial,"The phrase ""las fuerzas del cielo nos acompañen"" may provide a potential feeling of reassurance to the opposition.",DISCURSO_048_FR_037,DISCURSO_048
Oposición política (la casta política),gratitude,potencial,The blessing may elicit a potential feeling of gratitude towards the speaker even among the opposition.,DISCURSO_048_FR_037,DISCURSO_048
Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo,potencial,"El discurso celebra la entrega de sables y medallas, reforzando valores de orden, valor y gloria, lo que puede generar orgullo potencial entre el partido y su base.",DISCURSO_048_FR_038,DISCURSO_048
Partido político de Javier Milei y su base electoral (tipo: prodestinatario),alegría,potencial,"La frase ""felicidades a todos"" y la celebración de la graduación pueden provocar alegría potencial en el partido y su base.",DISCURSO_048_FR_038,DISCURSO_048
Partido político de Javier Milei y su base electoral (tipo: prodestinatario),patriotismo,potencial,"El grito ""¡viva la patria!"" invita a sentir patriotismo potencial entre el partido y su base.",DISCURSO_048_FR_038,DISCURSO_048
Partido político de Javier Milei y su base electoral (tipo: prodestinatario),gratitud,potencial,"El agradecimiento ""muchas gracias"" puede generar una sensación de gratitud potencial en el partido y su base.",DISCURSO_048_FR_038,DISCURSO_048
Público general argentino (tipo: paradestinatario),orgullo,potencial,El discurso y la celebración de la graduación pueden inspirar orgullo potencial en el público general.,DISCURSO_048_FR_038,DISCURSO_048
Público general argentino (tipo: paradestinatario),alegría,potencial,La felicitación y la entrega de sables pueden provocar alegría potencial en el público general.,DISCURSO_048_FR_038,DISCURSO_048
Público general argentino (tipo: paradestinatario),patriotismo,potencial,"El grito ""¡viva la patria!"" puede generar patriotismo potencial en el público general.",DISCURSO_048_FR_038,DISCURSO_048
Público general argentino (tipo: paradestinatario),gratitud,potencial,El agradecimiento del presidente puede provocar gratitud potencial en el público general.,DISCURSO_048_FR_038,DISCURSO_048
Oposición política (la casta política) (tipo: contradestinatario),defensividad,potencial,"El discurso enfatiza la restauración del respeto entre el Estado y las Fuerzas Armadas y critica la ""casta política"", lo que puede generar defensividad potencial en la oposición.",DISCURSO_048_FR_038,DISCURSO_048
Oposición política (la casta política) (tipo: contradestinatario),resentimiento,potencial,"La crítica a la ""casta política"" y la exaltación de la patria pueden provocar resentimiento potencial en la oposición.",DISCURSO_048_FR_038,DISCURSO_048
