fuente,tipo_fuente,justificacion,recorte_id,experienciador,tipo_emocion
participación del presidente en la ceremonia de egreso conjunto,situacion,"El público argentino siente respeto al presenciar al presidente, como comandante en jefe, participar con honor en la ceremonia de egreso conjunto, un evento formal que simboliza el reconocimiento y la dignidad de las fuerzas armadas y la nación.",DISCURSO_048_FR_007,Público general argentino (tipo: paradestinatario),respect
ceremonia de egreso conjunto,situacion,"La participación en la ceremonia de egreso conjunto, un evento formal y simbólico, genera inspiración en el público al representar la continuidad y el compromiso de las fuerzas armadas y la nación.",DISCURSO_048_FR_007,Público general argentino (tipo: paradestinatario),inspiration
presidente de la nación y comandante en jefe de las fuerzas armadas,actor,"El sentimiento de amenaza se origina en la declaración del presidente de que, como comandante en jefe, participa en la ceremonia, lo cual la oposición percibe como una afirmación de poder que puede socavar la supervisión civil y la autonomía de la oposición.",DISCURSO_048_FR_007,Oposición política (la casta política) (tipo: contradestinatario),threat
el presidente de la nación y comandante en jefe de las fuerzas armadas,actor,"El resentimiento de la oposición se origina en la declaración del presidente, quien al presentarse como honorario y alineado con las fuerzas armadas, percibe favoritismo militar y provoca descontento.",DISCURSO_048_FR_007,Oposición política (la casta política) (tipo: contradestinatario),resentment
los graduados,actor,"El orgullo proviene de la presencia y el logro de los graduados, quienes son la entidad concreta que desencadena la emoción en la base partidaria al ser reconocidos y celebrados.",DISCURSO_048_FR_008,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
anuncio de que el presidente se dirigirá a los graduados,situacion,"El anuncio constituye una situación externa que genera expectativa sobre el contenido del discurso, provocando anticipación en la audiencia.",DISCURSO_048_FR_008,Público general argentino (paradestinatario),anticipación
el presidente,actor,"La indignación de la oposición se desencadena por la acción del presidente de dirigirse a los graduados, percibida como una maniobra política que les resta atención a la oposición.",DISCURSO_048_FR_008,Oposición política (la casta política) (contradestinatario),indignación
la finalización de la formación básica para el servicio a la patria,situacion,"El acto de completar la formación básica para el servicio a la patria genera orgullo en los miembros del partido y su base electoral, ya que representa un logro colectivo y un compromiso con la patria.",DISCURSO_048_FR_009,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
finalización de la formación básica para el servicio a la patria,situacion,El acto de culminar la formación básica constituye un evento concreto que genera orgullo en el público al reconocer el logro y el compromiso con la patria.,DISCURSO_048_FR_009,Público general argentino (tipo: paradestinatario),orgullo
la culminación de la vida de estudiantes y el inicio de la vida profesional de los graduados,situacion,"El sentimiento de orgullo se desencadena por el evento concreto de que los graduados concluyen su etapa académica y comienzan su carrera profesional, una situación que representa un logro y una transición importante.",DISCURSO_048_FR_010,Partido político de Javier Milei y su base electoral,orgullo
la exigencia permanente que enfrentarán los nuevos oficiales,situacion,"El discurso menciona que los nuevos oficiales deberán responder a demandas permanentes, lo que genera la esperanza de que la nueva generación cumplirá con los ideales del partido. La fuente de esa emoción es la situación de exigencia permanente que se presenta ante ellos.",DISCURSO_048_FR_010,Partido político de Javier Milei y su base electoral,esperanza
la culminación de la formación militar y el inicio de la carrera profesional de los cadetes,situacion,"El público general argentino siente orgullo al presenciar el evento de que los cadetes militares culminen su vida de estudiantes y comiencen su vida profesional, lo cual representa la defensa del país.",DISCURSO_048_FR_010,Público general argentino,orgullo
la transición de la vida estudiantil a la vida profesional con exigencia permanente,situacion,"El evento de culminar la vida estudiantil y comenzar la vida profesional, donde se exige permanencia, constituye una situación que inspira al público general argentino.",DISCURSO_048_FR_010,Público general argentino,inspiración
la crítica a la casta política,situacion,"La crítica dirigida a la casta política constituye un evento externo que provoca ansiedad en la oposición, ya que amenaza su influencia y los pone bajo presión de responder a las exigencias de responsabilidad.",DISCURSO_048_FR_010,Oposición política (la casta política),ansiedad
el discurso que restaura el respeto a las Fuerzas Armadas y critica la casta política,situacion,El discurso constituye un evento externo que provoca la emoción de resentimiento en la oposición al percibir una amenaza a su posición.,DISCURSO_048_FR_010,Oposición política (la casta política),resentimiento
la graduación de los estudiantes,situacion,"El orgullo del partido y su base electoral se desencadena por el evento concreto de la graduación, que marca el fin de una etapa de formación y el inicio de una nueva fase de aprendizaje continuo.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
una nueva etapa de aprendizaje,situacion,"El discurso menciona el inicio de una nueva fase de aprendizaje que promete continuidad y crecimiento, lo cual constituye una circunstancia futura que genera esperanza en el público.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),esperanza
comienzo de una nueva etapa de aprendizaje que ofrece enseñanzas permanentes,situacion,"La emoción de optimismo surge del hecho de que la base electoral percibe la transición a una nueva fase de formación, donde las enseñanzas continuas y su impacto duradero representan una circunstancia positiva que impulsa la esperanza y el entusiasmo.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),optimismo
el inicio de una nueva etapa de formación,situacion,"El discurso destaca que termina una etapa y comienza otra de aprendizaje continuo, lo cual constituye una situación concreta que genera motivación en la base electoral.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),motivación
la transición de terminar una etapa de formación y comenzar otra de aprendizaje continuo,situacion,"El discurso inspira al público al describir el evento de concluir una etapa de formación y dar inicio a una nueva etapa de aprendizaje permanente, lo cual genera una sensación de inspiración.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),inspiración
la promesa de una nueva etapa de aprendizaje que continuará toda la vida,situacion,"El mensaje describe el inicio de una nueva fase de formación que garantiza aprendizaje continuo y enseñanzas duraderas, lo cual constituye una circunstancia externa que genera esperanza en el público.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),esperanza
el inicio de una nueva etapa de aprendizaje,situacion,"La emoción de optimismo se desencadena por la situación de que los graduados están a punto de comenzar una nueva fase de aprendizaje continuo, lo cual sugiere crecimiento y oportunidades futuras.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),optimismo
el logro de los graduados,situacion,"El orgullo del público general se desencadena al presenciar el logro de los graduados, es decir, la culminación de su formación y el inicio de una nueva etapa de aprendizaje, un evento significativo que provoca la emoción.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),orgullo
los sables,objeto,Los sables son objetos materiales que simbolizan los máximos principios y valores de los héroes emancipadores; su entrega genera orgullo en la base electoral al representar la continuidad de esos valores.,DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,Orgullo
entrega de los sables,situacion,"La entrega de los sables, símbolo de los máximos principios y valores de los héroes emancipadores, constituye un evento que inspira a la base electoral a continuar apoyando la causa.",DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,Inspiración
entrega de los sables,objeto,"La entrega de los sables, símbolos materiales que representan los principios y valores de los héroes emancipadores, actúa como estímulo tangible que motiva a la base electoral a participar activamente.",DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,Motivación
los sables,objeto,"Los sables simbolizan los máximos principios y valores de los héroes emancipadores, y su entrega al público genera orgullo al reconocer la tradición militar argentina.",DISCURSO_048_FR_012,Público general argentino,Orgullo
los sables,objeto,"Los sables son objetos simbólicos que representan los principios y valores de los héroes emancipadores, evocando sentimientos patrióticos en la audiencia.",DISCURSO_048_FR_012,Público general argentino,Patriotismo
los sables,objeto,Los sables simbolizan los máximos principios y valores de los héroes emancipadores; su entrega concreta actúa como un objeto simbólico que inspira al público a valorar la historia y comprometerse con esos principios.,DISCURSO_048_FR_012,Público general argentino,Inspiración
la entrega de los sables,situacion,"La oposición política se siente indignada porque la ceremonia de entrega de los sables, símbolos de los máximos principios y valores de los héroes emancipadores, los excluye de la narrativa y la participación, generando una reacción de indignación ante la exclusión.",DISCURSO_048_FR_012,Oposición política (la casta política),Indignación
la entrega de los sables a los destinatarios,situacion,"El resentimiento surge porque la oposición percibe que la entrega simbólica de los sables, que representan los principios y valores de los héroes emancipadores, se realiza a otros, lo que implica una exclusión y falta de reconocimiento de sus aportes.",DISCURSO_048_FR_012,Oposición política (la casta política),Resentimiento
la entrega de los sables a la oposición,situacion,"El sentimiento de desprecio se desencadena por la acción de entregar sables, símbolo de fuerza militar, a la oposición, lo que implica una crítica implícita a la casta política y sugiere una militarización de la oposición, generando desprecio.",DISCURSO_048_FR_012,Oposición política (la casta política),Desprecio
símbolo del mando,objeto,"El discurso celebra el símbolo del mando, un elemento material/conceptual que representa orden, valor y gloria, lo cual genera orgullo entre los seguidores del partido.",DISCURSO_048_FR_013,Partido político de Javier Milei y su base electoral,orgullo
el sable,objeto,"El sable, como objeto simbólico de mando que acompaña a los oficiales durante toda su carrera militar, genera un sentimiento de respeto en el público argentino.",DISCURSO_048_FR_013,Público general argentino,respeto
la casta política,actor,"El discurso critica directamente a la casta política, provocando indignación en los opositores que perciben a los políticos de esa casta como responsables de la situación denunciada.",DISCURSO_048_FR_013,Oposición política (la casta política),indignación
juramento de fidelidad a la constitución nacional,situacion,"El acto de jurar fidelidad a la Constitución representa un compromiso con valores nacionales, lo que genera orgullo en el partido y su base electoral.",DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,orgullo
juramento de fidelidad a la constitución nacional,situacion,"El acto de tomar el juramento, que promete una vida entera de servicio a la nación, constituye una situación concreta que genera esperanza en el grupo.",DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,esperanza
juramento de fidelidad a la constitución nacional,situacion,"El acto de tomar el juramento de fidelidad a la constitución nacional constituye una situación concreta que inspira motivación en los partidarios, al comprometerlos con una vida de servicio a la nación.",DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,motivación
juramento de fidelidad a la constitución nacional,situacion,"El acto de jurar lealtad a la Constitución es un evento que simboliza el compromiso con la nación, generando sentimientos patrióticos en el público.",DISCURSO_048_FR_014,Público general argentino,patriotismo
ceremonia de entrega de sables y juramento,situacion,"La ceremonia y el juramento simbolizan la fortaleza y legitimidad de las instituciones nacionales, lo que provoca orgullo en la población.",DISCURSO_048_FR_014,Público general argentino,orgullo
juramento de fidelidad a la constitución nacional,objeto,"El juramento simboliza el compromiso de los oficiales con la nación, proyectando un futuro prometedor que genera esperanza en el público.",DISCURSO_048_FR_014,Público general argentino,esperanza
el discurso que critica a la casta política,objeto,"El discurso contiene una crítica directa a la influencia y privilegios de la casta política, lo que provoca resentimiento en sus miembros.",DISCURSO_048_FR_014,Oposición política (la casta política),resentimiento
el gobierno,actor,"El sentimiento de amenaza se origina en la acción del gobierno de imponer el juramento de fidelidad a la constitución nacional, una medida coercitiva que la oposición percibe como una limitación a su poder político.",DISCURSO_048_FR_014,Oposición política (la casta política),amenaza
los tres vitrales de este techo,objeto,"El llamado a recordar los preceptos consignados en los tres vitrales de este techo —orden, valor y gloria— actúa como un elemento material tangible que simboliza los valores del partido. Este objeto concreto sirve como fuente que provoca el sentimiento de orgullo entre los partidarios al evocar la identidad y la misión compartida.",DISCURSO_048_FR_015,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
los tres vitrales de este techo,objeto,"Los vitrales, como objetos materiales que exhiben los preceptos de orden, valor y gloria, actúan como estímulo visual y simbólico que inspira a la base electoral a recordarlos y actuar en consecuencia.",DISCURSO_048_FR_015,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),inspiración
los tres vitrales de este techo,objeto,"El discurso menciona que los graduados deben grabar en su memoria los preceptos consignados en los tres vitrales del techo: orden, valor y gloria. Estos vitrales, como elementos materiales que contienen los valores motivadores, son la fuente concreta que provoca la emoción de motivación en la base electoral.",DISCURSO_048_FR_015,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),motivación
celebración de valores nacionales,situacion,El público general argentino siente orgullo al celebrar los valores nacionales consignados en los vitrales.,DISCURSO_048_FR_015,Público general argentino (tipo: paradestinatario),orgullo
los tres vitrales de este techo,objeto,"Los vitrales son elementos materiales que presentan los preceptos de orden, valor y gloria, los cuales sirven como estímulo visual y simbólico que inspira al público general argentino a recordar y vivir según esos valores.",DISCURSO_048_FR_015,Público general argentino (tipo: paradestinatario),inspiración
los tres vitrales de este techo,objeto,"Los vitrales son elementos materiales que, al contener los preceptos de orden, valor y gloria, generan asombro ante su simbología militar.",DISCURSO_048_FR_015,Público general argentino (tipo: paradestinatario),asombro
la reafirmación de la relación Estado-fuerzas armadas en el discurso,situacion,"El discurso menciona los preceptos de orden, valor y gloria, lo que la oposición interpreta como una reafirmación de la relación entre el Estado y las fuerzas armadas, generando indignación.",DISCURSO_048_FR_015,Oposición política (la casta política) (tipo: contradestinatario),indignación
la exclusión de la oposición de la celebración,situacion,"El discurso menciona la celebración y los preceptos, pero la oposición no está incluida, creando una situación de exclusión que provoca resentimiento.",DISCURSO_048_FR_015,Oposición política (la casta política) (tipo: contradestinatario),resentimiento
graduados,actor,"La frase ""son el norte para una vida al servicio de la patria"" alogia a los graduados como guía para la patria, lo que provoca orgullo en el partido y su base electoral. Por lo tanto, los graduados son la entidad concreta que desencadena la emoción.",DISCURSO_048_FR_016,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
los oficiales,actor,"Los oficiales son presentados como el norte, lo que inspira a la base a seguir apoyando y comprometerse con la causa.",DISCURSO_048_FR_016,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),motivación
los militares argentinos,actor,"El reconocimiento de los militares como guías de la patria genera orgullo en el público general argentino, ya que la figura de los militares actúa como el elemento que provoca la emoción.",DISCURSO_048_FR_016,Público general argentino (tipo: paradestinatario),orgullo
los soldados,actor,"La frase ""son el norte para una vida al servicio de la patria"" se refiere a los soldados como la guía y el ejemplo que inspira al público a valorar el servicio militar y aspirar a una vida guiada por valores patrióticos. Los soldados, como grupo concreto, son la entidad que provoca la emoción de inspiración.",DISCURSO_048_FR_016,Público general argentino (tipo: paradestinatario),inspiración
la frase 'son el norte para una vida al servicio de la patria',objeto,"El contenido de la frase, que exalta la vida militar como norte, se percibe por la oposición como una crítica a la casta política, provocando indignación.",DISCURSO_048_FR_016,Oposición política (la casta política) (tipo: contradestinatario),indignación
el ejército,actor,"El discurso que eleva al ejército como guía para una vida al servicio de la patria genera temor en la oposición política, ya que perciben que su posición política está siendo desafiada por la fuerza militar.",DISCURSO_048_FR_016,Oposición política (la casta política) (tipo: contradestinatario),miedo
los argentinos de bien,actor,"El orgullo del partido se desencadena por la expectativa de que la población argentina considerada ‘de bien’ reconocerá y valorará al partido, convirtiéndose en el actor que provoca la emoción.",DISCURSO_048_FR_017,Partido político de Javier Milei y su base electoral,orgullo
los graduados,actor,"El hablante expresa esperanza en que los graduados lograrán que todos los argentinos de bien estén orgullosos de ellos, por lo que la fuente de la emoción es el grupo de graduados, que actúan como el agente que provoca la esperanza.",DISCURSO_048_FR_017,Partido político de Javier Milei y su base electoral,esperanza
Partido político de Javier Milei,actor,"El hablante expresa confianza en que el partido logrará que todos los argentinos de bien se sientan orgullosos, por lo que la fuente de la emoción es el propio partido, un actor que provoca la sensación de confianza.",DISCURSO_048_FR_017,Partido político de Javier Milei y su base electoral,confianza
los graduados,actor,"El orgullo se genera por la expectativa de que los graduados lograrán hacer sentir orgullosos a los argentinos de bien; por lo tanto, los graduados son la entidad concreta que desencadena la emoción.",DISCURSO_048_FR_017,Público general argentino,orgullo
los graduados,actor,"El hablante expresa esperanza en que los graduados lograrán que el público argentino se sienta orgulloso, por lo que la fuente de la emoción es el grupo de graduados, quienes son los actores que provocan la esperanza.",DISCURSO_048_FR_017,Público general argentino,esperanza
los graduados,actor,"El hablante expresa confianza en que los graduados lograrán que el público argentino se sienta orgulloso, por lo que la fuente de la emoción es el grupo de graduados que actúan como agente de ese resultado.",DISCURSO_048_FR_017,Público general argentino,confianza
el momento histórico que estamos atravesando como país,situacion,"El orgullo se desencadena por la percepción de que el país está viviendo un momento histórico con un significado especial, lo cual constituye una situación externa que provoca la emoción.",DISCURSO_048_FR_018,Partido político de Javier Milei y su base electoral,orgullo
el momento histórico que estamos atravesando como país,situacion,"El discurso destaca el carácter especial y cargado de significado del momento histórico actual, lo que sugiere que las acciones futuras pueden generar un impacto positivo, generando así esperanza en la audiencia.",DISCURSO_048_FR_018,Partido político de Javier Milei y su base electoral,esperanza
el momento histórico que estamos atravesando como país,situacion,La referencia al momento histórico concreto despierta curiosidad al invitar a la audiencia a reflexionar sobre su significado y contexto.,DISCURSO_048_FR_018,Público general argentino,curiosidad
el momento histórico que estamos atravesando como país,situacion,"El énfasis en el significado especial de las acciones y compromisos se refiere al contexto histórico actual del país, lo cual constituye una situación externa que genera la sensación de esperanza en el público.",DISCURSO_048_FR_018,Público general argentino,esperanza
afirmación del discurso sobre el momento histórico que estamos atravesando como país,situacion,"El escepticismo de la oposición se origina en la declaración de valor contenida en el discurso, la cual constituye una situación externa (el contenido del discurso) que cuestiona su posición y genera duda sobre la validez de la interpretación histórica.",DISCURSO_048_FR_018,Oposición política (la casta política),escepticismo
presidente,actor,"La incredulidad de la oposición se desencadena por la interpretación del presidente sobre el momento histórico que están atravesando como país, lo cual provoca una reacción de incredulidad ante la interpretación del mandatario.",DISCURSO_048_FR_018,Oposición política (la casta política),incredulidad
el hecho de haber comenzado a revertir la realidad miserable impuesta por la casta política,situacion,"El orgullo se origina en el logro colectivo de revertir la realidad miserable impuesta por la casta política, una situación concreta que representa progreso y esfuerzo del grupo.",DISCURSO_048_FR_019,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
el proceso de reversión de la realidad miserable,situacion,"La frase señala que la realidad miserable impuesta por la casta política está siendo revertida, lo que constituye una situación de cambio positivo que genera esperanza entre los partidarios.",DISCURSO_048_FR_019,Partido político de Javier Milei y su base electoral (prodestinatario),esperanza
el hecho de haber comenzado a revertir la realidad miserable impuesta por la casta política,situacion,"La satisfacción surge del reconocimiento de que, tras mucho tiempo de imposición de una realidad miserable, el partido y su base han logrado iniciar la reversión de esa situación, lo cual constituye una circunstancia concreta que desencadena la emoción.",DISCURSO_048_FR_019,Partido político de Javier Milei y su base electoral (prodestinatario),satisfacción
la reversión de la realidad miserable,situacion,"El discurso indica que, con esfuerzo, se ha empezado a revertir la realidad miserable impuesta por la casta política, lo que genera esperanza en el público general argentino.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),esperanza
la reversión de la realidad miserable,situacion,"El discurso indica que la realidad miserable impuesta por la casta política está siendo revertida, lo que constituye una situación de mejora que provoca alivio en el público.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),alivio
el esfuerzo colectivo para revertir la realidad miserable impuesta por la casta política,situacion,"El orgullo se desencadena por la situación concreta de haber empezado a revertir la realidad miserable impuesta por la casta política, lo que representa un logro colectivo que genera orgullo entre los ciudadanos.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),orgullo
la casta política,actor,"La frase critica a la casta política por imponer una realidad miserable, lo que provoca ira en la audiencia.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),ira
la casta política,actor,"El discurso acusa a la casta política de imponer una realidad miserable, lo que provoca ira en el grupo opositor al sentirse atacado por las acciones de ese actor.",DISCURSO_048_FR_019,Oposición política (la casta política) (contradestinatario),ira
la casta política,actor,"El sentimiento de frustración se origina en la acción del actor ""la casta política"", que impuso una realidad miserable a los argentinos durante mucho tiempo.",DISCURSO_048_FR_019,Oposición política (la casta política) (contradestinatario),frustración
la casta política,actor,"El sentimiento de indignación de la oposición se origina en la acción del actor ""la casta política"", que según el discurso impuso una realidad miserable a todos los argentinos.",DISCURSO_048_FR_019,Oposición política (la casta política) (contradestinatario),indignación
la casta,actor,"El discurso acusa a la casta de haber fracturado la relación entre la política y las fuerzas armadas, lo que provoca indignación en el partido y su base electoral.",DISCURSO_048_FR_020,Partido político de Javier Milei y su base electoral (prodestinatario),indignación
la casta,actor,"El discurso acusa a la casta de fracturar la relación entre la política y las fuerzas armadas, lo que provoca indignación en el público.",DISCURSO_048_FR_020,Público general argentino (paradestinatario),indignación
la acusación de que la casta ha fracturado la relación entre la política y las fuerzas armadas,situacion,"El sentimiento de ira surge porque el hablante, perteneciente a la oposición política, se ve acusado de haber fracturado la relación entre la política y las fuerzas armadas. Esa acusación constituye una situación externa que desencadena la emoción.",DISCURSO_048_FR_020,Oposición política (la casta política) (contradestinatario),ira
"la casta política que, durante décadas, se llenaba la boca hablando de soberanía y luego desprestigió y diferenció a las fuerzas militares",actor,"La indignación surge por la acción de los políticos que, a pesar de prometer soberanía, han desprestigió y diferenciado a las fuerzas militares, provocando la pérdida de años valiosos en su desarrollo.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Indignación
los mismos que se llenaban la boca hablando de soberanía,actor,"El grupo de personas que, aunque hablaban de soberanía, se dedicaron a desprestigiar y diferenciar a las fuerzas del partido, provocando la pérdida de años valiosos en el desarrollo militar, es el origen directo de la ira expresada por el partido.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Ira
los mismos que se llenaban la boca hablando de soberanía,actor,"El origen de la frustración es la acción de los opositores políticos que, a pesar de hablar de soberanía, se dedicaron a desprestigiar y diferenciar a las fuerzas del partido, provocando la pérdida de años valiosos en el desarrollo militar.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Frustración
los opositores políticos que desprestigian nuestras fuerzas,actor,"La desilusión surge por las acciones de los actores que, aunque hablaban de soberanía, luego desprestigian y diferencian a las fuerzas del partido, provocando la pérdida de años valiosos en el desarrollo militar.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Desilusión
la casta política argentina que promueve la soberanía pero desprestigia a las fuerzas armadas,actor,"La indignación surge al percibir que los mismos políticos que hablan de soberanía se dedican a desprestigiar y diferenciar a las fuerzas armadas, generando frustración y enojo en el público general.",DISCURSO_048_FR_021,Público general argentino,Indignación
los mismos que se llenaban la boca hablando de soberanía,actor,"El sentimiento de ira se desencadena por la conducta de los individuos que, aunque hablan de soberanía, se dedican a desprestigiar y diferenciar a las fuerzas, provocando la pérdida de años valiosos en el desarrollo militar.",DISCURSO_048_FR_021,Público general argentino,Ira
los mismos que se llenaban la boca hablando de soberanía,actor,"El grupo de personas que, a pesar de hablar de soberanía, se dedicó a desprestigiar y diferenciar a las fuerzas militares provocó la pérdida de años de desarrollo, generando frustración en el público general argentino.",DISCURSO_048_FR_021,Público general argentino,Frustración
los mismos que se llenaban la boca hablando de soberanía,actor,"El sentimiento de desilusión se origina porque ese grupo de personas, que antes promovían la soberanía, luego desprestigió y diferenció a las fuerzas militares, provocando la pérdida de años valiosos en el desarrollo de capacidades militares.",DISCURSO_048_FR_021,Público general argentino,Desilusión
la oposición,actor,"El alivio surge porque la oposición no logró destruir el afecto persistente de la sociedad por las fuerzas armadas, evitando así una amenaza que se percibía como peligrosa para el grupo que comparte los valores del presidente.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),alivio
el afecto persistente que tiene la sociedad por las fuerzas armadas argentinas,situacion,"El orgullo del partido se desencadena por la situación de que la sociedad mantiene un afecto constante hacia las fuerzas armadas, lo cual constituye un estado social que provoca la emoción.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
la persistencia del afecto de la sociedad por las fuerzas armadas argentinas,situacion,"La satisfacción del partido político de Javier Milei y su base electoral se desencadena por la situación de que la sociedad mantiene su afecto persistente hacia las fuerzas armadas, lo cual cumple la expectativa de que sus ideales y la relación con las fuerzas armadas se mantienen intactos.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),satisfacción
la no destrucción del afecto persistente de la sociedad por las fuerzas armadas,situacion,"El mensaje comunica que el afecto persistente de la sociedad por las fuerzas armadas no fue destruido, lo que genera una sensación de reconfort al saber que ese valor permanece intacto.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),reconfort
afecto persistente que tiene la sociedad por las fuerzas armadas argentinas,objeto,"El sentimiento de esperanza se desencadena por la constancia del afecto de la sociedad hacia las fuerzas armadas, que se presenta como un objeto emocional que mantiene la relación positiva.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),esperanza
la preservación del afecto persistente de la sociedad argentina por las fuerzas armadas,situacion,"El orgullo se desencadena al observar que el afecto que la sociedad argentina mantiene por las fuerzas armadas no ha sido destruido, lo que representa una situación de continuidad y valoración del vínculo con las fuerzas armadas.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),orgullo
el afecto persistente que tiene la sociedad por las fuerzas armadas argentinas,objeto,"La emoción de decepción surge porque la oposición política no logró destruir el afecto que la sociedad mantiene por las fuerzas armadas, y ese afecto persistente es el elemento concreto que provoca la sensación de fracaso.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),decepción
el intento de la oposición política de destruir el afecto persistente de la sociedad por las fuerzas armadas argentinas,situacion,"La frustración del experienciador surge por la imposibilidad de que la oposición política logre su objetivo de destruir el afecto, lo cual constituye un evento situacional que desencadena la emoción.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),frustración
el fracaso de la oposición al intentar destruir el afecto de la sociedad por las fuerzas armadas,situacion,"El sentimiento de vergüenza surge porque la oposición, al no lograr su objetivo de destruir el afecto de la sociedad por las fuerzas armadas, pierde credibilidad ante la sociedad, generando una sensación de vergüenza.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),vergüenza
el respeto y el reconocimiento que se merecen,situacion,"La emoción de orgullo surge por la situación de que las fuerzas del partido están recibiendo el respeto y reconocimiento que consideran merecidos, lo cual constituye un evento externo que desencadena la emoción.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Orgullo
dando vuelta esta triste página de la historia,situacion,"La emoción de esperanza surge al afirmar que están dando vuelta la triste página de la historia y escribiendo una nueva, lo que representa un cambio positivo y la posibilidad de un futuro mejor.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Esperanza
el hecho de dar vuelta la página triste de la historia y comenzar a escribir una nueva,situacion,"El optimismo surge de la situación de superar una etapa negativa y avanzar hacia una nueva era con respeto y reconocimiento, lo que genera esperanza y entusiasmo en el partido y su base.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Optimismo
el reconocimiento y respeto que reciben sus fuerzas,situacion,"La satisfacción se origina en la situación de que las fuerzas del partido obtienen el respeto y reconocimiento que merecen, lo cual constituye un evento positivo que desencadena la emoción.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Satisfacción
el acto de dar vuelta la triste página de la historia y comenzar a escribir una nueva,situacion,"La emoción de esperanza surge del contexto de un nuevo comienzo, donde se abandona una página triste y se inicia una nueva, lo que implica la posibilidad de que las fuerzas reciban el respeto y reconocimiento que merecen.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Esperanza
la situación de dar vuelta la página triste de la historia y comenzar a escribir una nueva,situacion,"El optimismo se desencadena por la circunstancia de dejar atrás una página triste de la historia y emprender la escritura de una nueva, lo cual simboliza renovación y esperanza.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Optimismo
el reconocimiento de las fuerzas,situacion,"El orgullo surge al percibir que las fuerzas reciben el respeto y reconocimiento que merecen, una situación de reconocimiento que valida su valor.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Orgullo
el reconocimiento y respeto que reciben nuestras fuerzas,situacion,"La satisfacción surge de la situación en la que las fuerzas reciben el respeto y reconocimiento que merecen, generando orgullo y contento en el público.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Satisfacción
la casta política,actor,"La indignación surge por las acciones de la casta política, la cual ha deteriorado la relación con las fuerzas, provocando que el experienciador sienta indignación.",DISCURSO_048_FR_023,Oposición política (la casta política) (tipo: contradestinatario),Indignación
reconciliación de las fuerzas armadas con la política,situacion,"La frase describe una acción concreta de reconciliación entre las fuerzas armadas y la política, un evento que genera orgullo en el partido.",DISCURSO_048_FR_024,prodestinatario,orgullo
