foria,justificacion,recorte_id,experienciador,tipo_emocion
Eufórico,"El discurso muestra un tono positivo y de apoyo, con expresiones de saludo y reconocimiento a los militares y funcionarios, lo que refleja alegría y satisfacción por la unidad y la colaboración, caracterizando la emoción de solidaridad como eufórica.",DISCURSO_048_FR_005,Partido político de Javier Milei y su base electoral,solidarity
euforico,"El discurso expresa confianza y reconocimiento positivo hacia las fuerzas armadas y el liderazgo, lo que refleja un tono de alegría y satisfacción. Este carácter afórico positivo se alinea con la categoría eufórica según la ontología proporcionada.",DISCURSO_048_FR_005,Partido político de Javier Milei y su base electoral,confidence
euforico,"El saludo formal y la expresión de respeto generan una tonalidad positiva y de satisfacción, caracterizando la emoción como eufórica.",DISCURSO_048_FR_005,Público general argentino,respect
Eufórico,"El discurso expresa reconocimiento y gratitud hacia los nuevos oficiales, mostrando entusiasmo y satisfacción por su profesionalidad y compromiso. Esta tonalidad positiva y de celebración corresponde a la categoría eufórica.",DISCURSO_048_FR_005,Público general argentino,admiration
Disfórico,"El sentimiento de escepticismo expresado por la oposición política se caracteriza por una actitud de duda y desconfianza hacia la intención del presidente, lo que implica una tonalidad negativa y de malestar. En el contexto de deterioro entre el Estado y las fuerzas armadas, la crítica y la sospecha generan una respuesta emocional que se alinea con la categoría disfórica, ya que refleja una valoración negativa y de inquietud respecto al discurso presentado.",DISCURSO_048_FR_005,Oposición política (la casta política),skepticism
Disfórico,"El sentimiento de resentimiento se caracteriza por una valoración negativa y de malestar hacia la situación descrita, por lo que se clasifica como disfórico.",DISCURSO_048_FR_005,Oposición política (la casta política),resentment
Eufórico,"El discurso expresa agradecimiento y reconocimiento positivo hacia los asistentes, lo que indica una emoción de tono alegre y satisfactorio, característico de la categoría eufórica.",DISCURSO_048_FR_006,Partido político de Javier Milei y su base electoral,gratitud
Eufórico,"La expresión de gratitud dirigida a todos los presentes genera un tono positivo y de apreciación, característico de la emoción eufórica. El agradecimiento implica satisfacción y alegría, por lo que se clasifica como eufórico.",DISCURSO_048_FR_006,Público general argentino,gratitud
Eufórico,"El discurso expresa un sentimiento de honor y orgullo, caracterizado por la satisfacción y el reconocimiento de una posición de liderazgo. Estas expresiones de orgullo y satisfacción corresponden a una tonalidad afectiva positiva, por lo que la emoción se clasifica como eufórica.",DISCURSO_048_FR_007,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),pride
Eufórico,"La expresión de honor y la participación en una ceremonia militar reflejan una actitud de orgullo, satisfacción y entusiasmo hacia la figura del presidente y su compromiso con las fuerzas armadas, lo cual se alinea con la tonalidad positiva y alegre caracterizada por la emoción eufórica.",DISCURSO_048_FR_007,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),admiration
euforico,"El discurso expresa un sentimiento de honor y admiración hacia la audiencia y las fuerzas armadas, lo cual se interpreta como una emoción positiva y de satisfacción. Según las heurísticas, la expresión de honor y la actitud de respeto se alinean con la tonalidad afectiva de alegría, entusiasmo o satisfacción, caracterizando la emoción como eufórica.",DISCURSO_048_FR_007,Público general argentino (tipo: paradestinatario),respect
Eufórico,"El discurso expresa honor, orgullo y entusiasmo por participar en la ceremonia, lo que refleja una tonalidad afectiva positiva y de satisfacción. No hay indicios de malestar ni neutralidad, por lo que la emoción se clasifica como eufórica.",DISCURSO_048_FR_007,Público general argentino (tipo: paradestinatario),inspiration
Disfórico,"La emoción identificada es una amenaza, lo que implica una valoración negativa y de malestar. El discurso, al afirmar la autoridad del presidente como comandante en jefe y su participación en la ceremonia, se percibe como una posible intimidación o coacción hacia la supervisión civil y la autonomía de la oposición, lo que caracteriza una emoción disfórica.",DISCURSO_048_FR_007,Oposición política (la casta política) (tipo: contradestinatario),threat
Disfórico,"La emoción de resentimiento es inherentemente negativa, generando malestar y descontento. En este contexto, la percepción de favoritismo militar por parte del presidente provoca una reacción de desagrado y oposición, lo que se alinea con la categoría disfórica de emociones negativas.",DISCURSO_048_FR_007,Oposición política (la casta política) (tipo: contradestinatario),resentment
euforico,"El orgullo expresado al dirigirse a los graduados es una emoción positiva que implica satisfacción y entusiasmo por el logro de los recién egresados. Según las heurísticas, las emociones de alegría, entusiasmo o satisfacción se clasifican como eufórico, por lo que el orgullo en este contexto se interpreta como eufórico.",DISCURSO_048_FR_008,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Afórico,"La emoción de anticipación, tal como se presenta en el contexto de un discurso donde el presidente se dirige a los graduados, no muestra una polaridad claramente positiva (eufórica) ni negativa (disfórica). Se trata de una expectativa neutral sobre lo que se dirá, sin indicios de alegría intensa ni de malestar. Por lo tanto, la clasificación más adecuada según las heurísticas es afórica.",DISCURSO_048_FR_008,Público general argentino (paradestinatario),anticipación
disforico,"La indignación es una emoción negativa que expresa descontento y malestar frente a una situación percibida como injusta o manipuladora. En este caso, la oposición política siente que el discurso del presidente es una maniobra política dirigida a los graduados, lo que genera una reacción de disgusto y desagrado, caracterizando claramente una tonalidad disfórica.",DISCURSO_048_FR_008,Oposición política (la casta política) (contradestinatario),indignación
euforico,"El discurso expresa felicitaciones y reconocimiento a los graduados, generando una sensación de orgullo y satisfacción entre los miembros del partido y su base electoral. Esta expresión de alegría y orgullo corresponde a una emoción de tono positivo, por lo que se clasifica como eufórico.",DISCURSO_048_FR_009,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
euforico,"El discurso expresa felicitaciones y reconocimiento a los graduados, lo que genera una sensación de orgullo y satisfacción. La expresión ""mis más sinceras felicitaciones"" y el hecho de que se celebra la finalización de la formación básica para el servicio a la patria indican un tono positivo y alegre, característico de una emoción eufórica.",DISCURSO_048_FR_009,Público general argentino (tipo: paradestinatario),orgullo
Eufórico,"El orgullo expresado en la frase se presenta con un tono positivo, resaltando el logro y la transición de los graduados a la vida profesional. No hay indicios de malestar ni ambivalencia, por lo que la emoción se clasifica como eufórica.",DISCURSO_048_FR_010,Partido político de Javier Milei y su base electoral,orgullo
Eufórico,"La emoción identificada es esperanza, la cual es inherentemente positiva y se asocia con optimismo, entusiasmo y la expectativa de resultados favorables. En la clasificación propuesta, las emociones de tono positivo, alegría o satisfacción se clasifican como eufórico. Dado que la esperanza comparte estas características de positividad y motivación, se infiere que su carácter fórico es eufórico.",DISCURSO_048_FR_010,Partido político de Javier Milei y su base electoral,esperanza
euforico,"La emoción de orgullo se caracteriza por sentimientos de satisfacción y alegría ante el logro de los demás, lo que corresponde a un tono afectivo positivo. En el discurso se celebra la culminación de la formación militar y el inicio de una carrera de defensa, generando entusiasmo y orgullo en el público, por lo que la foria se clasifica como eufórica.",DISCURSO_048_FR_010,Público general argentino,orgullo
Eufórico,"El discurso busca inspirar entusiasmo y motivación en el público, resaltando la disciplina y el compromiso de los nuevos oficiales. La referencia a la exigencia permanente se presenta como un reto positivo que fomenta la superación y la satisfacción, lo que indica un tono de alegría y entusiasmo característico de una emoción eufórica.",DISCURSO_048_FR_010,Público general argentino,inspiración
Disfórico,"La ansiedad descrita en el discurso es una emoción negativa que implica preocupación, malestar y temor ante la posible pérdida de influencia. Estas características corresponden a un tono afectivo desfavorable, por lo que se clasifica como disfórico según la ontología y las heurísticas proporcionadas.",DISCURSO_048_FR_010,Oposición política (la casta política),ansiedad
Disfórico,"La emoción identificada es resentimiento, la cual se caracteriza por un tono negativo, malestar y desagrado hacia la situación percibida. En el contexto del discurso, la oposición política siente una amenaza a su posición, lo que genera una respuesta de descontento y hostilidad. Dado que el resentimiento implica una valoración negativa y una sensación de injusticia, se clasifica como disfórico según la ontología y las heurísticas proporcionadas.",DISCURSO_048_FR_010,Oposición política (la casta política),resentimiento
Eufórico,"El discurso celebra el logro de los graduados y su continuo aprendizaje, generando orgullo, lo cual se asocia con una emoción de tono positivo y satisfacción, caracterizada como eufórica.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
Eufórico,"El discurso expresa una visión positiva y esperanzadora, indicando que la nueva etapa será de aprendizaje continuo y beneficioso, lo que refleja alegría y entusiasmo, característicos de una emoción eufórica.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),esperanza
Eufórico,"El discurso transmite una perspectiva optimista y positiva, resaltando que las enseñanzas acompañarán a los oyentes durante el resto de sus vidas. La expresión de continuidad y crecimiento futuro genera entusiasmo y satisfacción, lo que corresponde al carácter eufórico según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),optimismo
Eufórico,"El discurso enfatiza la continuidad del aprendizaje y la idea de que las enseñanzas acompañarán a los oyentes por el resto de sus vidas, lo cual transmite entusiasmo y satisfacción positiva. No hay indicios de malestar o negatividad, por lo que la emoción se clasifica como eufórica.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),motivación
Eufórico,"El discurso transmite entusiasmo y optimismo al enfatizar la continuidad del aprendizaje y el acompañamiento de las enseñanzas a lo largo de la vida, lo que genera una emoción positiva y motivadora típica de la euforía.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),inspiración
Eufórico,"La emoción de esperanza se caracteriza por un tono positivo y optimista, generando entusiasmo y satisfacción ante la perspectiva de nuevas oportunidades de aprendizaje, lo que la clasifica como eufórica según la ontología.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),esperanza
euforico,"El discurso expresa una visión positiva y esperanzadora sobre el futuro de los graduados, resaltando la continuidad del aprendizaje y el acompañamiento de las enseñanzas a lo largo de sus vidas. Esta tonalidad claramente alegre y optimista corresponde al carácter eufórico.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),optimismo
Eufórico,"El discurso celebra el logro de los graduados, generando orgullo, una emoción positiva y de satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),orgullo
euforico,"El discurso expresa orgullo, una emoción positiva que implica satisfacción y admiración por los valores y héroes emancipadores. Este tono de satisfacción y entusiasmo se alinea con la categoría eufórica, ya que el orgullo se manifiesta como una alegría y orgullo interno que motiva la entrega simbólica de los sables.",DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,Orgullo
euforico,"La emoción de inspiración descrita en el discurso transmite entusiasmo, motivación y una sensación de orgullo y esperanza. El acto simbólico de entregar los sables, representando los principios y valores de los héroes emancipadores, genera un sentimiento positivo y de satisfacción que impulsa a los partidarios a seguir apoyando la causa. Este tono claramente positivo y alentador se alinea con la categoría eufórica, que se caracteriza por expresiones de alegría, entusiasmo y satisfacción.",DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,Inspiración
Eufórico,"El discurso enfatiza la entrega de símbolos de valor y gloria, generando entusiasmo y satisfacción en la audiencia. La emoción de motivación aquí se expresa con un tono positivo y alentador, característico de la euforia, pues busca inspirar acción y compromiso con la causa política.",DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,Motivación
euforico,"El discurso celebra la entrega de sables que simbolizan los valores de los héroes emancipadores, generando una sensación de orgullo, alegría y satisfacción en el público. Estas expresiones de entusiasmo y reconocimiento positivo corresponden a la tonalidad eufórica.",DISCURSO_048_FR_012,Público general argentino,Orgullo
Eufórico,"El discurso evoca orgullo y entusiasmo al referirse a los héroes emancipadores y la entrega simbólica de sables que representan valores patrióticos. La referencia a la historia y la identidad nacional genera una emoción positiva y celebratoria, típica de un tono eufórico.",DISCURSO_048_FR_012,Público general argentino,Patriotismo
Eufórico,"El discurso busca inspirar al público, evocando entusiasmo y motivación al presentar los sables como símbolos de principios y valores heroicos. La emoción de inspiración se caracteriza por un tono positivo y de satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_012,Público general argentino,Inspiración
disforico,"La emoción de indignación se caracteriza por un tono negativo y de malestar frente a la exclusión y la crítica a la casta política, lo que la clasifica como disfórica según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_012,Oposición política (la casta política),Indignación
disforico,"El sentimiento de resentimiento se caracteriza por una carga negativa, manifestada en malestar y descontento ante la percepción de polarización y falta de reconocimiento. Por lo tanto, la emoción identificada presenta un tono disfórico.",DISCURSO_048_FR_012,Oposición política (la casta política),Resentimiento
disforico,"El sentimiento de desprecio expresado en la frase es claramente negativo, reflejando desagrado y crítica hacia la oposición política. Este tono de malestar y desdén corresponde a la categoría de emoción disfórica según la ontología proporcionada.",DISCURSO_048_FR_012,Oposición política (la casta política),Desprecio
euforico,"El sentimiento de orgullo expresado en el discurso se caracteriza por una valoración positiva y de satisfacción hacia el símbolo del mando, alineado con los valores de orden, valor y gloria. La exaltación y el entusiasmo implícitos en la celebración del símbolo generan una tonalidad afectiva alegre y entusiasta, lo que corresponde a la categoría eufórica según las heurísticas establecidas.",DISCURSO_048_FR_013,Partido político de Javier Milei y su base electoral,orgullo
euforico,"El sentimiento de respeto descrito en el discurso es una emoción positiva que expresa admiración y reverencia hacia las Fuerzas Armadas y la ceremonia. Dado que la heurística clasifica las emociones positivas que implican satisfacción o entusiasmo como eufóricas, el respeto se ajusta a esta categoría de tono afectivo positivo.",DISCURSO_048_FR_013,Público general argentino,respeto
disforico,"La emoción de indignación expresa descontento y malestar ante la crítica a la casta política, lo que la coloca en la categoría de tono negativo, por lo tanto se clasifica como disfórico.",DISCURSO_048_FR_013,Oposición política (la casta política),indignación
euforico,"La emoción identificada es orgullo, la cual se caracteriza por un tono positivo, satisfacción y entusiasmo ante la idea de servir a la nación y cumplir con la Constitución. Este sentimiento de orgullo se alinea con la categoría eufórica, ya que implica alegría y satisfacción con la acción y el compromiso descritos en el discurso.",DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,orgullo
Eufórico,"La emoción de esperanza se manifiesta como una expectativa positiva de futuro, lo que la coloca en la categoría eufórica según la ontología, ya que implica optimismo y satisfacción ante la promesa de estabilidad y progreso.",DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,esperanza
Eufórico,"El llamado a la fidelidad y al compromiso con la constitución genera entusiasmo y motivación positiva, caracterizando una emoción de tono alegre y entusiasta.",DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,motivación
Eufórico,"El discurso evoca sentimientos de orgullo, lealtad y entusiasmo hacia la nación, característicos de una emoción positiva y celebratoria. La referencia al juramento de fidelidad y al compromiso de servicio a la nación genera una tonalidad alegre y motivadora, lo que indica un carácter eufórico.",DISCURSO_048_FR_014,Público general argentino,patriotismo
Eufórico,"El discurso evoca orgullo, una emoción positiva que se asocia con alegría, satisfacción y entusiasmo. La referencia a la entrega de sables, el juramento de fidelidad a la constitución y el compromiso con una vida de servicio a la nación resaltan la fortaleza institucional y la identidad nacional, generando un sentimiento de orgullo y satisfacción en la audiencia. Por lo tanto, la tonalidad afectiva es claramente eufórica.",DISCURSO_048_FR_014,Público general argentino,orgullo
euforico,"La emoción de esperanza se interpreta como positiva y optimista, lo que la coloca en la categoría eufórica según la ontología.",DISCURSO_048_FR_014,Público general argentino,esperanza
Disfórico,"El sentimiento de resentimiento expresado en el discurso es una emoción negativa, caracterizada por malestar y desagrado hacia la casta política. Por lo tanto, su tono afectivo se clasifica como disfórico.",DISCURSO_048_FR_014,Oposición política (la casta política),resentimiento
Disfórico,"La amenaza implica una intención de coacción y puede generar miedo, ansiedad y desconfianza, lo que corresponde a una emoción de tono negativo, por lo tanto disfórico.",DISCURSO_048_FR_014,Oposición política (la casta política),amenaza
euforico,"La emoción de orgullo se caracteriza por un tono positivo, satisfacción y entusiasmo ante los logros o valores compartidos. En el discurso se emplean expresiones de afirmación y llamado a la memoria de valores como orden, valor y gloria, lo que genera un sentimiento de logro y pertenencia, típicamente asociado a la euforia.",DISCURSO_048_FR_015,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
Eufórico,"El sentimiento de inspiración es positivo y motivador, lo que lo clasifica como eufórico.",DISCURSO_048_FR_015,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),inspiración
Eufórico,"El discurso emplea un tono inspirador y exhorta a la audiencia a recordar y seguir valores de orden, valor y gloria, generando entusiasmo y motivación positiva, lo que caracteriza una emoción eufórica.",DISCURSO_048_FR_015,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),motivación
euforico,"El discurso evoca orgullo, una emoción positiva y de satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_015,Público general argentino (tipo: paradestinatario),orgullo
euforico,"El discurso evoca entusiasmo y motivación al invitar al público a recordar valores fundamentales, lo que genera una emoción positiva y de satisfacción, caracterizando un tono eufórico.",DISCURSO_048_FR_015,Público general argentino (tipo: paradestinatario),inspiración
Eufórico,"El discurso evoca asombro ante la simbología militar y la exhortación a recordar valores de orden, valor y gloria, lo cual genera una emoción de admiración y entusiasmo positiva. Este tono de admiración y motivación se alinea con la categoría eufórica, caracterizada por expresiones de alegría, entusiasmo o satisfacción. No se detectan elementos negativos ni neutros que sugieran disfórico, afórico o ambifórico.",DISCURSO_048_FR_015,Público general argentino (tipo: paradestinatario),asombro
Disfórico,"La emoción identificada es indignación, la cual se caracteriza por un tono negativo, de malestar y descontento frente a una situación percibida como injusta o amenazante. Según las heurísticas de foria, las emociones negativas se clasifican como disfórico, por lo que la indignación se asigna a esta categoría.",DISCURSO_048_FR_015,Oposición política (la casta política) (tipo: contradestinatario),indignación
Disfórico,"El sentimiento de resentimiento expresado en el discurso implica una valoración negativa y de malestar hacia la oposición política, lo que corresponde a la tonalidad afectiva disfórica según las reglas heurísticas.",DISCURSO_048_FR_015,Oposición política (la casta política) (tipo: contradestinatario),resentimiento
euforico,"La emoción identificada es orgullo, la cual se expresa mediante un tono positivo, de satisfacción y entusiasmo hacia los logros y la identidad del grupo. El discurso alogia a los graduados como guía para la patria, generando un sentimiento de orgullo y pertenencia que se alinea con la definición de emoción eufórica. Por lo tanto, el carácter fórico de la emoción es eufórico.",DISCURSO_048_FR_016,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
euforico,"El discurso emplea un tono positivo y motivador al presentar a los oficiales como el norte, generando entusiasmo y satisfacción en la audiencia, lo que caracteriza la emoción como eufórica.",DISCURSO_048_FR_016,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),motivación
Eufórico,"El discurso celebra a los militares como guías de la patria, generando una sensación de orgullo y satisfacción en el público. Esta expresión de admiración y alegría corresponde a una emoción de tono positivo y alegre, por lo que se clasifica como eufórica.",DISCURSO_048_FR_016,Público general argentino (tipo: paradestinatario),orgullo
euforico,"El discurso transmite entusiasmo y motivación positiva, alentando al público a valorar el servicio militar y aspirar a una vida guiada por valores patrióticos. Esta tonalidad alegre y de satisfacción corresponde al carácter eufórico.",DISCURSO_048_FR_016,Público general argentino (tipo: paradestinatario),inspiración
Disfórico,"La indignación es una emoción negativa que expresa descontento, enojo y rechazo ante una situación percibida como injusta o amenazante. En el contexto del discurso, la oposición política interpreta la exaltación militar como una crítica a la casta política, lo que genera un sentimiento de malestar y frustración, característicos de una emoción disfórica.",DISCURSO_048_FR_016,Oposición política (la casta política) (tipo: contradestinatario),indignación
Disfórico,"El miedo es una emoción negativa que genera malestar y temor, por lo que se clasifica como disfórico.",DISCURSO_048_FR_016,Oposición política (la casta política) (tipo: contradestinatario),miedo
euforico,"El discurso expresa orgullo, una emoción positiva que implica satisfacción y entusiasmo por los logros futuros. No hay indicios de malestar ni ambivalencia, por lo que se clasifica como eufórico según la ontología y las heurísticas proporcionadas.",DISCURSO_048_FR_017,Partido político de Javier Milei y su base electoral,orgullo
Eufórico,"El discurso expresa una confianza plena y optimismo respecto al futuro del partido, con la expectativa de que los graduados logren orgullo y satisfacción en la población. Este tono positivo, de entusiasmo y esperanza, se alinea con la categoría eufórica, que engloba emociones de alegría, entusiasmo o satisfacción.",DISCURSO_048_FR_017,Partido político de Javier Milei y su base electoral,esperanza
euforico,"El discurso expresa una confianza plena y positiva: el hablante afirma que no tiene duda de que los graduados lograrán que todos los argentinos de bien se sientan orgullosos. Esta certeza y expectativa de resultados positivos se alinean con una tonalidad afectiva alegre y entusiasta, caracterizando la emoción como eufórica.",DISCURSO_048_FR_017,Partido político de Javier Milei y su base electoral,confianza
euforico,"La emoción identificada es orgullo, la cual se manifiesta como una valoración positiva y de satisfacción hacia los graduados. El discurso expresa entusiasmo y confianza en que los graduados harán que el público argentino se sienta orgulloso, lo cual corresponde a una tonalidad afectiva alegre y positiva, caracterizada por la categoría eufórica según la ontología y las heurísticas proporcionadas.",DISCURSO_048_FR_017,Público general argentino,orgullo
euforico,"La emoción identificada es esperanza, la cual se expresa mediante una expectativa positiva y optimista sobre el futuro. El discurso utiliza verbos y adjetivos que refuerzan la confianza y el orgullo que se espera generar, lo que indica un tono afectivo claramente positivo. Según las heurísticas, este tipo de emoción se clasifica como eufórica.",DISCURSO_048_FR_017,Público general argentino,esperanza
Eufórico,"El discurso expresa una expectativa positiva y de confianza en el futuro de los graduados, con frases como ""no tengo duda"" y la promesa de que ""todos los argentinos de bien estemos orgullosos de ustedes"". Este tono de seguridad y optimismo se alinea con la categoría eufórica, que corresponde a emociones de alegría, entusiasmo o satisfacción.",DISCURSO_048_FR_017,Público general argentino,confianza
Eufórico,"El orgullo expresado en el discurso es una emoción positiva que refleja satisfacción y entusiasmo ante el momento histórico, por lo que se clasifica como eufórico.",DISCURSO_048_FR_018,Partido político de Javier Milei y su base electoral,orgullo
euforico,"El discurso expresa una expectativa positiva y optimista sobre el futuro, al referirse al momento histórico como cargado de significado que puede influir favorablemente en las acciones y compromisos. Esta valoración de la situación como potencialmente beneficiosa y la intención de inspirar esperanza se alinean con la tonalidad afectiva eufórica, caracterizada por alegría, entusiasmo y satisfacción.",DISCURSO_048_FR_018,Partido político de Javier Milei y su base electoral,esperanza
aforico,"La emoción identificada es curiosidad, la cual se considera una emoción neutra sin polaridad clara, similar al interés. Según la heurística, las emociones de tipo interés o curiosidad suelen clasificarse como afórico, ya que no expresan alegría ni malestar, sino simplemente una apertura a la información y la reflexión.",DISCURSO_048_FR_018,Público general argentino,curiosidad
Eufórico,"La emoción identificada es esperanza, la cual se caracteriza por un tono positivo y optimista. En el discurso se enfatiza el significado especial de las acciones y compromisos, lo que genera una sensación de posibilidad y futuro mejor, sin manifestar malestar ni neutralidad. Por lo tanto, la esperanza se clasifica como eufórica según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_018,Público general argentino,esperanza
Afórico,"El escepticismo se caracteriza por una postura de duda o cuestionamiento que no necesariamente implica una valoración emocional positiva o negativa fuerte. En el contexto del discurso, la oposición percibe la afirmación como una declaración de valor que cuestiona su posición, generando una actitud de escepticismo que se alinea con una tonalidad neutra, sin una polaridad claramente positiva o negativa. Por lo tanto, la emoción identificada se clasifica como afórica.",DISCURSO_048_FR_018,Oposición política (la casta política),escepticismo
Disfórico,"La emoción identificada es incredulidad, la cual implica una reacción de escepticismo y desconfianza ante la interpretación del presidente. Este sentimiento se caracteriza por una tonalidad negativa y de malestar, por lo que se clasifica como disfórico según la ontología y las heurísticas de inferencia de foria.",DISCURSO_048_FR_018,Oposición política (la casta política),incredulidad
Eufórico,"El sentimiento de orgullo se expresa con tono positivo y satisfacción por los logros alcanzados, lo que indica una emoción eufórica.",DISCURSO_048_FR_019,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Eufórico,"La frase expresa una expectativa positiva de reversión de una situación miserable, generando optimismo y esperanza, lo que corresponde a un tono eufórico.",DISCURSO_048_FR_019,Partido político de Javier Milei y su base electoral (prodestinatario),esperanza
Eufórico,"El reconocimiento de que se ha empezado a revertir la realidad miserable sugiere una sensación de satisfacción con los avances logrados, lo cual corresponde a una emoción de tono positivo, alegría o satisfacción, clasificándose como eufórico.",DISCURSO_048_FR_019,Partido político de Javier Milei y su base electoral (prodestinatario),satisfacción
euforico,"El discurso expresa una expectativa positiva y optimista de que la realidad miserable está siendo revertida, lo que genera una sensación de esperanza y entusiasmo. Este tono positivo y de satisfacción se alinea con la categoría eufórica según la ontología y las heurísticas de inferencia de foria.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),esperanza
Eufórico,"La emoción identificada es alivio, la cual se caracteriza por un tono positivo y de satisfacción ante la reducción de una situación adversa. En el discurso se menciona que la realidad miserable está siendo revertida, lo que genera un sentimiento de alivio y, por tanto, un carácter eufórico.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),alivio
euforico,"El discurso expresa un reconocimiento positivo y de satisfacción por el esfuerzo colectivo que ha revertido una realidad miserable, lo que genera orgullo, una emoción de tono positivo y de satisfacción. Según las heurísticas, este tipo de emoción se clasifica como eufórica.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),orgullo
Disfórico,"La emoción identificada es ira, la cual es una emoción negativa y de malestar. Según las heurísticas, las emociones negativas se clasifican como disfórico. Por lo tanto, la FORIA de la ira expresada en el discurso es disfórico.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),ira
Disfórico,"La emoción identificada es ira, la cual es una emoción negativa que genera malestar y desagrado. El discurso acusa a la casta política de imponer una realidad miserable, lo que provoca una reacción de ira en el grupo opositor, caracterizando claramente una tonalidad disfórica.",DISCURSO_048_FR_019,Oposición política (la casta política) (contradestinatario),ira
Disfórico,"La emoción de frustración expresada en el discurso refleja un tono negativo y de malestar frente a la imposición de una realidad miserable por parte de la casta política, lo que indica claramente una polaridad desfavorable.",DISCURSO_048_FR_019,Oposición política (la casta política) (contradestinatario),frustración
Disfórico,"La emoción identificada es indignación, la cual expresa un sentimiento de enojo y descontento ante una situación percibida como injusta. Este tono es claramente negativo y de malestar, por lo que corresponde al carácter fórico disfórico según la ontología y las heurísticas proporcionadas.",DISCURSO_048_FR_019,Oposición política (la casta política) (contradestinatario),indignación
Disfórico,"La emoción identificada es indignación, la cual se caracteriza por un tono negativo y de malestar frente a una injusticia percibida. En el discurso se critica a la casta y se señala su legado nefasto, generando una respuesta de desagrado y frustración. Por lo tanto, la tonalidad afectiva es claramente negativa, lo que corresponde al foria Disfórico.",DISCURSO_048_FR_020,Partido político de Javier Milei y su base electoral (prodestinatario),indignación
Disfórico,"La emoción identificada es indignación, la cual expresa descontento y enojo ante una situación percibida como injusta o dañina. Este tono claramente negativo se alinea con la categoría de FORIA disfórica, que corresponde a emociones de malestar o desagrado.",DISCURSO_048_FR_020,Público general argentino (paradestinatario),indignación
Disfórico,"La emoción identificada es ira, la cual se caracteriza por un tono negativo, de malestar o desagrado. Según la ontología y las heurísticas, las emociones negativas se clasifican como disfórico.",DISCURSO_048_FR_020,Oposición política (la casta política) (contradestinatario),ira
Disfórico,"La emoción de indignación expresa descontento y malestar ante la crítica a la casta política, lo que la coloca en el rango de emociones negativas, por lo tanto se clasifica como disfórico.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Indignación
Disfórico,"La frase expresa ira al acusar a los opositores de desprestigiar y señalar la pérdida de años de desarrollo, lo que indica un tono negativo y de malestar característico de la emoción de ira, clasificándose como disfórico.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Ira
Disfórico,"La frase expresa frustración al señalar la pérdida de años valiosos y la crítica de fuerzas externas, lo que genera un tono negativo y de malestar, característico de una emoción disfórica.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Frustración
Disfórico,"El discurso expresa una clara sensación de desilusión y pérdida, caracterizada por la crítica a quienes, a pesar de hablar de soberanía, perjudicaron el desarrollo militar. La tonalidad negativa y el sentimiento de malestar asociado a la pérdida de años valiosos indican una emoción disfórica.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Desilusión
Disfórico,"La emoción de indignación expresa descontento, frustración y enojo ante la crítica injusta y la pérdida de tiempo, lo cual corresponde a un tono negativo y de malestar, característico de la categoría disfórica.",DISCURSO_048_FR_021,Público general argentino,Indignación
