dominancia,justificacion,recorte_id,experienciador,tipo_emocion
Cognoscitiva,"El discurso se centra en la condena del secuestro ilegal y la anticipación de una respuesta defensiva por parte de la oposición, lo que implica juicios, evaluaciones y pensamientos críticos. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la dominancia de la emoción de defensa se basa principalmente en el aspecto cognitivo.",DISCURSO_048_FR_002,contradestinatario,defensa
Cognoscitiva,"El discurso expresa indignación principalmente a través de juicios y evaluaciones morales: se condena a Maduro como ""dictador criminal"" y se critica la detención por un delito tan leve. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",DISCURSO_048_FR_003,prodestinatario,indignación
Cognoscitiva,"La ira expresada en el discurso se fundamenta principalmente en juicios y evaluaciones morales sobre la acusación de criminalidad y la represión del dictador Nicolás Maduro. El texto enfatiza la percepción de injusticia y la crítica a la autoridad, lo que indica que la emoción se origina en procesos cognitivos de valoración y condena, más que en manifestaciones físicas explícitas.",DISCURSO_048_FR_003,prodestinatario,ira
Cognoscitiva,"El orgullo expresado en el discurso se fundamenta en la valoración y reconocimiento de la acción de Milei como defensor de la libertad frente a un régimen opresivo. No se menciona ninguna manifestación física, gesto o sensación corporal asociada a la emoción; la referencia se centra en la evaluación positiva de la conducta de Milei y la interpretación de su valentía. Por lo tanto, la dominancia de la emoción identificada es cognoscitiva, basada en juicios y evaluaciones mentales.",DISCURSO_048_FR_003,prodestinatario,orgullo
Cognoscitiva,"La indignación se manifiesta principalmente a través de juicios y evaluaciones morales sobre la injusticia percibida (la represión por parte de Maduro). No se indican manifestaciones corporales o sensaciones físicas, por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_003,paradestinatario,indignación
Cognoscitiva,"La emoción de ira se desencadena principalmente por la evaluación cognitiva de la injusticia percibida: la audiencia neutra interpreta la detención como un acto arbitrario y cruel, lo que genera juicios negativos y pensamientos críticos sobre la actuación de las fuerzas de seguridad. No se menciona manifestaciones físicas explícitas, por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_003,paradestinatario,ira
Cognoscitiva,"La empatía en este contexto se manifiesta principalmente a través de juicios y evaluaciones sobre la injusticia del arresto, lo que indica una dominancia cognoscitiva. No se observan indicios de manifestaciones físicas o sensaciones corporales asociadas a la emoción, por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_003,paradestinatario,empatía
Cognoscitiva,"La indignación del contradestinatario se basa en la evaluación crítica de la acción de detención como injusta y política, sin indicios de manifestaciones corporales explícitas; por lo tanto, la dominancia es cognoscitiva.",DISCURSO_048_FR_003,contradestinatario,indignación
Cognoscitiva,"La frustración descrita surge principalmente de la evaluación cognitiva de la situación: el hablante percibe que se le acusa indirectamente de apoyar a un régimen opresivo, lo que genera un juicio de injusticia y bloqueo de metas. No se menciona manifestaciones físicas explícitas, por lo que la dominancia se identifica como cognoscitiva.",DISCURSO_048_FR_003,contradestinatario,frustración
Cognoscitiva,"El discurso de indignación se manifiesta principalmente a través de juicios y evaluaciones racionales: la expresión ""exigimos su liberación inmediata"" y la promesa de ""agotar todas las vías diplomáticas"" reflejan una valoración crítica de la injusticia percibida y una planificación de acciones basadas en la lógica política. No se observan indicios de manifestaciones corporales explícitas (sensaciones físicas, gestos), por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_004,Partido político de Javier Milei y su base electoral (prodestinatario),indignación
Cognoscitiva,"La frase muestra una intención firme y planificada, con verbos de acción y compromiso, reflejando juicios y evaluaciones de la situación, sin indicios de manifestaciones corporales.",DISCURSO_048_FR_004,Partido político de Javier Milei y su base electoral (prodestinatario),determinación
Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre la posibilidad de un resultado positivo. En la frase se expresa la expectativa de que la liberación sea exitosa y se planifican acciones concretas (agotar vías diplomáticas) para lograrlo, lo que indica una valoración cognitiva de la situación sin referencia a sensaciones corporales. Por lo tanto, la dominancia es cognoscitiva.",DISCURSO_048_FR_004,Público general argentino (paradestinatario),esperanza
cognoscitiva,"La emoción de frustración se manifiesta principalmente a través de juicios y evaluaciones cognitivas sobre la imposibilidad de lograr el objetivo de liberar al individuo. En el discurso no aparecen indicios de manifestaciones físicas o sensaciones corporales; la expresión se centra en la demanda y la evaluación de las vías diplomáticas como medios para alcanzar la meta, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_004,Oposición política (la casta política) (contradestinatario),frustración
Cognoscitiva,"El sentimiento de orgullo se manifiesta principalmente a través de la valoración y reconocimiento verbal de los logros militares y la posición del partido, sin indicios de manifestaciones físicas o sensaciones corporales. La expresión se centra en juicios y evaluaciones sobre el desempeño y la importancia de los nuevos egresados, lo que indica una dominancia cognoscitiva de la emoción.",DISCURSO_048_FR_005,Partido político de Javier Milei y su base electoral,pride
Cognoscitiva,"El discurso expresa respeto a través de juicios y evaluaciones sociales: se saluda a altos cargos, se reconoce la presencia de los integrantes del poder ejecutivo y se destaca la importancia de los nuevos egresados. No se menciona ninguna manifestación física, gesto corporal ni sensación sensorial, por lo que la emoción se manifiesta principalmente en el ámbito cognitivo.",DISCURSO_048_FR_005,Partido político de Javier Milei y su base electoral,respect
Cognoscitiva,"El discurso expresa solidaridad principalmente a través de la valoración y reconocimiento verbal de los distintos rangos militares, enfatizando la unidad y el compromiso del partido con las fuerzas armadas. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción se manifiesta en juicios y evaluaciones cognitivas.",DISCURSO_048_FR_005,Partido político de Javier Milei y su base electoral,solidarity
Cognoscitiva,"El discurso muestra confianza mediante la valoración positiva de la autoridad y la seguridad nacional, sin manifestaciones físicas; por tanto la dominancia es cognoscitiva.",DISCURSO_048_FR_005,Partido político de Javier Milei y su base electoral,confidence
Mixta,"El discurso muestra indicios tanto corporales como cognoscitivos. La acción de saludar al ministro, a los jefes del Estado Mayor y a los egresados implica gestos físicos (saludo, posible gesto de respeto) que indican una manifestación corporal. Al mismo tiempo, el contenido del mensaje expresa una valoración y reconocimiento de la institución militar y sus integrantes, lo que constituye un juicio evaluativo y una actitud de respeto, característico de la dominancia cognoscitiva. La combinación de estos dos tipos de indicios sugiere una dominancia mixta para la emoción de respeto.",DISCURSO_048_FR_005,Público general argentino,respect
Cognoscitiva,"El discurso se centra en la valoración y reconocimiento de la profesionalidad y el compromiso de los nuevos oficiales, lo que implica juicios y evaluaciones mentales sobre su desempeño. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la emoción de admiración se expresa principalmente a nivel cognitivo.",DISCURSO_048_FR_005,Público general argentino,admiration
Cognoscitiva,"El sentimiento de escepticismo se manifiesta principalmente a través de juicios y evaluaciones críticas sobre la intención del presidente y la relación entre el Estado y las fuerzas armadas. No se describen manifestaciones físicas o gestos que indiquen una respuesta corporal dominante; por lo tanto, la dominancia se ubica en el ámbito cognoscitivo.",DISCURSO_048_FR_005,Oposición política (la casta política),skepticism
Cognoscitiva,"El resentimiento del experienciador se expresa principalmente mediante juicios y evaluaciones sobre la aparente preferencia del presidente hacia las fuerzas armadas, sin indicios de manifestaciones corporales o sensaciones físicas. Por lo tanto, la dominancia de la emoción es cognoscitiva.",DISCURSO_048_FR_005,Oposición política (la casta política),resentment
Cognoscitiva,"El sentimiento de gratitud se manifiesta principalmente a través de la valoración y reconocimiento verbal de la presencia de los asistentes, sin indicios de manifestaciones físicas o gestos que sugieran una dominancia corporal. Por lo tanto, la emoción se interpreta como predominantemente cognoscitiva.",DISCURSO_048_FR_006,Partido político de Javier Milei y su base electoral,gratitud
Cognoscitiva,"El discurso expresa gratitud mediante un reconocimiento verbal a la presencia de los asistentes, lo que implica juicios y evaluaciones de valor (apreciación, reconocimiento). No se menciona manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se ubica en el ámbito cognoscitivo.",DISCURSO_048_FR_006,Público general argentino,gratitud
Cognoscitiva,"El discurso expresa el sentimiento de orgullo a través de la valoración cognitiva de la situación (“es un honor para mí”), sin mencionar manifestaciones físicas o sensaciones corporales. Por lo tanto, la dominancia de la emoción identificada se clasifica como cognoscitiva.",DISCURSO_048_FR_007,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),pride
Cognoscitiva,"La emoción de admiración se manifiesta principalmente a través de juicios y evaluaciones cognitivas, como el reconocimiento del honor y el compromiso del presidente con las fuerzas armadas. No se observan indicios de manifestaciones físicas o sensaciones corporales, por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_007,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),admiration
Cognoscitiva,"El sentimiento de respeto se basa principalmente en la valoración y reconocimiento de la posición y el honor del presidente como figura de autoridad y comandante de las fuerzas armadas. No se menciona manifestaciones físicas o sensaciones corporales, sino una apreciación intelectual y evaluativa de su papel y la ceremonia, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_007,Público general argentino (tipo: paradestinatario),respect
Cognoscitiva,"El discurso enfatiza el reconocimiento de un honor y la participación en una ceremonia, lo que sugiere una valoración y evaluación mental de la importancia del acto. No se mencionan sensaciones físicas ni gestos explícitos, por lo que la emoción de inspiración se manifiesta principalmente a través de juicios y pensamientos sobre el significado del evento.",DISCURSO_048_FR_007,Público general argentino (tipo: paradestinatario),inspiration
Cognoscitiva,"El sentimiento de amenaza se basa en la evaluación de la posición de poder del presidente y su participación en la ceremonia, lo que se percibe como una posible interferencia en la autonomía de la oposición; no hay indicios de manifestaciones corporales, por lo que la dominancia es cognoscitiva.",DISCURSO_048_FR_007,Oposición política (la casta política) (tipo: contradestinatario),threat
Cognoscitiva,"El resentimiento en la oposición se origina principalmente en la evaluación cognitiva de la situación: perciben que el presidente favorece a las fuerzas armadas, lo que genera una sensación de injusticia y favoritismo. No se observan indicios claros de manifestaciones corporales (sensaciones físicas o gestos) asociados a la emoción, por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_007,Oposición política (la casta política) (tipo: contradestinatario),resentment
Cognoscitiva,"El orgullo expresado al dirigirse a los graduados se fundamenta principalmente en juicios y evaluaciones sobre el logro y la excelencia alcanzada por los recién titulados. No se observan indicios de manifestaciones físicas o sensaciones corporales asociadas a la emoción, lo que indica que la dominancia se sitúa en el ámbito cognitivo.",DISCURSO_048_FR_008,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Cognoscitiva,"La emoción de anticipación se manifiesta principalmente a través de juicios y evaluaciones mentales sobre lo que se espera que el presidente diga a los graduados. No se describen manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se ubica en el dominio cognoscitivo.",DISCURSO_048_FR_008,Público general argentino (paradestinatario),anticipación
Cognoscitiva,"La indignación del opositor se basa principalmente en juicios y evaluaciones sobre la percepción de una maniobra política injusta, sin evidencia de manifestaciones corporales explícitas en el contexto proporcionado.",DISCURSO_048_FR_008,Oposición política (la casta política) (contradestinatario),indignación
Cognoscitiva,"El discurso expresa orgullo a través de juicios y evaluaciones sobre el logro de los graduados, sin mencionar manifestaciones físicas o sensaciones corporales. La felicitación se centra en reconocer el esfuerzo y la elección de servicio a la patria, lo que indica una dominancia cognoscitiva de la emoción.",DISCURSO_048_FR_009,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
Cognoscitiva,"El orgullo expresado en el discurso se manifiesta principalmente a través de juicios y evaluaciones: el reconocimiento de la finalización de la formación básica y la felicitación por la elección de servir a la patria implican una valoración positiva de la acción y del logro. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la dominancia se ubica en el dominio cognoscitivo.",DISCURSO_048_FR_009,Público general argentino (tipo: paradestinatario),orgullo
Cognoscitiva,"El orgullo expresado se basa en la valoración de los logros académicos y la transición a la vida profesional, alineándose con los valores del partido y la base electoral. La frase enfatiza juicios y evaluaciones de éxito y pertenencia, sin indicios claros de manifestaciones corporales, por lo que la dominancia es cognoscitiva.",DISCURSO_048_FR_010,Partido político de Javier Milei y su base electoral,orgullo
Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre el futuro, como la expectativa de que la nueva generación cumplirá con los ideales del partido. En el discurso no se mencionan manifestaciones físicas o sensaciones corporales, sino una valoración positiva y una proyección hacia adelante, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_010,Partido político de Javier Milei y su base electoral,esperanza
Cognoscitiva,"El orgullo expresado por el público general argentino se manifiesta principalmente a través de juicios y evaluaciones positivas sobre la culminación de la formación militar y el inicio de la carrera profesional de los estudiantes. No se observan indicios de manifestaciones corporales explícitas (sensaciones físicas, gestos), por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_010,Público general argentino,orgullo
Cognoscitiva,"La emoción de inspiración se manifiesta principalmente a través de juicios y evaluaciones sobre la disciplina y el compromiso que se exige en la vida profesional. El discurso invita al público a reflexionar sobre la exigencia permanente y a motivarse cognitivamente, sin enfatizar manifestaciones físicas explícitas.",DISCURSO_048_FR_010,Público general argentino,inspiración
Cognoscitiva,"La ansiedad descrita se centra en la evaluación de la pérdida de influencia y la presión constante que se espera en la vida profesional, lo que indica que la emoción se manifiesta principalmente a través de juicios y pensamientos sobre la situación, sin indicios explícitos de manifestaciones corporales.",DISCURSO_048_FR_010,Oposición política (la casta política),ansiedad
Cognoscitiva,"El resentimiento se manifiesta principalmente en juicios y evaluaciones sobre la amenaza percibida a la posición política de la oposición, sin evidencia de manifestaciones corporales explícitas en el discurso. La percepción de injusticia y la valoración crítica de la amenaza generan una respuesta cognitiva dominante.",DISCURSO_048_FR_010,Oposición política (la casta política),resentimiento
Cognoscitiva,"El orgullo se manifiesta principalmente a través de la valoración cognitiva de los logros alcanzados y la expectativa de aprendizaje futuro, sin indicios claros de manifestaciones corporales predominantes.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
Cognoscitiva,"La frase expresa una expectativa positiva y una valoración esperanzadora sobre el futuro, centrada en la idea de aprendizaje continuo y en las enseñanzas que perdurarán. No se mencionan sensaciones físicas ni gestos, por lo que la emoción se manifiesta principalmente a través de juicios y evaluaciones cognitivas.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),esperanza
Cognoscitiva,"El discurso enfatiza la expectativa de aprendizaje continuo y el acompañamiento de las enseñanzas a lo largo de la vida, lo cual se basa en juicios y evaluaciones futuras, sin referencias a sensaciones físicas, por lo que la dominancia es cognoscitiva.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),optimismo
Cognoscitiva,"El discurso enfatiza la continuidad del aprendizaje y el acompañamiento de las enseñanzas a lo largo de la vida, lo que refleja juicios, evaluaciones y pensamientos sobre el futuro y el desarrollo personal. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",DISCURSO_048_FR_011,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),motivación
Cognoscitiva,"El discurso enfatiza la reflexión sobre el cierre de una etapa y el inicio de otra de aprendizaje continuo, lo que implica juicios, evaluaciones y pensamientos motivacionales. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción de inspiración se manifiesta principalmente en el dominio cognitivo.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),inspiración
Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones mentales sobre el futuro: la frase indica que, aunque termina una etapa, comienza otra de aprendizaje continuo y de enseñanzas que acompañarán la vida. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se ubica en el dominio cognoscitivo.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),esperanza
cognoscitiva,"El discurso expresa una visión optimista sobre el futuro de los graduados, enfocándose en la idea de que seguirán aprendiendo y que esas enseñanzas los acompañarán toda la vida. Esta valoración positiva y esperanzadora se basa en juicios y evaluaciones mentales sobre el futuro, sin mencionar manifestaciones físicas o sensaciones corporales. Por lo tanto, la dominancia de la emoción identificada (optimismo) se clasifica como cognoscitiva.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),optimismo
Cognoscitiva,"El orgullo expresado en el discurso se fundamenta en la valoración y reconocimiento de los logros alcanzados por los graduados, así como en la expectativa de futuros aprendizajes. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción se manifiesta principalmente a través de juicios y evaluaciones cognitivas.",DISCURSO_048_FR_011,Público general argentino (tipo: paradestinatario),orgullo
Cognoscitiva,"El discurso enfatiza la valoración de los principios y valores de los héroes emancipadores, lo que implica un juicio positivo y una evaluación de la identidad colectiva. No se menciona manifestaciones físicas ni sensaciones corporales, por lo que la emoción de orgullo se presenta principalmente en el dominio cognitivo.",DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,Orgullo
Cognoscitiva,"El discurso enfatiza la entrega simbólica de los sables como representación de los principios y valores de los héroes emancipadores, lo que provoca una valoración cognitiva de significado histórico y moral. No se describen sensaciones físicas ni gestos corporales, por lo que la emoción de inspiración se manifiesta principalmente a través de juicios y evaluaciones mentales sobre la causa y la motivación que ello genera.",DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,Inspiración
Cognoscitiva,"El discurso se centra en la entrega simbólica de los sables, que representan principios y valores, y en la expectativa de que la base participe activamente. No se mencionan sensaciones físicas ni gestos, sino juicios y evaluaciones sobre la importancia de los símbolos y la acción futura. Por lo tanto, la motivación se manifiesta principalmente en el ámbito cognitivo.",DISCURSO_048_FR_012,Partido político de Javier Milei y su base electoral,Motivación
Cognoscitiva,"El discurso enfatiza la valoración y reconocimiento de los principios y valores de los héroes emancipadores, lo que provoca una evaluación positiva y un sentimiento de orgullo basado en juicios y pensamientos sobre la identidad y la historia. No se menciona manifestaciones físicas explícitas, por lo que la dominancia se ubica en el ámbito cognoscitivo.",DISCURSO_048_FR_012,Público general argentino,Orgullo
Cognoscitiva,"El discurso evoca la reflexión sobre los héroes emancipadores y los valores que representan, centrándose en juicios y evaluaciones simbólicas más que en manifestaciones físicas. La referencia a la entrega de sables como símbolo de principios y valores sugiere una predominancia cognitiva en la emoción de patriotismo.",DISCURSO_048_FR_012,Público general argentino,Patriotismo
Cognoscitiva,"El discurso evoca reflexión sobre los principios y valores de los héroes emancipadores, centrándose en juicios y evaluaciones históricas y morales. No se describen manifestaciones físicas ni sensaciones corporales, por lo que la emoción de inspiración se manifiesta principalmente en el ámbito cognitivo.",DISCURSO_048_FR_012,Público general argentino,Inspiración
Cognoscitiva,"La indignación se origina principalmente en la evaluación cognitiva de una injusticia percibida: la exclusión de la oposición política de la narrativa de los héroes emancipadores. El discurso provoca juicios sobre la legitimidad y la equidad, lo que indica que la emoción se manifiesta principalmente a través de procesos mentales y evaluaciones, caracterizando una dominancia cognoscitiva.",DISCURSO_048_FR_012,Oposición política (la casta política),Indignación
Cognoscitiva,"El sentimiento de resentimiento del grupo opositor se manifiesta principalmente a través de juicios y evaluaciones sobre la falta de reconocimiento y la polarización política. La frase sugiere una entrega simbólica que el grupo percibe como insuficiente o despectiva, lo que genera una valoración negativa y una sensación de injusticia. No se observan indicios claros de manifestaciones corporales (sensaciones físicas o gestos) en el contexto proporcionado, por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_012,Oposición política (la casta política),Resentimiento
cognoscitiva,"El sentimiento de desprecio se manifiesta principalmente a través de juicios y evaluaciones sobre la casta política, sin indicios de manifestaciones físicas o sensaciones corporales. La crítica implícita y la exaltación de valores militares generan una valoración negativa y despectiva, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_012,Oposición política (la casta política),Desprecio
Cognoscitiva,"El orgullo se manifiesta principalmente a través de juicios y evaluaciones sobre la identidad y los logros del grupo. En el discurso se celebra el símbolo del mando como emblema de orden, valor y gloria, lo que implica una valoración positiva y un reconocimiento de la propia identidad colectiva. No se observan indicios de manifestaciones corporales explícitas, por lo que la dominancia es cognoscitiva.",DISCURSO_048_FR_013,Partido político de Javier Milei y su base electoral,orgullo
Cognoscitiva,"El sentimiento de respeto se manifiesta principalmente a través de juicios y evaluaciones sobre el símbolo del mando (el sable) y su significado para la carrera militar. La frase invita a valorar la autoridad y la tradición, lo que implica un proceso cognitivo de reconocimiento y valoración, sin evidenciar manifestaciones físicas explícitas.",DISCURSO_048_FR_013,Público general argentino,respeto
Cognoscitiva,"El sentimiento de indignación se manifiesta principalmente a través de juicios y evaluaciones morales sobre la situación política y militar descrita. No se observan indicios de manifestaciones físicas o sensaciones corporales en el discurso; la crítica se centra en la valoración de la conducta de la casta política y la defensa de la relación entre Estado y Fuerzas Armadas, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_013,Oposición política (la casta política),indignación
Cognoscitiva,"El orgullo expresado en el discurso se fundamenta principalmente en juicios y evaluaciones sobre la identidad y los valores del partido y su base electoral. Se destaca la alineación con la Constitución y el compromiso con el servicio a la nación, lo que genera una valoración positiva y un sentido de superioridad o mérito interno. No se mencionan manifestaciones físicas, sensaciones corporales ni gestos, por lo que la dominancia de la emoción se ubica en el dominio cognoscitivo.",DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,orgullo
cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre el futuro, como la expectativa de estabilidad y progreso que se menciona en el discurso. No se describen manifestaciones físicas o sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,esperanza
Cognoscitiva,"El discurso se centra en la promesa de un juramento de fidelidad y el compromiso de una vida entera de servicio, lo que implica juicios, evaluaciones y pensamientos sobre la obligación y la causa. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la emoción de motivación se manifiesta principalmente en el dominio cognitivo.",DISCURSO_048_FR_014,Partido político de Javier Milei y su base electoral,motivación
Cognoscitiva,"El discurso enfatiza el compromiso intelectual y la valoración de la Constitución y el servicio a la nación, manifestando una emoción basada en juicios, valores y decisiones de lealtad, sin indicios claros de manifestaciones corporales.",DISCURSO_048_FR_014,Público general argentino,patriotismo
Cognoscitiva,"El orgullo expresado en la frase se fundamenta en la valoración y reconocimiento de la fortaleza institucional y el compromiso con la nación, aspectos que se perciben principalmente a través de juicios y evaluaciones mentales. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la dominancia de la emoción se ubica en el dominio cognoscitivo.",DISCURSO_048_FR_014,Público general argentino,orgullo
Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre el futuro, como la expectativa de un futuro prometedor que surge del compromiso de los oficiales con la nación. No se mencionan manifestaciones corporales explícitas, por lo que la dominancia se identifica como cognoscitiva.",DISCURSO_048_FR_014,Público general argentino,esperanza
Cognoscitiva,"El sentimiento de resentimiento se manifiesta principalmente a través de juicios y evaluaciones sobre la crítica percibida a la casta política. No se observan indicios de manifestaciones físicas o sensaciones corporales, por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_014,Oposición política (la casta política),resentimiento
Cognoscitiva,"El discurso se centra en conceptos abstractos de lealtad y servicio, sin mencionar sensaciones físicas. La amenaza se percibe como una evaluación de la pérdida de poder político, lo que indica predominio cognitivo.",DISCURSO_048_FR_014,Oposición política (la casta política),amenaza
Cognoscitiva,"El discurso invita a recordar valores y a internalizarlos, lo que implica juicios y evaluaciones mentales sobre la identidad y la misión del grupo. No se menciona sensaciones físicas ni gestos, por lo que la manifestación dominante es cognitiva.",DISCURSO_048_FR_015,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
Cognoscitiva,"La exhortación se centra en la internalización de valores y la memoria de los preceptos, lo que implica juicios, evaluaciones y procesos mentales. No se menciona manifestaciones físicas, por lo que la dominancia es cognoscitiva.",DISCURSO_048_FR_015,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),inspiración
Cognoscitiva,"El discurso de motivación se centra en la recordación y la internalización de valores (orden, valor y gloria). Se hace énfasis en la memoria, la reflexión y la intención de seguir esos preceptos, sin mencionar manifestaciones físicas o sensaciones corporales. Por lo tanto, la emoción predominante se manifiesta principalmente a nivel cognitivo.",DISCURSO_048_FR_015,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),motivación
Cognoscitiva,"El discurso invita al público a recordar y valorar los preceptos de orden, valor y gloria, lo cual implica una evaluación y reconocimiento intelectual de la identidad nacional. No se mencionan manifestaciones físicas explícitas, por lo que la emoción de orgullo se manifiesta principalmente a través de juicios y evaluaciones mentales, lo que indica una dominancia cognoscitiva.",DISCURSO_048_FR_015,Público general argentino (tipo: paradestinatario),orgullo
Cognoscitiva,"El discurso invita al público a recordar y internalizar valores, lo cual implica juicios, evaluaciones y procesos mentales internos. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción de inspiración se manifiesta principalmente en el ámbito cognitivo.",DISCURSO_048_FR_015,Público general argentino (tipo: paradestinatario),inspiración
Cognoscitiva,"El discurso invita a recordar y memorizar los preceptos, lo que implica un proceso de evaluación y reflexión mental. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción de asombro se manifiesta principalmente a nivel cognitivo.",DISCURSO_048_FR_015,Público general argentino (tipo: paradestinatario),asombro
Cognoscitiva,"El sentimiento de indignación se origina principalmente en la evaluación moral y cognitiva de la situación: la oposición percibe el discurso como una reafirmación de la relación entre el Estado y las fuerzas armadas, lo que constituye una valoración de injusticia o abuso de poder. No se menciona manifestación física explícita (como gestos o sensaciones corporales), por lo que la dominancia se atribuye a la esfera cognitiva.",DISCURSO_048_FR_015,Oposición política (la casta política) (tipo: contradestinatario),indignación
Cognoscitiva,"El resentimiento expresado por la oposición se fundamenta principalmente en la evaluación cognitiva de la injusticia percibida: la exclusión de su participación en la celebración y la imposición de valores (orden, valor y gloria) que no reconocen su presencia. No se observan indicios de manifestaciones corporales o sensaciones físicas explícitas en el discurso, por lo que la dominancia se clasifica como cognoscitiva.",DISCURSO_048_FR_015,Oposición política (la casta política) (tipo: contradestinatario),resentimiento
Cognoscitiva,"El orgullo expresado por el partido y su base electoral se basa en una valoración positiva y evaluativa de los graduados como guía para la patria. La frase ""son el norte para una vida al servicio de la patria"" implica un juicio de mérito y liderazgo, sin referencia a sensaciones corporales o gestos físicos. Por lo tanto, la emoción se manifiesta principalmente en el dominio cognoscitivo.",DISCURSO_048_FR_016,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
Cognoscitiva,"El discurso presenta a los oficiales como el ""norte"" que guía a la base electoral, lo que implica un juicio evaluativo y una intención de seguir su liderazgo. No se mencionan sensaciones físicas ni gestos, por lo que la motivación se manifiesta principalmente a nivel cognitivo, como un impulso basado en la valoración y el compromiso con la causa.",DISCURSO_048_FR_016,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),motivación
cognoscitiva,"El orgullo expresado al reconocer a los militares como guías de la patria se basa principalmente en juicios y evaluaciones positivas sobre ellos y su papel. No se menciona manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",DISCURSO_048_FR_016,Público general argentino (tipo: paradestinatario),orgullo
Cognoscitiva,"El discurso motiva al público a valorar el servicio militar y a aspirar a una vida guiada por valores patrióticos, lo cual implica juicios, evaluaciones y pensamientos sobre la patria y el deber. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se ubica en el ámbito cognoscitivo.",DISCURSO_048_FR_016,Público general argentino (tipo: paradestinatario),inspiración
cognoscitiva,"La indignación del opositor se manifiesta principalmente a través de juicios y evaluaciones morales sobre la exaltación militar percibida como crítica a la casta política. No se indican manifestaciones físicas o sensaciones corporales, por lo que la dominancia se ubica en el dominio cognoscitivo.",DISCURSO_048_FR_016,Oposición política (la casta política) (tipo: contradestinatario),indignación
